   line           element
   5016.3412      Fe I       E1       z3Fo-e3D           3-2        31805.07 -    51739.92
   5016.582       Ne I       E1   3/2[1/2]-3/2[1/2]o     0-1       150917.43 -   170851.32
   5016.592       Ne II      E1        4So-4P          3/2-1/2     292651.32 -   312585.17
   5016.7139      Fe I       E1        c3F-3Go           4-5        32873.63 -    52807.00
   5016.738       O II       E1         2P-2Po         3/2-3/2     212593.82 -   232527.09
   5016.76        N III      E1        2Po-2D          3/2-5/2     353442.50 -   373375.70
   5016.786       O II       E1        2Po-2S          1/2-1/2     262286.82 -   282219.90
   5016.87        Ar I       E1   3/2[1/2]-3/2[3/2]o     0-1       107054.27 -   126987.00
   5016.920       Fe II      E1         4F-u4Fo        5/2-3/2      73395.93 -    93328.48
   5016.945       Ne II      E1        2Po-2P          3/2-1/2     294086.49 -   314018.94
   5017.02233     Ar II      E1         4P-1[2]o       1/2-3/2     186171.33 -   206103.47
   5017.025       O II       E1      F[4]o-2D          7/2-5/2     256143.19 -   276075.32
   5017.0765      He I       E1         1S-1Po           0-1       166277.54 -   186209.47
   5017.154       Fe II      E1        e6F-3[2]o       3/2-3/2      83459.67 -   103391.29
   5017.262       Ni II      E1         2F-2[4]o       5/2-7/2     101247.37 -   121178.56
   5017.418       Ni II      E1         2F-2Go         7/2-9/2     116145.69 -   136076.26
   5017.4308      Fe I       E1       x5Do-7/2[11/2]     4-5        39625.80 -    59556.32
   5017.54        Mg IV      E1         2D-1[2]o       5/2-5/2     752931.70 -   772861.80
   5017.63        Ar I       E1   3/2[1/2]-3/2[1/2]o     0-1       107054.27 -   126984.00
   5017.781       N II       E1         3D-3Fo           2-2       166582.25 -   186511.38
   5017.83371     Ar II      E1        4Po-4P          5/2-3/2     188766.21 -   208695.13
   5017.8767      Fe I       E1       y5Fo-g5F           3-2        34328.75 -    54257.50
   5017.99        C IV       E1        2Po-2S          1/2-1/2     448854.20 -   468782.50
   5018.30764     Ar II      E1         4P-4Po         3/2-5/2     182222.12 -   202149.16
   5018.56195     Ar II      E1         2D-2Fo         3/2-5/2     150474.99 -   170401.02
   5018.579       Ca III     E1   1/2[5/2]-1/2[7/2]o     2-3       373626.85 -   393552.81
   5018.62        N II       E1        3Fo-F[7/2]        4-4       209823.71 -   229749.50
   5018.652       Ar I       E1   3/2[3/2]-3/2[5/2]o     2-3       106237.55 -   126163.22
   5018.82        N II       E1        3Fo-F[7/2]        4-3       209823.71 -   229748.70
   5018.854       Ar I       E1   3/2[3/2]-3/2[5/2]o     2-2       106237.55 -   126162.42
   5018.9755      Ni I       E1        5Fo-5F            5-5        28542.10 -    48466.49
   5019.02        Ar I       E1   3/2[1/2]-3/2[3/2]o     0-1       107054.27 -   126978.50
   5019.123       Ni II      E1         2H-4[6]o      11/2-13/2     98969.44 -   118893.24
   5019.186       Ni II      E1         2H-4[6]o      11/2-11/2     98969.44 -   118892.99
   5019.400       Ni II      E1         4F-1[3]o       5/2-7/2     115956.71 -   135879.41
   5019.421       Ar I       E1   3/2[3/2]-3/2[3/2]o     2-2       106237.55 -   126160.17
   5019.4267      Fe I       E1        b3D-v3Do          1-2        29320.02 -    49242.62
   5019.6812      Ni I       E1        3Do-3/2[5/2]      1-2        30912.82 -    50834.40
   5019.75        C IV       E1        2Po-2S          3/2-1/2     448861.20 -   468782.50
   5019.79        O II       E1      D[3]o-2P          5/2-3/2     255689.94 -   275611. 
   5019.8127      Fe I       E1        b3H-z3Io          6-6        26105.91 -    46026.97
   5019.8402      Fe II      E1        a6S-z6Po        5/2-5/2      23317.63 -    43238.59
   5019.90        Ar I       E1   3/2[1/2]-3/2[1/2]o     0-1       107054.27 -   126975.00
   5020.069       Fe II      E1        c4P-x4Po        3/2-1/2      49506.93 -    69426.98
   5020.1819      O I        E1         5P-5So           1-2        86625.76 -   106545.35
   5020.358       Ca III     E1   3/2[7/2]-3/2[7/2]o     4-3       370533.07 -   390451.97
   5020.564       Ni II      E1         4H-3[3]o       9/2-7/2     100332.09 -   120250.17
   5020.5690      Fe I       E1        d3F-u3Fo          2-2        36940.59 -    56858.65
   5020.69        Mg IV      E1         2D-1[2]o       5/2-3/2     752931.70 -   772849.30
   5020.6913      O I        E1         5P-5So           2-2        86627.78 -   106545.35
   5020.7636      Ni I       E1        3Fo-3/2[1/2]      2-1        30619.41 -    50536.70
   5020.85823     Ar II      E1         2P-2Po         3/2-3/2     183090.89 -   203007.81
   5020.86        S IV       E1        4Do-4D          1/2-3/2     336255.30 -   356172.20
   5020.8624      Fe II      E1        c2F-y2Go        7/2-9/2      44915.05 -    64831.94
   5020.8743      Fe I       E1       x5Do-5/2[7/2]      3-3        39969.85 -    59886.70
   5020.957       Ni III     E1         5F-5Do           5-4       181019.08 -   200935.60
   5021.          Al V       E1      2[2]o-2D          5/2-3/2    1109433.00 -  1129350.00
   5021.0593      Fe I       E1        c3F-3Fo           3-4        33412.71 -    53328.83
   5021.177       Ni II      E1         2P-2[2]o       1/2-3/2     101246.16 -   121161.81
   5021.371       Ca II      E1        2Po-2D          3/2-5/2      60611.28 -    80526.16
   5021.3901      Ar II      E1      2[2]o-2F          3/2-5/2     194996.56 -   214911.37
   5021.4142      Ar II      E1         4F-1[3]o       3/2-5/2     186340.56 -   206255.27
   5021.416       Fe II      E1        e6F-4[6]o       9/2-11/2     82978.68 -   102893.38
   5021.46        Ar I       E1   3/2[1/2]-3/2[3/2]o     0-1       107054.27 -   126968.80
   5021.482       Ni II      E1         2F-2[2]o       5/2-3/2     101247.37 -   121161.81
   5021.5         N V        E1        2Fo-2D            *-*       755666.50 -   775581.00
   5021.6181      O I        E1         5P-5So           3-2        86631.45 -   106545.35
   5021.646       S II       E1         4D-0[3]o       3/2-*       167291.84 -   187206. 
   5021.74        Ni V       E1         3D-3Fo           3-4       306962.90 -   326876.30
   5021.8982      Fe I       E1       x5Do-7/2[5/2]      4-3        39625.80 -    59538.59
   5022.          Al V       E1      2[2]o-2D          3/2-3/2    1109437.00 -  1129350.00
   5022.          Al V       E1      2[2]o-2P          3/2-1/2    1109437.00 -  1129350.00
   5022.019       Ni II      E1        2Do-2D2         5/2-5/2      57420.16 -    77332.47
   5022.095       Ne II      E1         2D-0[3]o       3/2-5/2     302425.87 -   322337.88
   5022.42        Ar I       E1   3/2[1/2]-3/2[1/2]o     0-1       107054.27 -   126965.00
   5022.539       Ca II      E1        2Po-2D          3/2-3/2      60611.28 -    80521.53
   5022.872       Ni II      E1         4H-3[6]o      11/2-13/2    100309.29 -   120218.22
   5022.89        N II       E1         3D-3Fo           2-3       217114.76 -   237023.60
   5022.9070      Fe I       E1       x5Do-5/2[7/2]      3-4        39969.85 -    59878.64
   5022.995       Fe II      E1        e6F-4[4]o       9/2-7/2      82978.68 -   102887.12
   5023.0823      Fe I       E1       y5Do-f5P           1-1        34017.10 -    53925.20
   5023.3488      Fe I       E1       x5Do-7/2[9/2]      4-4        39625.80 -    59532.84
   5023.391       Ni II      E1        4Do-4F          7/2-5/2     115209.85 -   135116.72
   5023.460       Ni III     E1        5Fo-5F            4-4       207382.10 -   227288.70
   5023.475       N II       E1         3P-3So           0-1       203162.28 -   223068.82
   5023.624       Ni II      E1         4F-3[5]o       9/2-11/2    115739.15 -   135645.10
   5023.6362      Fe I       E1       z3Fo-e3D           2-1        32133.99 -    52039.89
   5023.74        N III      E1        2Po-2D          1/2-3/2     353440.60 -   373346.10
   5023.820       Fe II      E1        e6F-3[3]o       3/2-5/2      83459.67 -   103364.84
   5024.058       Ni II      E1        4Go-4F          5/2-5/2      96052.48 -   115956.71
   5024.16        Ar I       E1   3/2[1/2]-3/2[3/2]o     0-1       107054.27 -   126958.10
   5024.166       Ni II      E1         4F-2[2]o       3/2-3/2     101258.01 -   121161.81
   5024.193       Fe II      E1        e6F-4[4]o       9/2-9/2      82978.68 -   102882.37
   5024.22        N III      E1        2Po-2D          3/2-3/2     353442.50 -   373346.10
   5024.332       Fe II      E1         4F-u4Fo        7/2-5/2      73492.21 -    93395.36
   5024.40762     Ar II      E1         4F-2[3]o       9/2-7/2     185093.33 -   204996.17
   5024.454       N II       E1         5P-5Po           3-2       205723.31 -   225625.97
   5024.618       Ni II      E1         4H-3[6]o      11/2-11/2    100309.29 -   120211.30
   5024.777       Ni II      E1         4F-3[4]o       9/2-9/2     115739.15 -   135640.53
   5025.038       O II       E1      F[2]o-2D          3/2-3/2     256083.60 -   275983.95
   5025.08        Mg III     E1   3/2[3/2]-3/2[5/2]o     2-3       562939.50 -   582839.70
   5025.080       Ni III     E1         3D-3Fo           3-2       183839.47 -   203739.65
   5025.128       Ni III     E1         5F-5Do           2-2       182587.83 -   202487.82
   5025.22        Ar I       E1   3/2[1/2]-3/2[1/2]o     0-1       107054.27 -   126953.90
   5025.224       Ni II      E1         2F-2[2]o       5/2-5/2     101247.37 -   121146.98
   5025.314       Fe II      E1         6D-2[4]o       5/2-7/2      83812.32 -   103711.57
   5025.8159      Fe I       E1       x5Do-1/2[3/2]      2-2        40231.33 -    60128.60
   5025.868       Ar I       E1   3/2[3/2]-3/2[3/2]o     1-1       106087.26 -   125984.32
   5025.926       Ni II      E1        2Fo-2F          7/2-5/2      99418.61 -   119315.44
   5026.08        Fe III     E1         5H-5Ho           5-*       199884.39 -   219780.60
   5026.084       O II       E1      F[2]o-2D          5/2-3/2     256087.75 -   275983.95
   5026.19527     Ar II      E1        2Po-2D          1/2-3/2     172816.29 -   192712.06
   5026.411       Ar I       E1   3/2[1/2]-3/2[3/2]o     1-1       104102.10 -   123997.01
   5026.5151      Fe I       E1       x5Do-7/2[7/2]      4-3        39625.80 -    59520.30
   5026.6339      Fe II      E1       x4Fo-e4F         5/2-7/2      66522.30 -    86416.33
   5026.7049      Fe I       E1       z3Po-f3D           0-1        34555.60 -    54449.34
   5026.78        O III      E1     D[3/2]-3Fo           1-2       381626.33 -   401519.80
   5026.970       Ni II      E1         4F-1[3]o       5/2-5/2     115956.71 -   135849.41
   5027.061       N II       E1         3D-3Fo           3-3       166678.44 -   186570.78
   5027.11        Ar I       E1   3/2[3/2]-3/2[3/2]o     1-1       106087.26 -   125979.40
   5027.121       Ar I       E1   3/2[3/2]-3/2[3/2]o     1-2       106087.26 -   125979.36
   5027.19        Ar I       E1   3/2[1/2]-3/2[3/2]o     0-1       107054.27 -   126946.10
   5027.404       Fe IV      E1         2F-2Go         5/2-7/2     196220.71 -   216111.69
   5027.48        N IV       E1        3Po-3D            2-*       594489.90 -   614380.60
   5027.589       Ni II      E1         4F-3[4]o       9/2-7/2     115739.15 -   135629.40
   5027.77        N II       E1         3P-3Do           2-2       211827.47 -   231717.00
   5027.839       Ni II      E1         4F-3[5]o       9/2-9/2     115739.15 -   135628.41
   5027.9         S V        E1        3Po-3D            2-3       520582.00 -   540471.00
   5027.912       Ni II      E1         4F-2[2]o       3/2-5/2     101258.01 -   121146.98
   5028.165       Ni III     E1        5Fo-5F            4-3       207382.10 -   227270.07
