   line      element
   520.5815  Cr I    
   520.5875  Ti I    
   520.5953  Fe I    
   520.6027  Fe II   
   520.6038  Cr I    
   520.6119  Ti I    
   520.6136  Mo I    
   520.6187  W I     
   520.6203  Cr I    
   520.6366  Cr I    
   520.6376  Cr I    
   520.6399  Ti I    
   520.6409  Mn I    
   520.6425  Mn II   
   520.6428  Eu I    
   520.6490  Lu I    
   520.6496  Th II   
   520.6519  Er I    
   520.6553  Co II   
   520.6561  Pr II   
   520.6561  Cr I    
   520.6580  V I     
   520.6593  V I     
   520.6594  Fe I    
   520.6607  V I     
   520.6626  Ti II   
   520.6663  Th II   
   520.6712  P I     
   520.6801  Fe I    
   520.7160  V I     
   520.7195  Ti I    
   520.7212  Cr I    
   520.7351  Ti I    
   520.7393  Cr I    
   520.7662  V I     
   520.7865  Ti I    
   520.7895  Pr II   
   520.7903  Sc II   
   520.7903  Sc II   
   520.7939  Fe I    
   520.7982  Cr I    
   520.7982  Ca I    
   520.8062  Fe I    
   520.8086  Ti I    
   520.8112  Cr I    
   520.8139  Cr I    
   520.8237  Cr II   
   520.8359  V I     
   520.8419  Cr I    
   520.8430  V I     
   520.8527  Cr II   
   520.8578  Fe I    
   520.8593  Fe I    
   520.8609  Cr I    
   520.8701  Ce I    
   520.8728  Mn II   
   520.8837  Cr I    
   520.8910  Ce I    
   520.8960  Fe I    
   520.9068  Ag I    
   520.9304  Zr I    
   520.9445  Ti I    
   520.9532  Mo I    
   520.9884  Fe I    
   520.9939  Sm I    
   521.0039  Co I    
   521.0117  Ca I    
   521.0136  As I    
   521.0283  Ti I    
   521.0323  Ca I    
   521.0339  Ce II   
   521.0357  Cr I    
   521.0386  Ti I    
   521.0434  Mo I    
   521.0452  V I     
   521.0483  Gd II   
   521.0493  V I     
   521.0501  Sc I    
   521.0539  Sc I    
   521.0824  Cr II   
   521.0835  Co I    
   521.0846  Cr I    
   521.0865  Cr II   
   521.0876  Cr I    
   521.0946  Cr I    
   521.0990  Co I    
   521.0990  Sc I    
   521.1035  Ce I    
   521.1209  Fe I    
   521.1221  V I     
   521.1222  Ti I    
   521.1231  Th I    
   521.1300  Sc I    
   521.1463  Mn I    
   521.1506  Rh I    
   521.1536  Ti II   
   521.1590  Cr I    
   521.1615  Yb I    
   521.1677  Co II   
   521.1688  Co I    
   521.1816  Co I    
   521.1851  La I    
   521.1857  Mo I    
   521.1920  Ce I    
   521.2085  Mn I    
   521.2104  V I     
   521.2106  As I    
   521.2191  Cr II   
   521.2229  Cr I    
   521.2311  Ti I    
   521.2361  Nd II   
   521.2422  Cr I    
   521.2427  Mn I    
   521.2530  Cr I    
   521.2639  V I     
   521.2691  Co I    
   521.2707  V I     
   521.2707  V II    
   521.2734  Ta I    
   521.2734  Rh I    
   521.2774  Cu I    
   521.2775  W I     
   521.2849  Ca I    
   521.2980  Fe I    
   521.3020  Cr I    
   521.3074  V II    
   521.3075  Ti I    
   521.3118  Mn I    
   521.3126  V I     
   521.3134  Cr II   
   521.3156  Si I    
   521.3177  V I     
   521.3202  Nd I    
   521.3243  Mn I    
   521.3316  Co I    
   521.3317  Ti I    
   521.3345  Fe I    
   521.3349  Th I    
   521.3374  Tm I    
   521.3430  Ru I    
   521.3641  Ti I    
   521.3645  Cr I    
   521.3648  V I     
   521.3679  Fe I    
   521.3705  Co I    
   521.3729  Cr I    
   521.3805  Fe I    
   521.3909  Cr II   
   521.4113  Ca I    
   521.4140  Cr I    
   521.4176  Ti I    
   521.4194  V I     
   521.4211  Cr I    
   521.4387  Fe II   
   521.4431  Cr I    
   521.4466  Co I    
   521.4492  Fe II   
   521.4536  Ca I    
   521.4579  Ca I    
   521.4604  Fe I    
   521.4616  Cr I    
   521.4730  Co I    
   521.4776  Rh I    
   521.4817  Ti I    
   521.4877  Cr I    
   521.4974  Ti I    
   521.5106  Eu I    
   521.5179  Fe I    
   521.5198  Ti I    
   521.5307  Cr I    
   521.5312  Mn I    
   521.5473  Co I    
   521.5549  Fe I    
   521.5576  Co I    
   521.5652  V I     
   521.5654  Nd II   
   521.5763  Fe II   
   521.5767  Mn II   
   521.5933  V II    
   521.5933  V II    
   521.5979  V I     
   521.6153  Cr I    
   521.6157  Ca I    
   521.6274  Fe I    
   521.6377  Ce I    
   521.6409  Cr II   
   521.6444  Mn I    
   521.6473  Ni I    
   521.6480  Cr I    
   521.6567  V I     
   521.6583  V II    
   521.6597  Th II   
   521.6621  Cr I    
   521.6730  Pr II   
   521.6760  Cr II   
   521.7343  Sc II   
   521.7381  V II    
   521.7389  Fe I    
   521.7403  V I     
   521.7475  Gd I    
   521.7554  Fe I    
   521.7650  V I     
   521.7672  Mn I    
   521.7690  Fe I    
   521.7808  Mn II   
   521.7919  Fe I    
   521.7932  Ni I    
   521.8040  Ti II   
   521.8115  Ca I    
   521.8197  Cu I    
   521.8239  V I     
   521.8250  Ni I    
   521.8288  Ca I    
   521.8334  Mn I    
   521.8335  Fe II   
   521.8367  Sc I    
   521.8432  Ta I    
   521.8464  Fe II   
   521.8498  Fe I    
   521.8521  Fe II   
   521.8527  Th II   
   521.8755  Ca I    
   521.8863  Sc I    
   521.8906  Cr I    
   521.8912  V I     
   521.8914  Co II   
   521.8989  Mo I    
   521.9007  Co I    
   521.9045  Pr II   
   521.9078  Nb I    
   521.9105  Mn II   
   521.9110  Th I    
   521.9398  Mo I    
   521.9405  Gd I    
   521.9527  V I     
   521.9576  V I     
   521.9606  Cr II   
   521.9626  Sc I    
   521.9656  Cr I    
   521.9700  Ti I    
   521.9844  Mn I    
   521.9879  Cr I    
   521.9999  Sc II   
   522.0066  Cu I    
   522.0067  Ti I    
   522.0108  Pr II   
   522.0128  Ti I    
   522.0209  Fe I    
   522.0236  Ti I    
   522.0285  Ni I    
   522.0292  Gd II   
   522.0359  Cr II   
   522.0364  Ti I    
   522.0481  Co II   
   522.0509  Ti II   
   522.0582  V II    
   522.0724  Cr I    
   522.0729  V I     
   522.0759  Sc I    
   522.0776  Sc II   
   522.0819  Cr I    
   522.0836  Cr I    
   522.0912  Cr I    
   522.0937  Mn II   
   522.1117  Sm I    
   522.1280  Co I    
   522.1431  Fe I    
   522.1456  Ti I    
   522.1548  V I     
   522.1564  Cr I    
   522.1572  Nd II   
   522.1760  Cr I    
   522.1762  Fe I    
   522.1783  Ca I    
   522.1896  P I     
   522.1904  Ce I    
   522.2196  Sr I    
   522.2216  Cr II   
   522.2250  Ca I    
   522.2325  Ti I    
   522.2354  Ti I    
   522.2380  Ca I    
   522.2394  Fe I    
   522.2407  Cr I    
   522.2473  Fe II   
   522.2486  Co I    
   522.2513  Ti I    
   522.2548  Ca I    
   522.2589  Ti I    
   522.2625  Cr I    
   522.2655  Rh I    
   522.2666  Ca II   
   522.2693  Ti I    
   522.2751  Co I    
   522.2838  Ca I    
   522.2909  Ti I    
   522.2925  Mg I    
   522.2945  Ce I    
   522.3062  Ca I    
   522.3108  Cr I    
   522.3187  Fe I    
   522.3261  Cr II   
   522.3392  V I     
   522.3461  Ce I    
   522.3474  Cr I    
   522.3490  Eu I    
   522.3528  V I     
   522.3534  Cr I    
   522.3550  Ru I    
   522.3613  Cr I    
   522.3621  V I     
   522.3648  Ti I    
   522.3793  Ti I    
   522.3842  Cr I    
   522.3908  Co II   
   522.4011  Sc II   
   522.4052  Co II   
   522.4069  Cr I    
   522.4135  Ti I    
   522.4151  Cr I    
   522.4236  Fe II   
   522.4301  Ti I    
   522.4301  Fe I    
   522.4503  Cr I    
   522.4506  Mn I    
   522.4508  Ti II   
   522.4538  Cr I    
   522.4546  Cr I    
   522.4557  Ti I    
   522.4610  Ti I    
   522.4661  W I     
   522.4901  Ni I    
   522.4912  Zr I    
   522.4951  Ti I    
   522.4972  Cr I    
   522.5022  Cr I    
   522.5041  Nd II   
   522.5104  Sr I    
   522.5122  U II    
   522.5131  Nb I    
   522.5177  V I     
   522.5210  Ti I    
   522.5314  Co II   
   522.5455  Ti I    
   522.5525  Fe I    
   522.5627  Ti I    
   522.5694  V I     
   522.5699  Cr I    
   522.5745  Co I    
   522.5781  Cr I    
   522.5814  Cr I    
   522.5814  Co II   
   522.5885  V II    
   522.6021  Cr I    
   522.6027  Co I    
   522.6067  Fe I    
   522.6068  Ti I    
   522.6202  La II   
   522.6226  Cr I    
   522.6233  Ca I    
   522.6240  Ce I    
   522.6385  Cr I    
   522.6402  Ce II   
   522.6403  Fe I    
   522.6543  Ti II   
   522.6862  Fe I    
   522.6895  Fe I    
   522.6907  Cr I    
   522.6948  Mn II   
   522.7013  Fe II   
   522.7021  Cr I    
   522.7073  Fe II   
   522.7125  Fe II   
   522.7131  Ti I    
   522.7150  Fe I    
   522.7165  Ti I    
   522.7189  Fe I    
   522.7256  Sc II   
   522.7256  Sc II   
   522.7522  Ti I    
   522.7557  V I     
   522.7625  Fe II   
   522.7645  Pt I    
   522.7710  V II    
   522.7738  Cr I    
   522.7762  Cr I    
   522.7793  C I     
   522.7877  Ti II   
   522.7945  Cr I    
   522.7967  Pr I    
   522.8069  Ni I    
   522.8096  Cr I    
   522.8101  V I     
   522.8101  Fe I    
   522.8247  Ca I    
   522.8303  Co I    
   522.8377  Co II   
   522.8403  Fe I    
   522.8425  Nd II   
   522.8504  Mo I    
   522.8588  Co III  
   522.8640  Co I    
   522.8731  Mo I    
   522.8766  Co II   
   522.8848  Sm II   
   522.8848  Cr I    
   522.8880  V I     
   522.8963  Fe I    
   522.9014  Sc II   
   522.9266  Sr I    
   522.9296  Cr I    
   522.9302  Cr I    
   522.9319  Er II   
   522.9447  Ti I    
   522.9704  Ca I    
   522.9742  Ce I    
   522.9793  Fe I    
   522.9845  Fe I    
   522.9862  Co II   
   522.9880  Fe I    
   523.0152  Ce I    
   523.0159  Mo I    
   523.0173  Ca I    
   523.0202  Co I    
   523.0215  Cr I    
   523.0215  Cr II   
   523.0344  Sc I    
   523.0363  Co I    
   523.0402  V I     
   523.0524  Ti I    
   523.0612  Rh I    
   523.0688  Fe I    
   523.0801  Ta I    
   523.0813  Ti I    
   523.0842  Ce I    
   523.0862  Ca I    
   523.0920  Ca I    
   523.1021  Ti I    
   523.1059  Mo I    
   523.1083  Co I    
   523.1160  Th I    
   523.1272  Fe II   
   523.1297  Ti I    
   523.1392  Fe I    
   523.1472  V II    
   523.1494  Cr II   
   523.1702  Mn I    
   523.1750  Ti I    
   523.1765  Mn I    
   523.1776  Cr I    
   523.1834  Ni I    
   523.2360  Mo I    
   523.2496  Cr II   
   523.2734  Ca II   
   523.2734  Ca II   
   523.2764  Sc II   
   523.2764  Sc II   
   523.2775  Cr I    
   523.2813  Nb I    
   523.2819  V I     
   523.2907  Mn II   
   523.2918  Ce II   
   523.2939  Fe I    
   523.2959  Ti I    
   523.3071  Cr I    
   523.3088  Fe I    
   523.3093  Fe I    
   523.3213  Ti I    
   523.3216  V I     
   523.3225  Th II   
   523.3276  V I     
   523.3361  Mn II   
   523.3422  Cr I    
   523.3452  V I     
   523.3520  W I     
   523.3616  Cr II   
   523.3633  Cr I    
   523.3690  V I     
   523.3771  Ce I    
   523.3808  V I     
   523.3811  Ti I    
   523.3816  Ti I    
   523.3868  Sc II   
   523.3923  Sc II   
   523.3939  Gd I    
   523.3956  Rb I    
   523.4001  Fe I    
   523.4019  Ce II   
   523.4071  V I     
   523.4186  Sm II   
   523.4194  Nd II   
   523.4258  Mo I    
   523.4268  La I    
   523.4271  V II    
   523.4315  Re I    
   523.4408  Ti I    
   523.4425  Mn I    
   523.4553  Fe I    
   523.4622  Ti I    
   523.4625  Fe II   
   523.4668  V I     
   523.4715  Co I    
   523.4882  Pd I    
   523.4923  Cr I    
   523.5008  Ti I    
   523.5192  Co I    
   523.5389  Fe I    
   523.5392  Ta I    
   523.5395  V I     
   523.5398  V I     
   523.5405  Mo I    
   523.5417  Fe I    
   523.5494  Ni I    
   523.5557  Cr II   
   523.5568  Cr I    
   523.5590  V I     
   523.5592  Cr I    
   523.5811  Ce II   
   523.5988  Ni I    
   523.6053  Sc I    
   523.6053  Cr I    
   523.6100  Cr I    
   523.6205  Fe I    
   523.6225  Ca I    
   523.6256  Dy I    
   523.6292  V I     
   523.6381  Fe I    
   523.6508  Cr II   
   523.6533  Cr II   
   523.6607  Cr I    
   523.6652  Ti I    
   523.6673  Ti II   
   523.6695  Ca I    
   523.6854  Cr I    
   523.6876  V I     
   523.6942  Ca I    
   523.7002  V II    
   523.7062  V I     
   523.7067  Ce II   
   523.7076  Cr I    
   523.7079  Co I    
   523.7089  Fe II   
   523.7147  Rh I    
   523.7172  V I     
   523.7175  Cr I    
   523.7265  Fe I    
   523.7329  Cr II   
   523.7346  Ti I    
   523.7394  Cr I    
   523.7397  Cr I    
   523.7425  Nb I    
   523.7537  Ta II   
   523.7548  Ti I    
   523.7556  Mn II   
   523.7590  Ti I    
   523.7603  Sm I    
   523.7628  Mn II   
   523.7739  Ca I    
   523.7803  Cr I    
   523.7903  Th II   
   523.7961  Mo I    
   523.8000  Ti I    
   523.8100  Fe II   
   523.8198  Cr II   
   523.8205  Mo I    
   523.8228  Ni I    
   523.8234  Co I    
   523.8250  Fe I    
   523.8379  Fe II   
   523.8388  Sc I    
   523.8396  Sc II   
   523.8472  Ce I    
   523.8501  Ce I    
   523.8543  Sr I    
   523.8566  Ti I    
   523.8586  Ti I    
   523.8586  Ca II   
   523.8615  U II    
   523.8624  Fe II   
   523.8807  Ca I    
   523.8838  Ce I    
   523.8911  Ca I    
   523.8926  V II    
   523.8937  Ir I    
   523.8964  Cr I    
   523.8983  Ca I    
   523.9038  Cr I    
   523.9088  V I     
   523.9091  Cr I    
   523.9104  V II    
   523.9261  Eu I    
   523.9283  Ti II   
   523.9472  Cr I    
   523.9535  La I    
   523.9615  Mn II   
   523.9676  Cr I    
   523.9813  Sc II   
   523.9841  Ce II   
   523.9930  Ti I    
   524.0104  Cr I    
   524.0109  Ca II   
   524.0118  Ce I    
   524.0142  Ca I    
   524.0145  V I     
   524.0197  Th II   
   524.0301  Mo I    
   524.0357  Fe I    
   524.0387  Nb I    
   524.0464  Cr I    
   524.0502  Yb II   
   524.0519  Cr I    
   524.0601  Fe II   
   524.0730  Cr I    
   524.0800  Y I     
   524.0862  V I     
   524.0870  Ti II   
   524.0874  Mo I    
   524.0931  Cr I    
   524.0964  V II    
   524.1024  V I     
   524.1164  V II    
   524.1360  Cr I    
   524.1368  Cr I    
   524.1373  V I     
   524.1453  Cr I    
   524.1464  V I     
   524.1502  Co I    
   524.1651  V I     
   524.1829  Mn II   
   524.1903  Fe I    
   524.1983  V I     
   524.2081  Ti I    
   524.2308  Cr I    
   524.2368  Ru I    
   524.2420  Sc I    
   524.2491  Fe I    
   524.2569  Cr I    
   524.2591  Sc II   
   524.2649  Sc II   
   524.2701  Pr II   
   524.2802  Mo I    
   524.2833  V I     
   524.2973  V I     
   524.2973  W I     
   524.3018  Ca I    
   524.3070  Ce I    
   524.3113  Cr I    
   524.3192  Fe II   
   524.3232  Cr I    
   524.3364  Cr I    
   524.3457  Cr II   
   524.3489  Ca I    
   524.3496  Ti I    
   524.3531  Co I    
   524.3580  Fe II   
   524.3649  Ti I    
   524.3655  Mn II   
   524.3661  Zr I    
   524.3773  Fe I    
   524.3798  Ni I    
   524.3837  V I     
   524.3872  Ni I    
   524.3971  V I     
   524.3982  Hf I    
   524.3999  Co I    
   524.4081  Yb I    
   524.4140  Ti I    
   524.4233  V I     
   524.4241  Ti I    
   524.4275  Ti I    
   524.4347  Fe I    
   524.4378  Gd I    
   524.4501  Ce I    
   524.4544  Cr II   
   524.4573  Ti I    
   524.4648  Si I    
   524.4700  Co I    
   524.4734  Ca I    
   524.4780  Ta I    
   524.4936  Ni I    
   524.5179  Ti I    
   524.5258  Ti I    
   524.5276  Ce I    
   524.5353  Cr I    
   524.5505  Mo I    
   524.5521  Cr I    
   524.5592  Ni II   
   524.5598  Mn I    
   524.5598  Mn I    
   524.5601  Ni I    
   524.5609  V II    
   524.5611  V I     
   524.5614  V I     
   524.5618  Fe I    
   524.5622  V I     
   524.5732  Fe I    
   524.5913  Ce I    
   524.5983  Ti I    
   524.5993  Fe I    
   524.6041  Cr I    
   524.6115  Cr II   
   524.6133  Ti I    
   524.6161  Fe I    
   524.6184  Ti I    
   524.6246  Ti I    
   524.6549  Ti I    
   524.6579  Fe II   
   524.6726  V I     
   524.6768  Cr II   
   524.6817  Ti I    
   524.6819  Gd I    
   524.6947  V I     
   524.7007  Sc I    
   524.7010  Co I    
   524.7049  Fe I    
   524.7128  Hf II   
   524.7208  Sc I    
   524.7208  Sc I    
   524.7291  Ti I    
   524.7353  U II    
   524.7360  V I     
   524.7536  V I     
   524.7566  Cr I    
   524.7655  Th II   
   524.7749  U II    
   524.7756  Mn I    
   524.7772  Ti I    
   524.7807  Ti I    
   524.7856  Mn I    
   524.7911  Co I    
   524.7956  Ti I    
   524.7971  Cr I    
   524.8015  Cr I    
   524.8372  Ni I    
   524.8378  Ti I    
   524.8383  Ti I    
   524.8484  Sc II   
   524.8525  Sc II   
   524.8553  V I     
   524.8583  V I     
   524.8649  V I     
   524.8682  Mn I    
   524.8861  V I     
   524.8867  Re I    
   524.9032  Ni I    
   524.9073  V I     
   524.9105  Fe I    
   524.9107  Ni II   
   524.9161  Ce I    
   524.9173  Cr I    
   524.9184  V I     
   524.9242  V II    
   524.9276  Ti I    
   524.9297  Fe II   
   524.9399  Mn I    
   524.9411  Ca I    
   524.9437  Cr II   
   524.9531  Cr I    
   524.9568  Ti I    
   524.9576  Nd II   
   524.9605  Ce I    
   524.9842  Pr I    
   524.9981  Ti I    
   524.9989  Si I    
   525.0000  Co I    
   525.0208  Fe I    
   525.0331  Mo I    
   525.0524  Cu I    
   525.0645  Fe I    
   525.0812  Nd II   
   525.0832  Cr I    
   525.0846  V I     
   525.0930  Ti I    
   525.1053  V I     
   525.1055  Ce I    
   525.1123  Ti I    
   525.1134  Mo I    
   525.1201  Gd I    
   525.1307  V I     
   525.1392  Mn I    
   525.1432  Fe II   
   525.1469  Ti I    
   525.1499  Ti I    
   525.1591  Nb I    
   525.1685  Ru I    
   525.1685  Cr I    
   525.1701  Pr II   
   525.1823  Mn II   
   525.1855  Ti I    
   525.1875  V I     
   525.1911  Cr I    
   525.1914  Sm I    
   525.2019  Ti II   
   525.2028  Ce I    
   525.2101  Ti I    
   525.2147  Gd I    
   525.2156  Gd II   
   525.2209  Ni II   
   525.2228  V I     
   525.2352  Ti I    
   525.2380  V I     
   525.2506  Fe II   
   525.2612  Cr II   
   525.2662  Ce II   
   525.2714  Ti I    
   525.2744  V I     
   525.2764  Sm II   
   525.2924  Cr I    
   525.2954  Sc I    
   525.3023  Fe I    
   525.3026  Nb I    
   525.3197  V I     
   525.3225  Sc I    
   525.3240  Fe I    
   525.3285  Ti I    
   525.3310  Fe I    
   525.3346  V I     
   525.3393  V I     
   525.3413  Ce I    
   525.3448  La I    
   525.3461  Fe I    
   525.3570  V I     
   525.3597  Cr I    
   525.3644  Ti I    
   525.3697  C I     
   525.3735  Ni I    
   525.3796  Cr I    
   525.3807  V I     
   525.3813  Sm I    
   525.3846  Co I    
   525.3915  Nb I    
   525.3923  V I     
   525.4036  Sc II   
   525.4076  Ti I    
   525.4078  Sc II   
   525.4152  Cr I    
   525.4179  Ti I    
   525.4362  Co I    
   525.4467  Ti I    
   525.4647  Co I    
   525.4746  Gd I    
   525.4822  Ce I    
   525.4857  Co I    
   525.4873  Cr III  
   525.4898  Co I    
   525.4926  Cr I    
   525.4929  Fe II   
   525.4934  Sc II   
   525.4955  Fe I    
   525.4970  Fe I    
   525.4981  V I     
   525.5017  V I     
   525.5133  Cr I    
   525.5275  Ti I    
   525.5326  Mn I    
   525.5362  V I     
   525.5401  W I     
   525.5506  Nd II   
   525.5683  Fe I    
   525.5753  Fe I    
   525.5808  Gd I    
   525.5823  Os I    
   525.5840  Ti I    
   525.5883  Ca I    
   525.5933  Er II   
   525.5945  V II    
   525.5982  Ce I    
   525.6191  V I     
   525.6470  Er II   
   525.6530  Fe I    
   525.6680  Cr II   
   525.6821  V I     
   525.6893  V I     
   525.6893  Sr I    
   525.6907  Mn II   
   525.6938  Fe II   
   525.6990  V I     
   525.7028  V I     
   525.7045  U II    
   525.7073  Cr I    
   525.7081  Ru I    
   525.7487  Yb II   
   525.7501  V II    
   525.7526  Mn II   
   525.7578  Fe I    
   525.7609  Co I    
   525.7617  Ti I    
   525.7640  Fe II   
   525.7654  Fe I    
   525.7859  P I     
   525.7875  P I     
   525.7893  Ti I    
   525.8026  Fe II   
   525.8065  V I     
   525.8083  Fe I    
   525.8118  V I     
   525.8295  Fe I    
   525.8320  V I     
   525.8325  Co I    
   525.8359  Dy II   
   525.8360  Th I    
   525.8383  Sc I    
   525.8456  Ce II   
   525.8471  Y I     
   525.8621  Mn II   
   525.8690  V I     
   525.8724  V I     
   525.8842  Si I    
   525.8879  Fe II   
   525.9032  Mo I    
   525.9038  Ti I    
   525.9091  Fe I    
   525.9130  Cr I    
   525.9269  Cr I    
   525.9276  Ti I    
   525.9330  V I     
   525.9338  W I     
   525.9379  La II   
   525.9396  Fe II   
   525.9404  V II    
   525.9466  Ni I    
   525.9535  Ti I    
   525.9587  Co I    
   525.9601  Mn II   
   525.9655  Fe II   
   525.9678  Sc II   
   525.9728  Pr II   
   525.9822  Mn II   
   525.9877  Dy I    
   525.9920  Ce I    
   526.0001  Ti I    
   526.0141  Mo I    
   526.0226  V I     
   526.0387  Ca I    
   526.0434  Hf II   
   526.0436  Cr I    
   526.0500  Sc II   
   526.0513  Ti I    
   526.0531  Ca I    
   526.0605  Cr I    
   526.0658  Si I    
   526.0743  Ca I    
   526.0744  V I     
   526.0766  Cr I    
   526.0771  Mn I    
   526.0812  Gd I    
   526.0884  Fe I    
   526.0916  Ti I    
   526.0924  Tm II   
   526.0940  V I     
   526.0960  W II    
   526.1006  Ca I    
   526.1023  Cr I    
   526.1132  Mo I    
   526.1237  Sc I    
   526.1378  Cr I    
   526.1411  Mn I    
   526.1477  Co II   
   526.1490  Fe I    
   526.1532  Mo I    
   526.1601  Ti I    
   526.1693  Ce I    
   526.1704  Ca I    
   526.1729  Sc I    
   526.1763  Cr I    
   526.1771  Cr I    
   526.1901  Cr I    
   526.2060  P I     
   526.2070  Fe I    
   526.2106  Tb II   
   526.2137  Ti II   
   526.2241  Ca I    
   526.2275  Mn I    
   526.2434  Ca I    
   526.2450  Co I    
   526.2455  Ti I    
   526.2466  Cr I    
   526.2471  Ca I    
   526.2479  Fe II   
   526.2563  Cr I    
   526.2608  Fe I    
   526.2641  V I     
   526.2824  Ni I    
   526.2882  Fe I    
   526.2885  Cr I    
   526.3214  Cr I    
   526.3220  Co II   
   526.3305  Fe I    
   526.3349  Ti I    
   526.3394  Fe I    
   526.3500  Ti I    
   526.3547  Mn II   
   526.3547  Mn II   
   526.3569  Co I    
   526.3678  Ti I    
   526.3732  Cr I    
   526.3800  Gd I    
   526.3862  Fe I    
   526.3874  Pr II   
   526.3993  Cr I    
   526.3999  V II    
   526.4157  Cr I    
   526.4182  Ce I    
   526.4204  Nd I    
   526.4229  Co I    
   526.4237  Ca I    
   526.4263  Ti I    
   526.4323  Mn I    
   526.4340  V I     
   526.4342  Ti I    
   526.4409  Fe I    
   526.4430  Si I    
   526.4440  Fe I    
   526.4446  Fe I    
   526.4492  V II    
   526.4697  Fe II   
   526.4756  Ti I    
   526.4812  Fe II   
   526.4836  Co I    
   526.4947  Hf II   
   526.5110  V I     
   526.5132  Os I    
   526.5136  C I     
   526.5157  Cr I    
   526.5242  Fe I    
   526.5420  Fe I    
   526.5462  Mn I    
   526.5521  Co I    
   526.5556  Ca I    
   526.5657  Sm I    
   526.5662  V I     
   526.5677  Ce II   
   526.5709  Ni I    
   526.5712  Ti I    
   526.5723  Cr I    
   526.5787  Co I    
   526.5936  Fe I    
   526.5959  Fe I    
   526.5967  Ti I    
   526.5978  V I     
   526.6017  Cr I    
   526.6050  V I     
   526.6297  Co I    
   526.6378  Co I    
   526.6389  Eu I    
   526.6464  Ru I    
   526.6491  Ti I    
   526.6500  Co I    
   526.6555  Fe I    
   526.6600  Cr II   
   526.6603  Ti II   
   526.6627  Nd I    
   526.6636  Cr I    
   526.6660  Si I    
   526.6686  V I     
   526.6687  Ca I    
   526.6692  Ti I    
   526.6710  Th I    
   526.6830  Ru I    
   526.6924  Mn I    
   526.7011  Ba II   
   526.7030  Cr II   
   526.7034  Ba I    
   526.7108  Dy I    
   526.7114  Ti I    
   526.7142  Fe I    
   526.7282  Fe I    
   526.7335  Tm II   
   526.7368  V II    
   526.7371  Cr I    
   526.7393  V II    
   526.7460  Cr II   
   526.7538  Ni I    
   526.7552  V I     
   526.7610  V I     
   526.7879  V II    
   526.7901  Mn I    
   526.7910  Mn II   
   526.7979  Cr III  
   526.8007  Gd I    
   526.8254  V I     
   526.8312  Ti I    
   526.8321  Ni I    
   526.8387  Si I    
   526.8481  Si I    
   526.8495  Co I    
   526.8615  Ti II   
   526.8718  Cr I    
   526.8748  Mn II   
   526.8805  Gd I    
   526.8918  Cr I    
   526.8932  Mo I    
   526.8948  C I     
   526.9067  Mn II   
   526.9262  Rh I    
   526.9472  Nd II   
   526.9516  Ce I    
   526.9537  Fe I    
   526.9545  Ce I    
   526.9715  Ti I    
   526.9742  Cr I    
   526.9887  Ti I    
   526.9892  Nb I    
   526.9922  Fe II   
   527.0029  Cr I    
   527.0040  Sc II   
   527.0041  Nd I    
   527.0060  Fe I    
   527.0246  Ca I    
   527.0270  Ca I    
   527.0329  Co I    
   527.0344  Ca I    
   527.0357  Fe I    
   527.0412  V I     
   527.0512  Co II   
   527.0591  Ni I    
   527.0686  Nd II   
   527.1001  Re I    
   527.1012  V I     
   527.1044  Ce I    
   527.1182  La I    
   527.1262  V II    
   527.1332  V I     
   527.1390  Sm I    
   527.1488  Ti I    
   527.1524  Nb I    
   527.1654  Ti I    
   527.1783  Mo I    
   527.1789  Gd I    
   527.1805  Ce I    
   527.1815  Y I     
   527.1860  Cr I    
   527.1862  Ce I    
   527.1917  Ce I    
   527.1957  Eu I    
   527.2005  U I     
   527.2007  Cr I    
   527.2046  Nd II   
   527.2049  Fe II   
   527.2135  Mn II   
   527.2177  V II    
   527.2249  Dy II   
   527.2341  Sc I    
   527.2362  Gd I    
   527.2397  Fe II   
   527.2469  Eu I    
   527.2477  Nb I    
   527.2502  Cr II   
   527.2650  V I     
   527.2714  Pr II   
   527.2741  Cr II   
   527.2850  Sm II   
   527.2900  C I     
   527.2903  Gd I    
   527.3163  Fe I    
   527.3374  Fe I    
   527.3381  Co I    
   527.3427  Nd II   
   527.3459  Cr I    
   527.3506  Si I    
   527.3595  C I     
   527.3624  Fe I    
   527.3626  V I     
   527.3858  Ti I    
   527.3987  Ca I    
   527.3995  Ti I    
   527.4171  Mn I    
   527.4196  Mn I    
   527.4229  Ce II   
   527.4244  V I     
   527.4324  V II    
   527.4444  Cr I    
   527.4539  Mn I    
   527.4697  Co I    
   527.4797  Cr I    
   527.4853  Cr I    
   527.4886  Mn II   
   527.4953  V I     
   527.4954  Ti I    
   527.4964  Cr II   
   527.4977  Fe I    
   527.4998  Cr I    
   527.5037  Hf I    
   527.5058  Fe II   
   527.5112  V I     
   527.5201  Cr I    
   527.5204  Mo I    
   527.5229  Cr I    
   527.5284  Dy II   
   527.5298  Cr I    
   527.5301  Fe I    
   527.5454  Mn II   
   527.5468  V II    
   527.5513  Cr I    
   527.5538  W I     
   527.5549  Re I    
   527.5563  V II    
   527.5644  V I     
   527.5702  Co I    
   527.5705  C I     
   527.5713  Cr I    
   527.5749  Fe II   
   527.5763  Cr I    
   527.5788  Cr I    
   527.5806  Ce II   
   527.6002  Fe II   
   527.6019  Cr I    
