   line             element
   5085.440         Ca I     
   5085.4779        Ni I     
   5085.50          Al I     
   5085.50          Al I     
   5085.73          O I      
   5085.767         Ni II    
   5085.780         Ni II    
   5085.8           S I      
   5085.8           S I      
   5085.90          Ne III   
   5085.98          Ar I     
   5085.987         Ne III   
   5086.            O VI     
   5086.            O VI     
   5086.0           Ca I     
   5086.1           O IV     
   5086.111         Fe II    
   5086.25          O I      
   5086.2512        Fe I     
   5086.306         Fe II    
   5086.35          Ar I     
   5086.46          Ne III   
   5086.5           Ca I     
   5086.517         Fe III   
   5086.55421       Ar II    
   5086.6089        Fe I     
   5086.701         Fe III   
   5086.707         Ca I     
   5086.7427        Fe I     
   5087.0           Ca I     
   5087.084         Ar I     
   5087.12          Ar I     
   5087.215         Fe II    
   5087.22          O I      
   5087.25          O II     
   5087.303         Fe II    
   5087.350         Fe II    
   5087.366         Fe III   
   5087.4809        Ar I     
   5087.5           Ca I     
   5087.63625       Ar II    
   5088.06          O I      
   5088.1           N I      
   5088.1           N I      
   5088.11          Ar I     
   5088.1531        Fe I     
   5088.3           Ca I     
   5088.38          Ar I     
   5088.5377        Ni I     
   5088.60          C IV     
   5088.60          C IV     
   5088.60          C IV     
   5088.68          N IV     
   5088.7           Ca I     
   5088.8009        Fe I     
   5088.83          S IV     
   5088.884         Ni II    
   5088.922         O III    
   5088.933         Fe III   
   5088.9558        Ni I     
   5088.998         Ne II    
   5089.1           Ca I     
   5089.214         Fe II    
   5089.45          Ar I     
   5089.493         Fe II    
   5089.5           Ca I     
   5089.513         Ni III   
   5089.55          O I      
   5089.637         C I      
   5089.7           S I      
   5089.7           S I      
   5089.7           S I      
   5089.76          Ca I     
   5089.8           Ca I     
   5089.8           N IV     
   5089.85          Ar I     
   5090.            Si XI    
   5090.088         Ni II    
   5090.1           Ca I     
   5090.2           N III    
   5090.2           N III    
   5090.241         Ca III   
   5090.3295        Ne I     
   5090.376         Ne II    
   5090.4           Ca I     
   5090.453         Fe II    
   5090.49481       Ar II    
   5090.54          Ar I     
   5090.576         Fe III   
   5090.6           Ca I     
   5090.65          Na II    
   5090.65          Na II    
   5090.75          Ar I     
   5090.7732        Fe I     
   5090.8           N I      
   5090.80525       Ar II    
   5090.831         Fe II    
   5091.079         C II     
   5091.11          Ar I     
   5091.1455        Fe I     
   5091.190         C II     
   5091.250         Si III   
   5091.364         Si III   
   5091.364         Si III   
   5091.455         Si III   
   5091.543         Si III   
   5091.543         Si III   
   5091.543         Si III   
   5091.6           Ar I     
   5091.675         Ni II    
   5091.69          Ne III   
   5091.768         Ne III   
   5091.785         Fe II    
   5091.880         O III    
   5092.01624       Ar II    
   5092.05          Ar I     
   5092.074         Fe III   
   5092.17          Mg I     
   5092.2           S I      
   5092.2           S I      
   5092.2           S I      
   5092.231         Ca I     
   5092.288         Fe II    
   5092.316         Fe III   
   5092.329         Fe III   
   5092.34          Al I     
   5092.34          Al I     
   5092.36          C IV     
   5092.36          C IV     
   5092.36          C IV     
   5092.391         Fe III   
   5092.603         Ar I     
   5092.675         Ca I     
   5092.6878        Fe I     
   5092.71          Al I     
   5092.71          Al I     
   5092.720         S II     
   5092.720         S II     
   5092.8           C IV     
   5092.8           C IV     
   5092.8           C IV     
   5092.8           S I      
   5092.863         Ni III   
   5092.8838        Si I     
   5093.            Ne VI    
   5093.056         Ca I     
   5093.1           Ca I     
   5093.1           C IV     
   5093.11          C IV     
   5093.11          C IV     
   5093.11          C IV     
   5093.2           C IV     
   5093.273         Ni II    
   5093.304         Ar I     
   5093.39          Ar I     
   5093.4652        Fe II    
   5093.576         Fe II    
   5093.600         Ca III   
   5093.621         Fe III   
   5093.66          Ar I     
   5093.71          Al II    
   5093.76          Ar I     
   5093.780         Fe II    
   5093.82          Al II    
   5093.823         Ni II    
   5093.9           C V      
   5093.9           S I      
   5093.9687        Fe I     
   5093.976         Ne II    
   5094.101         Ne II    
   5094.34          N VII    
   5094.4108        Ni I     
   5094.573         Fe III   
   5094.61          N II     
   5094.656         Ni II    
   5094.662         Ne II    
   5094.701         Ni II    
   5094.85          Ar I     
   5094.872         Ar I     
   5094.906         Fe II    
   5095.0747        Fe I     
   5095.2           S I      
   5095.39          Ar I     
   5095.464         Ni II    
   5095.524         Ne II    
   5095.573         N II     
   5095.58          Ne III   
   5095.6           N VI     
   5095.63          N I      
   5095.664         Ne III   
   5095.693         Ne III   
   5095.7           Mg I     
   5095.802         Ni III   
   5095.8581        Ar II    
   5095.94          N I      
   5096.01          Ar I     
   5096.07          Ne III   
   5096.1           N IV     
   5096.108         Ni II    
   5096.144         Fe III   
   5096.150         Ne III   
   5096.1697        Fe I     
   5096.248         Ca II    
   5096.248         Ca II    
   5096.30          N III    
   5096.30          N III    
   5096.4           S I      
   5096.4           S I      
   5096.427         Fe II    
   5096.454         Ni II    
   5096.5750        Fe I     
   5096.7           O IV     
   5096.713         Ca II    
   5096.745         Ni II    
   5096.77          O II     
   5096.8596        Ar II    
   5096.8629        Ni I     
   5096.907         Fe II    
   5096.9978        Fe I     
   5097.025         Fe III   
   5097.0586        Ar II    
   5097.0898        Fe I     
   5097.1066        Ar II    
   5097.24          N III    
   5097.271         Fe II    
   5097.4393        Fe I     
   5097.5           Al I     
   5097.5           Al I     
   5097.84          Ar I     
   5097.878         Ni III   
   5097.886         Ni II    
   5098.021         Ni II    
   5098.047         Ni II    
   5098.1           Ca I     
   5098.1017        Fe I     
   5098.2           S I      
   5098.2           S I      
   5098.23          Ar I     
   5098.297         Ca I     
   5098.502         Ni II    
   5098.5725        Fe I     
   5098.660         Ne II    
   5098.685         Fe II    
   5098.6984        Fe I     
   5098.707         Ne II    
   5098.743         Ca I     
   5098.83          N II     
   5098.9           Mg I     
   5099.0482        Ne I     
   5099.06          Ar I     
   5099.0771        Fe I     
   5099.08          C IV     
   5099.08          C IV     
   5099.08          C IV     
   5099.164         Fe II    
   5099.339         Fe III   
   5099.355         Ne II    
   5099.3983        Fe II    
   5099.50          Ar I     
   5099.537         Ne II    
   5099.57          Al I     
   5099.57          Al I     
   5099.6638        Ar I     
   5099.862         C II     
   5099.9           N I      
   5099.9305        Ni I     
   5100.068         Ne II    
   5100.068         Ne II    
   5100.2474        Fe II    
   5100.25          Al II    
   5100.354         Ne II    
   5100.36          Al II    
   5100.369         Fe III   
   5100.38          N I      
   5100.41          N I      
   5100.44          Al II    
   5100.4819        Ni I     
   5100.523         Ni II    
   5100.594         Ne I     
   5100.607         Fe II    
   5100.635         Fe III   
   5100.72          N I      
   5100.727         Fe II    
   5100.7442        Fe I     
   5100.8522        Fe II    
   5100.916         Ni II    
   5101.34          Ar I     
   5101.7276        Fe II    
   5101.805         Fe II    
   5101.8492        Fe I     
   5101.877         Ne I     
   5102.0           O I      
   5102.198         Fe II    
   5102.314         Ne II    
   5102.5           Al I     
   5102.5           Al I     
   5102.50          Ar I     
   5102.504         Ni II    
   5102.57          N III    
   5102.600         Ne II    
   5102.6481        Fe I     
   5102.8586        Fe I     
   5102.910         Ni II    
   5102.915         Fe II    
   5102.94          Ar I     
   5103.0           O I      
   5103.0360        Ni I     
   5103.2           S I      
   5103.2           S I      
   5103.2           S I      
   5103.332         S II     
   5103.36          Ar I     
   5103.3983        Fe I     
   5103.5           S I      
   5103.62          Ar I     
   5103.7           S VII    
   5103.734         Ca I     
   5103.7636        Ni I     
   5103.857         Ca I     
   5103.986         Ne II    
   5104.0           Si III   
   5104.028         S II     
   5104.117         Ne II    
   5104.143         Ni II    
   5104.181         Ca I     
   5104.1897        Fe I     
   5104.21          S IV     
   5104.383         Fe III   
   5104.4378        Fe I     
   5104.44          O II     
   5104.445         N II     
   5104.6994        Ne I     
   5104.729         Ar I     
   5104.76          Ar I     
   5104.8           Al I     
   5104.8           Al I     
   5105.138         Ni II    
   5105.321         Fe III   
   5105.391         N II     
   5105.60          Ar I     
   5105.8           Ca I     
   5105.89          Ar I     
   5105.900         Fe III   
   5106.097         Fe II    
   5106.109         Fe II    
   5106.22          Ar I     
   5106.254         Ni II    
   5106.270         Ne II    
   5106.4579        Fe I     
   5106.570         Fe II    
   5106.62          Ar I     
   5106.74          N III    
   5106.8           N III    
   5106.8           N III    
   5106.9           Al I     
   5106.9           Al I     
   5106.98          Ar I     
   5107.0           Si III   
   5107.045         Ne II    
   5107.081         Ni II    
   5107.110         Fe II    
   5107.2           S I      
   5107.2           S I      
   5107.35          Ar I     
   5107.447         Ni II    
   5107.4475        Fe I     
   5107.449         Ni II    
   5107.5           Si III   
   5107.504         Ni II    
   5107.512         Ni II    
   5107.5169        Al I     
   5107.547         Fe II    
   5107.5531        Fe I     
   5107.64          N II     
   5107.6408        Fe I     
   5107.71          Ar I     
   5107.809         C II     
   5107.9           O I      
   5107.9           N I      
   5107.9           N I      
   5107.9399        Al I     
   5107.9514        Ni I     
   5108.1           N I      
   5108.18          Ar I     
   5108.3972        Fe I     
   5108.5           Ca I     
   5108.52          Ar I     
   5108.536         Ca I     
   5108.63          Ar I     
   5108.75          Ar I     
   5108.7673        Fe I     
   5108.840         Fe III   
   5108.983         Ca I     
   5109.10          Ar I     
   5109.193         Fe II    
   5109.23          Ar I     
   5109.287         Ni III   
   5109.384         Fe III   
   5109.4           Ar I     
   5109.55          Fe II    
   5109.566         Ne II    
   5109.59          Ar I     
   5109.6520        Fe I     
   5109.666         Si III   
   5109.7           Al I     
   5109.7           Al I     
   5109.749         Ne II    
   5109.75          O II     
   5109.822         Ne II    
   5109.843         Fe II    
   5110.            Ne V     
   5110.0           S I      
   5110.0           S I      
   5110.0038        Fe I     
   5110.057         Ni II    
   5110.120         Fe II    
   5110.14          Ar I     
   5110.2           N I      
   5110.2           N I      
   5110.2           Ca I     
   5110.2689        Fe I     
   5110.303         O II     
   5110.3079        Fe I     
   5110.3583        Fe I     
   5110.41          N I      
   5110.43          N II     
   5110.44          N I      
   5110.46          N I      
   5110.572         Ni II    
   5110.58          N IV     
   5110.6           Si III   
   5110.7           O I      
   5110.7           N I      
   5110.71          Ar I     
   5110.8           Al I     
   5110.81          Ar I     
   5111.            Ca XIX   
   5111.068         Fe III   
   5111.1           Si III   
   5111.15          Ar I     
   5111.257         Ca I     
   5111.29          Ar I     
   5111.57          Ar I     
   5111.6           Ca I     
   5111.709         Fe III   
   5111.732         Ni II    
   5111.8           O IV     
   5111.8553        Fe I     
   5111.913         O II     
   5111.94          N II     
   5111.947         S II     
   5112.00          Ar I     
   5112.01          O II     
   5112.041         Ni II    
   5112.12          Na XI    
   5112.156         Fe II    
   5112.18          O III    
   5112.2           S I      
   5112.323         N II     
   5112.41          O II     
   5112.5           S I      
   5112.65          Ar I     
   5112.903         Ne II    
   5112.951         Ne II    
   5112.982         Ca III   
   5113.004         Fe II    
   5113.076         Fe II    
   5113.1           S I      
   5113.1           N III    
   5113.175         Ni II    
   5113.2340        Fe I     
   5113.33          Ar I     
   5113.340         Fe III   
   5113.43          Mg I     
   5113.474         Ni III   
   5113.505         Ar I     
   5113.5468        Fe I     
   5113.602         Ne II    
   5113.646         C II     
   5113.6726        Ne I     
   5113.76          Si III   
   5113.866         Si III   
   5113.8876        Fe I     
   5114.005         Si III   
   5114.06          O V      
   5114.117         Si III   
   5114.2           Al I     
   5114.24          Ar I     
   5114.256         C II     
   5114.27          N IV     
   5114.27          N IV     
   5114.27          N IV     
   5114.3           S I      
   5114.3           Ca I     
   5114.400         Si III   
   5114.5103        Fe I     
   5114.538         Si III   
   5114.627         Fe III   
   5114.99          N II     
   5114.99          N II     
   5115.            S I      
   5115.            S I      
   5115.            S I      
   5115.            S I      
   5115.            S I      
   5115.            S I      
   5115.062         Fe II    
   5115.08          Ar I     
   5115.1611        Fe I     
   5115.27666       Ar II    
   5115.39          N I      
   5115.3922        Ni I     
   5115.42          N IV     
   5115.44          N III    
   5115.44          N III    
   5115.47          Ar I     
   5115.47          Ar I     
   5115.58          Ar I     
   5115.666         Ni II    
   5115.698         S II     
   5115.730         Fe II    
   5116.0433        Fe I     
   5116.05          Ar I     
   5116.05          Ar I     
   5116.109         Fe III   
   5116.1279        Ni I     
   5116.21          Ar I     
   5116.4           Ar I     
   5116.431         Fe III   
   5116.5036        Ne I     
   5116.549         Fe III   
   5116.5911        Fe I     
   5117.034         Fe II    
   5117.049         Ni II    
   5117.05          Ar I     
   5117.1           S I      
   5117.185         Ni II    
   5117.243         Ca I     
   5117.3           Al I     
   5117.3           Al I     
   5117.4373        Fe I     
   5117.692         Ca I     
   5117.75          O III    
   5117.83          Ar I     
   5117.85          Ar I     
   5117.853         Ni II    
   5117.968         Ni II    
   5118.1           Al I     
   5118.1           Al I     
   5118.15          Ar I     
   5118.2024        Ar I     
   5118.5008        Fe II    
   5118.652         S II     
   5118.684         Fe II    
   5118.9           S I      
   5118.9           S I      
   5118.9           S I      
   5119.            Na VI    
   5119.            Na VI    
   5119.341         Fe II    
   5119.35          Ar I     
   5119.35          O II     
   5119.53          N I      
   5119.79          Al IV    
   5120.0           Al I     
   5120.0           Al I     
   5120.000         Ar I     
   5120.076         C II     
   5120.21          N I      
   5120.351         Ni II    
   5120.45          Si II    
   5120.5023        Ne I     
   5120.53          N IV     
   5120.637         Fe III   
   5120.66          Ar I     
   5120.779         Ni II    
   5120.975         Ni II    
   5121.248         Ni III   
   5121.288         Ne II    
   5121.351         Ni II    
   5121.5           Al I     
   5121.5           Al I     
   5121.5563        Ni I     
   5121.58          Ar I     
   5121.718         Ni II    
   5121.791         Ni II    
   5121.8           C IV     
   5121.8           C IV     
   5121.828         C II     
   5121.8354        Fe I     
   5121.8916        Ne I     
   5122.05          Ar I     
   5122.09          C II     
   5122.174         Ni II    
   5122.2           N I      
   5122.2           N I      
   5122.2223        Fe I     
   5122.2293        O I      
   5122.23          N I      
   5122.2562        Ne I     
   5122.26          N IV     
   5122.27          C II     
   5122.27          C II     
   5122.345         S II     
   5122.3507        Ne I     
   5122.50          Ar I     
   5122.545         N II     
   5122.59678       Ar II    
   5122.6           Al I     
   5122.6           Al I     
   5122.98116       Ar II    
   5122.988         Fe III   
   5123.013         Ca I     
   5123.188         Fe II    
   5123.189         Fe II    
   5123.23          Ar I     
   5123.4           S I      
   5123.47          Ar I     
   5123.558         Ni II    
   5123.63          Ar I     
   5123.7200        Fe I     
   5123.853         Ne I     
   5123.94          Ar I     
   5124.0538        Fe II    
   5124.13          Ar I     
   5124.141         Fe III   
   5124.3           Ar I     
   5124.414         Fe III   
   5124.5405        Fe I     
   5124.6           N I      
   5124.6           Al I     
   5124.60          Si II    
   5124.6190        Fe I     
   5124.7           Al I     
   5124.7           Al I     
   5124.719         Ar I     
   5124.7244        Fe I     
   5124.74          O III    
   5124.9014        Ni I     
   5125.1169        Fe I     
   5125.208         C II     
   5125.2319        Ni I     
   5125.2435        Fe II    
   5125.2574        Fe I     
   5125.31          Ar I     
   5125.405         Ni II    
   5125.504         Ni II    
   5125.504         Ni II    
   5125.54          Al IV    
   5125.5999        Si I     
   5125.604         Fe III   
   5125.699         Ni II    
   5125.7           S I      
   5125.7           S I      
   5125.76553       Ar II    
   5125.86          Ar I     
   5125.872         Ni II    
   5125.875         Ne III   
   5125.91          Ar I     
   5125.917         Fe II    
   5126.001         Fe III   
   5126.059         Ni II    
   5126.0955        Fe I     
   5126.130         S II     
   5126.1928        Fe I     
   5126.32          N I      
   5126.324         Fe III   
   5126.45571       Ar II    
   5126.5271        Fe I     
   5126.53          N I      
   5126.566         Ni III   
   5126.8           Al I     
   5126.8           Al I     
   5126.8255        Ni I     
   5126.96          N II     
   5126.963         C II     
   5127.            Na VII   
   5127.145         Ne II    
   5127.20          Ar I     
   5127.250         Ne III   
   5127.276         Ne II    
   5127.3           Al I     
   5127.3           Al I     
   5127.3454        Fe I     
   5127.3593        Fe I     
   5127.387         Fe III   
   5127.631         Fe III   
   5127.652         Ni II    
   5127.8006        Ar I     
   5127.866         Fe II    
   5127.89          Ar I     
   5128.0367        Si I     
   5128.062         Fe II    
   5128.0831        Ni I     
   5128.1           N I      
   5128.1           N I      
   5128.134         Ni II    
   5128.2849        Ne I     
   5128.324         Ca I     
   5128.6           Al I     
   5128.6           Al I     
   5128.762         Fe II    
   5128.775         Ca I     
   5129.25          Ar I     
   5129.326         Ne I     
   5129.3711        Ni I     
   5129.46          C III    
   5129.54          C III    
   5129.581         Ca III   
   5129.63          N I      
   5129.6314        Fe I     
   5129.7503        Fe II    
   5129.9           Al I     
   5129.9           Al I     
   5129.918         Ni II    
   5129.997         Ni II    
   5130.            S XIV    
   5130.            S XIV    
   5130.            Fe XVI   
   5130.04          Ar I     
   5130.2           N I      
   5130.22          Si II    
   5130.22          Si II    
   5130.3132        Fe I     
   5130.32          N I      
   5130.3595        Ni I     
   5130.455         Ne II    
   5130.5           Al I     
   5130.5           Al I     
   5130.5801        O I      
   5130.5959        O I      
   5130.64          Ar I     
   5130.6549        O I      
   5130.676         N II     
   5130.679         Ni II    
   5130.739         Ni II    
   5130.77          Mg I     
   5130.80          Ar I     
   5130.83          C III    
   5130.83          C III    
   5130.83          C III    
   5130.86          C III    
   5130.902         Ni II    
   5130.91          C III    
   5130.91          C III    
   5130.91          C III    
   5130.945         Ni II    
   5131.063         Ni II    
   5131.14          O I      
   5131.14          O I      
   5131.2103        Fe II    
   5131.29          O I      
   5131.29          O I      
   5131.29          O I      
   5131.324         Ni II    
   5131.33          O I      
   5131.46          Ar I     
   5131.4684        Fe I     
   5131.49          Ar I     
   5131.51          C I      
   5131.6475        Fe I     
   5131.7677        Ni I     
   5131.8           Al I     
   5131.8           Al I     
   5131.83          Ar I     
   5131.862         Ca I     
   5131.877         Ne III   
   5131.88          Ar I     
   5131.893         Ar I     
   5131.90          C I      
   5131.91          N I      
   5131.951         Ni II    
   5131.993         Fe III   
   5132.0           Al I     
   5132.0           Al I     
   5132.0           Mg V     
   5132.019         Ne III   
   5132.032         Ne III   
   5132.035         Ni III   
   5132.14542       Ar II    
   5132.27          N I      
   5132.313         Ca I     
   5132.34          N I      
   5132.40          N I      
   5132.41          Ar I     
   5132.41          Ar I     
   5132.49          N I      
   5132.6           O IV     
   5132.605         Ar I     
   5132.7678        Fe I     
   5132.8           S I      
   5132.855         Ni II    
   5132.947         C II     
   5133.036         Fe II    
   5133.28          Ar I     
   5133.282         C II     
   5133.36          Ar I     
   5133.37          Fe II    
   5133.666         S II     
   5133.674         Ni III   
   5133.685         Si III   
   5133.6882        Fe I     
   5133.759         Si III   
   5133.8           Ar I     
   5133.801         Si III   
   5133.817         Si III   
   5133.875         Si III   
   5133.897         Ca I     
   5133.9           N III    
   5133.96          C I      
   5133.967         Ne II    
   5133.98          O I      
   5133.983         Si III   
   5134.041         Ne II    
   5134.046         Ni II    
   5134.05          Ar I     
   5134.1           Al I     
   5134.1           Al I     
   5134.197         Ar I     
   5134.286         Ni II    
   5134.331         Ni II    
   5134.368         Fe IV    
   5134.3846        Fe II    
   5134.515         Ni II    
   5134.758         Ne II    
   5134.769         Ne II    
   5134.85702       Ar II    
   5134.935         Ne II    
   5134.99          Ar I     
   5135.            N VI     
   5135.0484        Fe I     
   5135.05          Ar I     
   5135.1330        Fe I     
   5135.965         Ca I     
   5136.0           Al I     
   5136.03          O I      
   5136.0572        Fe I     
   5136.106         Fe III   
   5136.114         Fe III   
   5136.31          N I      
   5136.32          O III    
   5136.497         Ca III   
   5136.5           O I      
   5136.5           Si XIII  
   5136.557         Ni II    
   5136.71          N II     
   5136.7610        Fe I     
   5136.8           S I      
   5136.8           S I      
   5136.826         Ni II    
   5136.87          Ar I     
   5136.9429        Fe I     
   5137.            Na VII   
   5137.            Si XII   
   5137.0738        Ni I     
   5137.151         Ne II    
   5137.257         C II     
   5137.3           S I      
   5137.3819        Fe I     
   5137.4           Ca I     
   5137.4           Ca I     
   5137.47          N IV     
   5137.49          C I      
   5137.663         Ni II    
   5137.727         Ca III   
   5137.748         Ni II    
   5137.8           Al I     
   5137.8           Al I     
   5137.859         Ni II    
   5137.98          Ar I     
   5138.1849        Fe I     
   5138.21          Ar I     
   5138.3           Mg III   
   5138.37          N I      
   5138.393         Ca I     
   5138.416         Ni II    
   5138.535         Ar I     
   5138.62          Fe III   
   5138.6906        Fe I     
   5138.704         Fe III   
   5138.81877       Ar II    
   5138.845         Ca I     
   5138.9           O I      
   5138.934         Ni II    
   5139.1           Ca I     
   5139.1           Al I     
   5139.116         C I      
   5139.174         C II     
   5139.2507        Fe I     
   5139.256         Ni III   
   5139.2581        Ni I     
   5139.277         Ni III   
   5139.3           N I      
   5139.3           N I      
   5139.388         Ni II    
   5139.414         Ni II    
   5139.428         Fe III   
   5139.45          O II     
   5139.451         Ni II    
   5139.4623        Fe I     
   5139.48          N II     
   5139.55          C I      
   5139.60          O I      
   5139.86          N II     
   5139.86          N II     
   5139.872         Ni II    
   5139.9           O I      
   5139.922         Ni II    
   5139.9266        Fe II    
   5140.            Na VI    
   5140.022         Ni II    
   5140.04          Ar I     
   5140.1776        Ar I     
   5140.273         O II     
   5140.350         Ni II    
   5140.48          Ar I     
   5140.667         Ne II    
   5140.692         Fe II    
   5140.799         Ne II    
   5140.854         Ca I     
   5141.01          Ca I     
   5141.148         Ca I     
   5141.17          N I      
   5141.20          Ar I     
   5141.274         Fe II    
   5141.370         Fe II    
   5141.549         Ca I     
   5141.553         Ni II    
   5141.6           N III    
   5141.6           N III    
   5141.67          N II     
   5141.7390        Fe I     
   5141.75          N I      
   5141.78          N I      
   5141.78257       Ar II    
   5141.806         Ca I     
   5141.852         Ar I     
   5141.902         O II     
   5142.076         Fe II    
   5142.15          N I      
   5142.3           N I      
   5142.314         Ca I     
   5142.322         S II     
   5142.39626       Ar II    
   5142.4457        Fe I     
   5142.4941        Fe I     
   5142.529         Ni II    
   5142.5407        Fe I     
   5142.55          Mg III   
   5142.695         Ca I     
   5142.767         Ca III   
   5142.7764        Ni I     
   5142.8064        Ar II    
   5142.807         Ni II    
   5142.807         Ne III   
   5142.8529        Fe I     
   5142.9280        Ni I     
   5142.9285        Fe I     
   5143.053         Ni II    
   5143.171         Ca I     
   5143.18          Na II    
   5143.2623        Ne I     
   5143.3           Ca I     
   5143.3           Ca I     
   5143.39          N II     
   5143.394         Fe IV    
   5143.4           O IV     
   5143.495         C II     
   5143.5           S I      
   5143.58          Ar I     
   5143.61          N IV     
   5143.645         Ca I     
   5143.880         Fe II    
   5143.9           Ca I     
   5143.934         Ni II    
   5143.958         Ni II    
   5143.98          Ar I     
   5144.040         Ni II    
   5144.1           S I      
   5144.1           S I      
   5144.174         Ca I     
   5144.2           Si XIII  
   5144.207         Ar I     
   5144.244         Ni II    
   5144.355         Fe II    
   5144.40          Ar I     
   5144.41          N II     
   5144.42          Al II    
   5144.52          C I      
   5144.537         Ni II    
   5144.654         Ni II    
   5144.677         Ca I     
   5144.717         C I      
   5144.748         Fe II    
   5144.9           Ar I     
   5144.91          Ar I     
   5144.916         Ni II    
   5144.919         Ni II    
   5144.9370        Ne I     
   5144.94          Al II    
   5144.94          Al II    
   5145.0318        Ne I     
   5145.0942        Fe I     
   5145.11          Ar I     
   5145.1271        Ne I     
   5145.14381       Ar II    
   5145.165         C II     
   5145.214         Ca I     
   5145.22          Mg I     
   5145.35577       Ar II    
   5145.48          N I      
   5145.71          Al II    
   5145.772         Fe II    
   5145.797         Ca I     
   5145.817         Fe II    
   5145.931         Ca I     
   5146.0921        O I      
   5146.1080        O I      
   5146.44          Ca I     
   5146.455         Ni II    
   5146.4620        O I      
   5146.4821        Ni I     
   5146.502         Ca I     
   5146.6           S I      
   5146.6           O I      
   5146.6101        O I      
   5146.6517        O I      
   5147.169         Ca I     
   5147.539         Ca III   
   5147.5895        Ni I     
   5147.61          Ar I     
   5147.674         Ni II    
   5147.867         Ni II    
   5147.87          N III    
   5147.943         Ca I     
   5148.0425        Fe I     
   5148.050         Ni II    
   5148.09          Ca I     
   5148.21          Ca I     
   5148.24          N I      
   5148.249         Fe IV    
   5148.265         Ca I     
   5148.38          C I      
   5148.5           Ca I     
   5148.720         Ca I     
   5148.739         Ca I     
   5148.779         Ni II    
   5148.8382        Na I     
   5148.899         Ni II    
   5148.9           O III    
   5148.907         Fe II    
   5148.99          O III    
   5149.09          Ar I     
   5149.25          N IV     
   5149.368         Fe III   
   5149.442         Ca I     
   5149.465         Fe II    
   5149.6           S I      
   5149.6           S I      
   5149.86          N II     
   5149.933         Fe II    
   5150.0789        Ne I     
   5150.10          Ar I     
   5150.489         Fe II    
   5150.564         Ca I     
   5150.66          Ca II    
   5150.761         Ni III   
   5150.8393        Fe I     
   5150.899         Ni II    
   5150.965         Al III   
   5151.            Mg VII   
   5151.050         Al III   
   5151.050         Al III   
   5151.085         C II     
   5151.11          Ar I     
   5151.194         Fe IV    
   5151.239         Ni III   
   5151.27          Ar I     
   5151.281         Ni II    
   5151.349         Fe II    
   5151.36          N I      
   5151.3905        Ar I     
   5151.4           S I      
   5151.422         Ni II    
   5151.47          N I      
   5151.501         Ca I     
   5151.72          S IV     
   5151.759         Ni II    
   5151.88          N II     
   5151.905         Fe II    
   5151.9109        Fe I     
   5151.9616        Ne I     
   5152.15          Ar I     
   5152.25          O II     
   5152.25          O II     
   5152.47          O III    
   5152.59          C I      
   5152.62          O II     
   5152.632         Ca I     
   5152.8606        Ar II    
   5152.878         Fe II    
   5153.119         Ar I     
   5153.12          N I      
   5153.37          C I      
   5153.4023        Na I     
   5153.53          Ca I     
   5153.5423        Fe I     
   5153.568         C I      
   5153.71          N I      
   5153.771         Ca I     
   5153.85          Ar I     
   5153.862         Ni II    
   5154.18          Fe III   
   5154.18          Fe III   
   5154.285         C I      
   5154.4261        Ne I     
   5154.52          C II     
   5154.685         Fe II    
   5154.739         Fe II    
   5154.838         Ni II    
   5154.90          Ar I     
   5154.90          Ar I     
   5155.024         Ni III   
   5155.052         Ca I     
   5155.10          C I      
   5155.1259        Ni I     
   5155.26          N I      
   5155.28          N I      
   5155.292         C I      
   5155.324         Ca III   
   5155.439         Fe III   
   5155.564         Ni II    
   5155.587         C II     
   5155.75          C I      
   5155.7640        Ni I     
   5155.8           O III    
   5155.835         Ni II    
   5155.888         Ni II    
   5156.0202        Si I     
   5156.06947       Ar II    
   5156.1           O I      
   5156.111         Fe III   
   5156.21          N II     
   5156.223         Ni II    
   5156.388         Ca I     
   5156.454         Ca I     
   5156.609         Ni II    
   5156.6669        Ne I     
   5156.867         Ni II    
   5156.915         Fe II    
   5157.1           S I      
   5157.12          Fe III   
   5157.154         Ni II    
   5157.186         Fe II    
   5157.27          Ar I     
   5157.282         Fe II    
   5157.29          Mg I     
   5157.2995        Fe II    
   5157.30149       Ar II    
   5157.35          N IV     
   5157.36          Ar I     
   5157.508         Fe II    
   5157.628         Mg II    
   5157.7066        Ni I     
   5157.73          Ar I     
   5157.734         Ar I     
   5157.907         Ni III   
   5157.91          Ar I     
   5157.9804        Ni I     
   5158.048         Fe III   
   5158.061         Ca I     
   5158.210         Ni II    
   5158.22          C I      
   5158.23          N IV     
   5158.23          N IV     
   5158.23          Al II    
   5158.4           Ar I     
   5158.4           C III    
   5158.44          C III    
   5158.5           C III    
   5158.572         Ni II    
   5158.71          Ca I     
   5158.9014        Ne I     
   5158.956         Ni II    
   5159.            Na VII   
   5159.062         Ni II    
   5159.070         Ar I     
   5159.193         Ni II    
   5159.22          Ar I     
   5159.371         Ne II    
   5159.384         Ne II    
   5159.4           C III    
   5159.498         Ar I     
   5159.52          N II     
   5159.5960        Fe I     
   5159.6           N I      
   5159.6           N I      
   5159.642         Ca I     
   5159.715         Ar I     
   5159.85          Na II    
   5159.896         Ni II    
   5159.912         Fe II    
   5159.920         C I      
   5159.93          Na II    
   5159.941         O II     
   5160.            Si XI    
   5160.0           N III    
   5160.0           N III    
   5160.0           C III    
   5160.058         Na III   
