   line             element
   5184.2663        Fe I     
   5184.3879        Fe II    
   5184.396         Fe IV    
   5184.4005        Fe I     
   5184.5258        Fe I     
   5184.5588        Ni I     
   5184.59          Si II    
   5184.64          Si II    
   5184.8638        Fe I     
   5184.901         Ni II    
   5184.947         Ar I     
   5184.961         N II     
   5185.087         N II     
   5185.23          Si II    
   5185.30          Ar I     
   5185.402         Ni II    
   5185.404         Ni II    
   5185.520         Si II    
   5185.555         Si II    
   5185.608         Ca I     
   5185.7250        Fe I     
   5185.808         Fe III   
   5185.89          Ar I     
   5185.9065        N I      
   5186.019         Fe II    
   5186.206         N II     
   5186.4511        Fe I     
   5186.4807        Fe I     
   5186.50          N II     
   5186.5528        Ni I     
   5186.6090        N I      
   5186.7543        Fe I     
   5186.87          Ar I     
   5186.873         Fe II    
   5186.873         Fe II    
   5187.00          Na II    
   5187.00          Na II    
   5187.46          Ar I     
   5187.52          C VI     
   5187.6           C III    
   5187.627         Fe III   
   5187.7           O I      
   5187.7           O I      
   5187.70          N IV     
   5187.74635       Ar I     
   5187.8199        Ni I     
   5187.9147        Fe I     
   5188.163         Ni II    
   5188.246         Ni II    
   5188.354         Ni II    
   5188.3614        Fe I     
   5188.43          Ar I     
   5188.431         Ca I     
   5188.6111        Ne I     
   5188.8442        Ca I     
   5189.0           O IV     
   5189.001         Ca I     
   5189.035         Ne II    
   5189.054         Ar I     
   5189.089         S II     
   5189.1456        Fe I     
   5189.170         Ne II    
   5189.3948        N I      
   5189.462         Ca I     
   5189.636         Ni II    
   5189.72          N IV     
   5189.722         S II     
   5189.927         S II     
   5190.0           O III    
   5190.10          Ar I     
   5190.161         Fe II    
   5190.18          Na II    
   5190.18          Na II    
   5190.26          Na II    
   5190.380         N II     
   5190.4           Mg I     
   5190.498         O II     
   5190.708         Fe III   
   5190.736         Fe II    
   5190.818         Ca I     
   5190.912         Fe II    
   5191.1           O IV     
   5191.1           O IV     
   5191.10390       Ar II    
   5191.20574       Ar II    
   5191.3223        Ne I     
   5191.36557       Ar II    
   5191.4544        Fe I     
   5191.636         Fe III   
   5191.7           Ar VIII  
   5191.71          Na II    
   5191.79          Na II    
   5191.8           O I      
   5191.8017        N I      
   5191.965         N II     
   5192.0           S I      
   5192.0           S I      
   5192.0           S I      
   5192.013         Ni III   
   5192.016         Ni II    
   5192.0457        Fe I     
   5192.06          Fe III   
   5192.3437        Fe I     
   5192.374         Ne II    
   5192.4419        Fe II    
   5192.4950        Ni I     
   5192.7328        Ar I     
   5192.86          Si II    
   5192.860         Fe II    
   5192.933         Fe II    
   5193.0           O III    
   5193.12          N I      
   5193.2222        Ne I     
   5193.356         Ni II    
   5193.39          Ar I     
   5193.47          Fe III   
   5193.55          Ar I     
   5193.599         Fe IV    
   5193.80          Ar I     
   5193.909         Fe III   
   5194.052         Ar I     
   5194.0740        Fe I     
   5194.160         Fe III   
   5194.352         Ne II    
   5194.363         Ne II    
   5194.53265       Ar II    
   5194.551         Ca I     
   5194.7           Ca I     
   5194.822         Ar I     
   5194.822         S II     
   5194.892         Fe II    
   5194.9           Ar I     
   5194.922         Ne II    
   5194.932         Ne II    
   5194.9415        Fe I     
   5195.1540        Fe I     
   5195.3           N I      
   5195.305         Na III   
   5195.335         Ar I     
   5195.4720        Fe I     
   5195.618         Ni III   
   5195.71          Ar I     
   5195.8           Mg I     
   5195.918         Fe III   
   5195.95          Ar I     
   5195.9872        N I      
   5196.            N V      
   5196.039         Na III   
   5196.09          N IV     
   5196.09          N IV     
   5196.188         Ne II    
   5196.204         Ne II    
   5196.22          N IV     
   5196.3           N I      
   5196.441         Fe II    
   5196.487         Ca I     
   5196.496         Ar I     
   5196.497         Ne I     
   5196.5           Ca I     
   5196.58          O II     
   5196.6284        Fe I     
   5196.655         Ne II    
   5196.774         Ne II    
   5196.96          O II     
   5196.974         Fe II    
   5197.            Al V     
   5197.055         Ca III   
   5197.1604        Ni I     
   5197.217         Ne II    
   5197.225         Ne II    
   5197.236         Si III   
   5197.256         Ca I     
   5197.358         Na III   
   5197.4803        Fe II    
   5197.558         Ne II    
   5197.5770        Fe II    
   5197.687         Ne II    
   5197.7416        Fe I     
   5197.7675        Fe I     
   5197.7838        Fe I     
   5197.9051        N I      
   5198.2           O IV     
   5198.260         Ne II    
   5198.271         Ne II    
   5198.368         Ni II    
   5198.395         Ne II    
   5198.428         Ne II    
   5198.450         Ne I     
   5198.455         Ni II    
   5198.463         Ne II    
   5198.466         Ne II    
   5198.476         Ne II    
   5198.57          Na II    
   5198.57          Na II    
   5198.7109        Fe I     
   5198.852         S II     
   5198.868         Ca I     
   5198.93954       Ar II    
   5198.952         S II     
   5198.9790        Ar I     
   5199.            S I      
   5199.06          Na II    
   5199.06          Na II    
   5199.122         Fe II    
   5199.14          Na II    
   5199.14          Na II    
   5199.223         Ni II    
   5199.28          Ar I     
   5199.347         Ni III   
   5199.501         N II     
   5199.7795        Fe I     
   5199.83          O II     
   5199.8374        N I      
   5200.07          N II    
   5200.121         Ar I    
   5200.3646        Ni I    
   5200.41          N IV    
   5200.44          Ar I    
   5200.559         Ne II   
   5200.567         Ne II   
   5200.659         S II    
   5200.697         Ni II   
   5200.71          Na II   
   5200.716         Ne II   
   5200.724         Ne II   
   5200.804         Fe II   
   5200.9           Mg I    
   5201.027         S II    
   5201.038         Ni II   
   5201.124         Fe III  
   5201.235         Fe II   
   5201.352         Ca III  
   5201.379         S II    
   5201.381         Na III  
   5201.479         Ar I    
   5201.6057        N I     
   5201.695         Ne II   
   5201.9140        Ni I    
   5201.9202        Fe I    
   5202.112         Fe III  
   5202.1932        Ar II   
   5202.234         Ne II   
   5202.2559        Fe I    
   5202.3357        Fe I    
   5202.44          Si II   
   5202.518         Ni II   
   5202.592         Fe II   
   5202.66          Si II   
   5202.678         Ne II   
   5202.68          Si II   
   5202.7           Ca I    
   5202.8           N III   
   5202.8           N III   
   5202.8           N III   
   5203.127         Ni II   
   5203.28          Na II   
   5203.28          Na II   
   5203.352         Ne II   
   5203.51335       Ar II   
   5203.542         Ne II   
   5203.591         Ne II   
   5203.617         Ca I    
   5203.638         Fe II   
   5203.721         Ne II   
   5203.8           O IV    
   5203.8           O IV    
   5203.8952        Ne I    
   5204.            Mg IX   
   5204.0623        Ne I    
   5204.097         S II    
   5204.1           N III   
   5204.224         S II    
   5204.224         S II    
   5204.28          N IV    
   5204.438         Ni II   
   5204.44278       Ar II   
   5204.587         Fe III  
   5204.6           N III   
   5204.6           N III   
   5205.121         N II    
   5205.146         S II    
   5205.146         S II    
   5205.15          N IV    
   5205.2029        Fe I    
   5205.3           Mg I    
   5205.476         Ni II
   5205.53          Ar I    
   5205.70          N I     
   5205.807         Ar I    
   5205.85          N III   
   5205.85          N III   
   5205.85          N III   
   5205.994         Ni II   
   5206.0           N I     
   5206.21          Ar I    
   5206.3322        Fe I    
   5206.4           S I     
   5206.45          N IV    
   5206.472         Fe II   
   5206.5770        Ne I    
   5206.651         O II    
   5206.685         Ca I    
   5206.726         Ni II   
   5206.80          Ar I    
   5206.90          N II    
   5206.959         Fe III  
   5207.0576        Fe I    
   5207.155         Ar I    
   5207.3           S I     
   5207.3           S I     
   5207.3           S I     
   5207.315         Ni II   
   5207.49          C III   
   5207.566         Fe II   
   5207.57          C III   
   5207.57          C III   
   5207.68          C III   
   5207.68          C III   
   5207.68          C III   
   5207.689         Ar I    
   5207.88          N II    
   5207.9384        Fe I    
   5208.066         Ar I    
   5208.085         Ne II   
   5208.188         Ne II   
   5208.2           O III   
   5208.54          N III   
   5208.54          N III   
   5208.59          N IV    
   5208.5940        Fe I    
   5208.598         Ni III  
   5208.81          Na II   
   5208.81          Na II   
   5208.8127        Fe I    
   5208.8633        Ne I    
   5209.32          O II    
   5209.4576        Fe I    
   5209.8855        Fe I    
   5209.925         Fe II   
   5210.117         Ca I    
   5210.32          Ca I    
   5210.458         Fe III  
   5210.4860        Ar I    
   5210.5           S I     
   5210.5920        Fe I    
   5210.659         Ni II   
   5210.705         Ni II   
   5210.867         Ca I    
   5210.9           N I     
   5210.95          Na II   
   5210.95          Na II   
   5211.0           O IV    
   5211.023         Ni II   
   5211.2           N IV    
   5211.283         Fe II   
   5211.308         Ni II   
   5211.43          N II    
   5211.72          N IV    
   5211.824         Fe III  
   5211.946         Ar I    
   5212.0595        Fe I    
   5212.063         Ni II   
   5212.267         S II    
   5212.297         Ne II   
   5212.365         Ne II   
   5212.4332        Fe I    
   5212.6           C III   
   5212.6           C III   
   5212.6           C III   
   5212.6           C III   
   5212.6           C III   
   5212.6           C III   
   5212.6           N III   
   5212.620         S II    
   5212.8           Mg III  
   5212.841         Fe II   
   5212.86          Ar I    
   5212.96          O I     
   5212.96          O I     
   5213.30          O II    
   5213.338         Ne II   
   5213.3438        Fe I    
   5213.479         Ni II   
   5213.5           S I     
   5213.5           S I     
   5213.51          Ar I    
   5213.54          Na II   
   5213.540         Fe II   
   5213.7           S I     
   5213.7           S I     
   5213.7           S I     
   5213.8           S I     
   5213.8           S I     
   5213.85          O I     
   5213.85          O I     
   5213.85          O I     
   5213.909         S III   
   5213.960         Fe II   
   5214.053         S II    
   5214.057         Fe II   
   5214.113         Ca I    
   5214.241         Ne II   
   5214.3370        Ne I    
   5214.341         Fe II   
   5214.489         Fe II   
   5214.4924        Fe II   
   5214.570         Ni III  
   5214.579         Ca I    
   5214.65          N III   
   5214.774         Ar I    
   5214.800         Ar I    
   5214.85          Si III  
   5215.179         Ca III  
   5215.1804        Fe I    
   5215.242         S II    
   5215.349         Fe II   
   5215.41          O I     
   5215.41          O I     
   5215.63          N III   
   5215.718         N II    
   5215.74          Si II   
   5215.7632        Fe II   
   5215.844         Fe II   
   5215.932         Ca I    
   5216.1           Na IV   
   5216.156         Ne II   
   5216.157         Ca I    
   5216.2740        Fe I    
   5216.300         Ar I    
   5216.3469        Fe I    
   5216.4321        Fe I    
   5216.4779        Ni I    
   5216.580         Ne II   
   5216.7302        Fe I    
   5216.81356       Ar II   
   5216.854         Fe II   
   5216.863         Fe II   
   5216.874         Ne II   
   5216.883         Ne II   
   5217.1941        Ar II   
   5217.275         S II    
   5217.275         S II    
   5217.3           Ca I    
   5217.3893        Fe I    
   5217.498         Ar I    
   5217.520         Ne II   
   5217.525         Ne II   
   5217.548         Fe II   
   5217.56          Mg III  
   5217.574         Ne II   
   5217.650         Ne II   
   5217.6919        Fe I    
   5217.6989        Fe I    
   5217.754         Fe III  
   5217.833         Ni III  
   5217.9193        Fe I    
   5217.9321        Ni I    
   5218.103         Fe III  
   5218.115         Ca I    
   5218.13          Fe III  
   5218.133         Fe III  
   5218.179         Fe III  
   5218.24          Ar I    
   5218.24          Ar I    
   5218.252         Ne II   
   5218.288         Ca I    
   5218.29          N II    
   5218.443         Ne II   
   5218.4637        Fe II   
   5218.504         Ar I    
   5218.521         Fe II   
   5218.694         Ni II   
   5218.755         Ca I    
   5218.842         Fe II   
   5218.88          Ar I    
   5219.0           Ca I    
   5219.0040        N I     
   5219.09          Ar I    
   5219.132         Fe III  
   5219.301         Ar I    
   5219.307         S III   
   5219.31          Si II   
   5219.37          Si II   
   5219.48431       Ar II   
   5219.55          Fe III  
   5219.699         Fe II   
   5219.926         Fe II   
   5220.086         Ca III  
   5220.1           Ar I    
   5220.151         Ca I    
   5220.2906        Ni I    
   5220.3           N V     
   5220.34          Mg III  
   5220.53          Ar I    
   5220.571         Ar I    
   5220.694         Ni II   
   5220.751         Fe II   
   5220.8           N V     
   5220.8           N V     
   5220.96          Fe III  
   5220.99          O II    
   5221.2703        Ar I    
   5221.282         Fe II   
   5221.288         Ni II   
   5221.324         Ni II   
   5221.458         Fe III  
   5221.49          Ca III  
   5221.51          Ca III  
   5221.651         Ar I    
   5221.7600        Fe I    
   5221.86195       Ar II   
   5221.943         Na III  
   5222.006         Fe III  
   5222.34          Fe III  
   5222.3512        Ne I    
   5222.361         Fe II   
   5222.431         Fe III  
   5222.4728        Fe II   
   5222.551         Ar I    
   5222.562         Fe III  
   5222.67          Ca II   
   5222.7           N IV    
   5222.8           S I     
   5222.8           S I     
   5222.8           S I     
   5222.8978        Ar I    
   5223.092         Ni II   
   5223.1           Ca I    
   5223.1           S I     
   5223.1           S I     
   5223.1828        Fe I    
   5223.187         Ne II   
   5223.1918        Fe I    
   5223.193         Ne II   
   5223.198         Ne II   
   5223.260         Fe II   
   5223.29          O II    
   5223.290         Fe II   
   5223.34          N III   
   5223.38          Ar I    
   5223.4           Ca I    
   5223.474         Ni II
   5223.54          Al II   
   5223.7           S I     
   5223.800         Fe II   
   5223.902         Ni II   
   5223.905         Ni II   
   5223.916         Ni III  
   5224.03545       Ar II   
   5224.107         Ni II   
   5224.1203        Fe I    
   5224.1277        Ar II   
   5224.167         Ni II   
   5224.319         Ca I    
   5224.411         Fe II   
   5224.60          Mg III  
   5224.7390        Fe I    
   5224.743         Ni II
   5224.776         Ni III  
   5224.82          N III   
   5225.043         Ne II   
   5225.049         Ne II   
   5225.060         Ne II   
   5225.065         Ne II   
   5225.1131        Ni I    
   5225.139         Ni III  
   5225.5348        Fe I    
   5225.64          Na IV   
   5225.650         Fe III  
   5225.663         Ar I    
   5225.8           N IV    
   5225.8           N IV    
   5225.8           N IV    
   5225.968         Fe II   
   5226.2           Ca I    
   5226.207         Fe III  
   5226.29          S IV    
   5226.445         Fe III  
   5226.510         Ni II   
   5226.663         Ni II   
   5226.7           Mg I    
   5226.70          N IV    
   5226.78          Ar I    
   5226.8           N I     
   5226.8615        Fe I    
   5226.8968        Fe I    
   5226.956         Ne II   
   5226.978         Fe III  
   5226.9853        Ar II   
   5227.00          Fe III  
   5227.12          N I     
   5227.125         Fe II   
   5227.1501        Fe I    
   5227.1892        Fe I    
   5227.2           O III   
   5227.304         Fe II   
   5227.323         Fe II   
   5227.42          Fe III  
   5227.42          Fe III  
   5227.42          Fe III  
   5227.481         Fe II   
   5227.4967        Fe I    
   5227.527         Ni II   
   5227.6           S I     
   5227.6           S I     
   5227.6           S I     
   5227.6           O I     
   5227.6           O I     
   5227.6           S I     
   5227.6           S I     
   5227.6252        Fe II   
   5227.7           S I     
   5227.7           S I     
   5227.759         Fe II   
   5227.784         Ar I    
   5227.830         Fe III  
   5227.866         Ni II   
   5228.0774        Ni I    
   5228.3           S I     
   5228.3           S I     
   5228.3           S I     
   5228.45          Fe III  
   5228.471         Fe II   
   5228.525         Ni II   
   5228.57          Fe III  
   5228.632         Fe III  
   5228.640         Fe III  
   5228.67          Na IV   
   5228.76255       Ar II   
   5228.896         Fe II   
   5229.143         Fe III  
   5229.179         Ca III
   5229.36          Ar I    
   5229.411         Fe III  
   5229.472         Fe II   
   5229.518         Ni II   
   5229.5848        Fe I    
   5229.603         Ni II   
   5229.704         Ca I    
   5229.734         Ni III  
   5229.80          Ar I    
   5229.8450        Fe I    
   5229.852         Ar I    
   5229.8660        Fe I    
   5229.939         Fe III  
   5229.947         Ni II   
   5229.96          O II    
   5229.99          Fe III  
   5230.17          O II    
   5230.173         Ca I    
   5230.2           N I     
   5230.5026        Ar II   
   5230.522         Ni II   
   5230.584         Ca I    
   5230.6           S I     
   5230.6           S I     
   5230.6           S I     
   5230.6           Na IV   
   5230.6           N IV    
   5230.601         Ne II   
   5230.6207        Fe I    
   5230.678         Ne II   
   5230.774         Fe III  
   5230.971         O II    
   5231.1583        Fe I    
   5231.2549        Fe I    
   5231.294         N I     
   5231.3559        Ne I    
   5231.44          Fe III  
   5231.5           S I     
   5231.507         S II    
   5231.5114        Fe I    
   5231.526         Ne II   
   5231.7           N I     
   5231.814         Ca III  
   5231.8397        Ni I    
   5231.907         Fe II   
   5232.06          Ar I    
   5232.3           Mg I    
   5232.384         Ni II   
   5232.627         Ni II   
   5232.68          N II    
   5232.69          Si II   
   5232.73          Ca II   
   5232.73          Ca II   
   5232.787         Fe II   
   5232.8           O I     
   5232.8291        Fe I    
   5232.86          N III   
   5232.918         C II    
   5232.9400        Fe I    
   5233.25          O II    
   5233.45          O II    
   5233.8           N I     
   5233.8           N I     
   5233.907         Ne II   
   5233.956         Ne II   
   5234.01          Mg III  
   5234.0267        Ne I    
   5234.153         Ne II   
   5234.2631        Fe I    
   5234.447         Fe II   
   5234.570         Ni II   
   5234.5931        Fe I    
   5234.6           Mg III  
   5234.6           S I     
   5234.6           S I     
   5234.615         Fe II   
   5234.6246        Fe II   
   5234.638         Ne II   
   5234.7450        Ar I    
   5234.97          N IV    
   5235.11          Ca III  
   5235.136         Fe II   
   5235.15          Ca III  
   5235.219         Fe III  
   5235.3873        Fe I    
   5235.4969        Ni I    
   5235.584         S II    
   5235.653         Ni II   
   5235.658         Fe III  
   5235.697         S II    
   5235.711         Ar I    
   5235.9957        Ni I    
   5236.01941       Ar II   
   5236.2022        Fe I    
   5236.232         Ar I    
   5236.23204       Ar II   
   5236.250         Ne II   
   5236.37          Ar I    
   5236.3838        Fe I    
   5236.4           O I     
   5236.46          O II    
   5236.522         Ni II   
   5236.613         Fe II   
   5236.65          O II
   5236.653         Ca I    
   5236.72          N III   
   5236.788         Ne II   
   5236.84          O II    
   5236.8636        Ar II   
   5236.873         Fe III  
   5236.920         Ne II   
   5237.04          Si II   
   5237.089         Fe II   
   5237.2           O V     
   5237.25          N II    
   5237.427         S II    
   5237.521         Fe III  
   5237.688         Ni II   
   5237.7           S I     
   5237.7           S I     
   5237.73          Ca III  
   5237.84          Ca III  
   5237.9213        Ar II   
   5237.950         Fe II   
   5237.98          Ca III  
   5238.1           O V     
   5238.10          Ca III  
   5238.1000        Fe II   
   5238.12          N IV    
   5238.122         Ni II   
   5238.2287        Ni I    
   5238.3           Mg I    
   5238.822         Ni III  
   5239.19          N IV    
   5239.23          Ca III  
   5239.3240        Fe I    
   5239.33          Na II   
   5239.33          Na II   
   5239.34          Ca III  
   5239.456         S II    
   5239.527         C II    
   5239.683         Ar I    
   5239.813         Fe II   
   5239.9139        Fe I    
   5240.05          N I     
   5240.13          Na IV   
   5240.2           N IV    
   5240.29          Si II   
   5240.3564        Fe I    
   5240.445         Ne II   
   5240.5           N III   
   5240.554         Fe III  
   5240.6006        Fe II   
   5240.612         Ni II   
   5240.6333        Fe I    
   5240.714         Ne II   
   5240.747         Ne II   
   5240.7547        Fe I    
   5240.818         Ar I    
   5240.857         N II    
   5241.059         Fe II   
   5241.0927        Ar I    
   5241.257         Fe II   
   5241.379         Ni III  
   5241.4081        Fe I    
   5241.4445        Ar II   
   5241.494         Fe III  
   5241.6           S I     
   5241.6           S I     
   5241.6           O V     
   5241.72          Ar I    
   5242.            Si VII  
   5242.085         Ar I    
   5242.2           O V     
   5242.4048        Fe I    
   5242.4908        Fe I    
   5242.5           O V     
   5242.65          N IV    
   5242.79          N III   
   5243.018         Ca I    
   5243.0798        Fe I    
   5243.09          N III   
   5243.1925        Fe II   
   5243.20          Ni V    
   5243.306         Fe III  
   5243.489         Ca I    
   5243.5           Mg I    
   5243.5044        Fe I    
   5243.52367       Ar II   
   5243.580         Fe II   
   5243.7764        Fe I    
   5243.7984        Ni I    
   5243.874         Ca I    
   5243.925         Fe II   
   5244.051         C II    
   5244.18          N II    
   5244.3           Ne IV   
   5244.665         C III   
   5244.71389       Ar II   
   5244.734         Ca I    
   5244.8229        Ar II   
   5244.9407        Ni I    
   5245.            Al V    
   5245.0675        Ar II   
   5245.1           S I     
   5245.170         Fe II   
   5245.259         Fe III  
   5245.3647        Ar II   
   5245.3778        Ar II   
   5245.443         Ni II   
   5245.455         Fe II   
   5245.60          N IV    
   5245.7           Al V    
   5245.7154        Fe I    
   5245.881         Ni III  
   5245.9931        Fe I    
   5246.0977        Ar II   
   5246.198         Ar I    
   5246.2           Ne IV   
   5246.250         Ni II   
   5246.272         Fe II   
   5246.579         Fe II   
   5246.7           N I     
   5246.7           N I     
   5246.8654        Fe I    
   5246.870         Ar I    
   5246.9           O V     
   5246.95          Al XIII 
   5247.021         S II    
   5247.112         Ni II   
   5247.373         Ca III  
   5247.4737        Ar II   
   5247.67          O II    
   5247.767         Ni II   
   5247.952         Fe II   
   5247.9871        Ar II   
   5248.0           N IV    
   5248.0           N IV    
   5248.0           N IV    
   5248.02          Ar I    
   5248.06          O II    
   5248.239         Ar I    
   5248.252         Ni II   
   5248.255         Fe III  
   5248.258         Fe III  
   5248.2767        Ar I    
   5248.3683        Ni I    
   5248.5294        Fe I    
   5248.6           Na IV   
   5248.82          Ne X    
   5248.853         Ar I    
   5249.0           N III   
   5249.0296        Ni I    
   5249.062         Ni II   
   5249.1054        Fe I    
   5249.107         Ni II   
   5249.112         C III   
   5249.165         Ar I    
   5249.197         Ca I    
   5249.237         Ar I    
   5249.344         Fe II   
   5249.3852        Fe I    
   5249.4           Ca I    
   5249.40          Ar I    
   5249.4533        Fe I    
   5249.528         C II    
   5249.54576       Ar II   
   5249.6823        Fe I    
   5249.76          Ar I    
   5249.81          Al IV   
   5249.898         C II    
   5249.93          Ar I    
   5249.9825        Ar II   
   5250.01          Ar I    
   5250.2051        Fe I    
   5250.56131       Ar II   
   5250.6457        Fe I    
   5250.81          Ar I    
   5250.904         Ar I    
   5251.036         Ni II   
   5251.050         Ni II   
   5251.1051        Ar II   
   5251.2           N I     
   5251.2           N I     
   5251.211         Fe II   
   5251.233         Fe II   
   5251.4029        Ar II   
   5251.4323        Fe II   
   5251.6078        Fe I    
   5251.872         Ni III  
   5252.13587       Ar II   
   5252.151         C II    
   5252.232         Fe II   
   5252.391         Ni II   
   5252.5           Ar I    
   5252.506         Fe II   
   5252.7871        Ar I    
   5252.813         Ni II   
   5253.051         Ni III  
   5253.147         Ni II   
   5253.2           O I     
   5253.202         Ar I    
   5253.3163        Fe I    
   5253.35          Ar I    
   5253.3584        Ar II   
   5253.4620        Fe I    
   5253.514         Fe II   
   5253.559         C II    
   5253.575         C III   
   5253.6117        Ar II   
   5253.617         Ni II   
   5253.641         Fe II   
   5253.7420        Ni I    
   5253.823         Ar I    
   5253.8425        Fe I    
   5253.9016        Ni I    
   5254.            Si VII  
   5254.            Si VII  
   5254.400         Fe II   
   5254.420         Ar I    
   5254.4709        Ar I    
   5254.564         Fe III  
   5254.644         Fe III  
   5254.68          O II    
   5254.8           N I     
   5254.890         Ni II   
   5254.9295        Fe II   
   5255.004         Fe II   
   5255.232         Ar I    
   5255.39651       Ar II   
   5255.572         Ni III  
   5255.58          O II    
   5255.6632        Fe I    
   5255.763         Ni II   
   5255.79          O I     
   5255.86          O VIII  
   5256.083         Fe III  
   5256.089         C II    
   5256.1448        Fe I    
   5256.35          Ni V    
   5256.56352       Ar II   
   5256.643         Ar I    
   5256.75          O I     
   5256.9660        O I     
   5256.9660        O I     
   5256.9660        O I     
   5256.9920        Fe I    
   5257.122         Fe II   
   5257.153         Ni II   
   5257.19          O I     
   5257.20          O I     
   5257.236         C II    
   5257.275         Fe III  
   5257.35          O II    
   5257.357         Ni II   
   5257.4404        Ar II   
   5257.640         Ni II   
   5257.65          Si II   
   5257.764         Ni II   
   5257.814         Ni III  
   5257.82          Mg III  
   5257.830         Ni II   
   5257.894         Fe II   
   5257.924         Ni II   
   5258.0261        Fe II   
   5258.029         Fe II   
   5258.031         Ar I    
   5258.121         Fe II   
   5258.122         Fe II   
   5258.132         Ni III  
   5258.135         Ar I    
   5258.16          O I     
   5258.21          O II    
   5258.2855        Ar II   
   5258.3156        O I     
   5258.3156        O I     
   5258.423         Fe II   
   5258.477         Ar I    
   5258.477         Ca I    
   5258.6           S I     
   5258.6           S I     
   5258.6           S I     
   5258.6           S I     
   5258.6           S I     
   5258.6           S I     
   5258.627         Ni II   
   5258.749         Fe II   
   5258.8           N IV    
   5258.879         Fe II   
   5258.8946        Fe I    
   5259.0113        O I     
   5259.0113        O I     
   5259.056         C II    
   5259.18029       Ar II   
   5259.321         Fe III  
   5259.3664        Ar II   
   5259.396         Fe II   
   5259.437         Ne II   
   5259.4715        Ni I    
   5259.6549        Fe II   
   5259.664         C II    
   5259.758         C II    
   5260.            Al XI   
   5260.107         Al III  
   5260.107         Al III  
   5260.196         Al III  
   5260.20          N III   
   5260.259         Fe II   
   5260.3867        Ca I    
   5260.39          Ni V    
   5260.39327       Ar II   
   5260.575         N II    
   5260.67          O II    
   5260.69          O II    
   5260.86          N III   
   5260.877         Ar I    
   5260.918         Ni II   
   5261.18          N II    
   5261.231         Ni II   
   5261.3033        Fe I    
   5261.448         Fe II   
   5261.7040        Ca I    
   5261.716         S II    
   5261.79          N II    
   5261.843         Ni II   
   5262.            Na VIII
   5262.029         Ne II   
   5262.0757        Fe I    
   5262.098         Ne II   
   5262.1           O I     
   5262.204         Fe II   
   5262.2413        Ca I    
   5262.2463        Fe I    
   5262.317         Fe II   
   5262.333         Fe III  
   5262.5           Ca I    
   5262.52          N III   
   5262.738         S II    
   5262.8275        Ni I    
   5262.8815        Fe I    
   5262.932         Ni III  
   5262.956         Fe II   
   5263.            N VI    
   5263.128         Ne II   
   5263.206         Ne II   
   5263.220         Ni II   
   5263.3063        Fe I    
   5263.331         Fe II   
   5263.378         Ni III  
   5263.436         Fe II   
   5263.483         Fe II   
   5263.672         Ni II   
   5263.74          Ca III  
   5263.9894        Fe I    
   5264.026         Fe II   
   5264.177         Fe II   
   5264.220         Mg II   
   5264.220         Mg II   
   5264.2370        Ca I    
   5264.3048        Ar II   
   5264.364         Mg II   
   5264.7817        Ar II   
   5264.872         S II
   5264.872         S II
   5265.087         Fe II   
   5265.330         Fe II   
   5265.4015        Ar I    
   5265.4192        Fe I    
   5265.5562        Ca I    
   5265.6103        Fe I    
   5265.842         Fe IV   
   5265.88          O II    
   5265.9573        Fe I    
   5265.962         Ne II   
   5265.97          O II    
   5265.976         Ni II   
   5265.981         Fe II   
   5266.436         Ar I    
   5266.475         Ne II   
   5266.5546        Fe I    
   5266.664         Fe III  
   5266.7           S I     
   5266.7           S I     
   5266.7           S I     
   5266.7           S I     
   5266.7           S I     
   5266.7           S I     
   5266.716         Fe II   
   5266.71800       Ar II   
   5266.7546        Fe I    
   5266.85          N IV    
   5266.85          N IV    
   5266.87          O II    
   5266.927         Ni II   
   5267.16531       Ar II   
   5267.2694        Fe I    
   5267.29          Si II   
   5267.352         Ne II   
   5267.453         Fe II   
   5267.4677        Ar I    
   5267.48          C VI    
   5267.485         Ne II   
   5267.509         Ca I    
   5267.5433        Ni I    
   5267.6518        Fe I    
   5267.7462        Fe I    
   5267.8           N I     
   5267.9595        Ar II   
   5268.            Ne V    
   5268.146         Ni II   
   5268.268         S II    
   5268.3           N III   
   5268.301         O III   
   5268.362         Ni II   
   5268.38          O II    
   5268.409         Fe II   
   5268.482         Ni II   
   5268.693         Fe III  
   5268.948         C I     
   5268.981         Ni II   
   5269.04          N III   
   5269.5371        Fe I    
   5269.75682       Ar II   
   5269.83          Si II   
   5269.892         Ni III  
   5269.99          Na II   
   5270.            Si XI   
   5270.            O VI    
   5270.            Si VII  
   5270.0           Mg I    
   5270.027         Fe II   
   5270.173         Fe III  
   5270.246         Ca I    
   5270.2702        Ca I    
   5270.309         Ca III  
   5270.3564        Fe I    
   5270.56          O II    
   5270.57          N III   
   5270.5867        Ni I    
   5270.61          C II    
   5270.667         Ar I    
   5270.870         Fe II   
   5271.051         Ni III  
   5271.0514        Fe I    
   5271.1           S VI    
   5271.100         Fe II   
   5271.2           Ca I    
   5271.2926        Fe I    
   5271.4           N V     
   5271.4           N V     
   5271.4           N V     
   5271.437         Ni II   
   5271.79          N III   
   5271.979         Ca III  
   5272.049         Fe II   
   5272.18          Na II   
   5272.18          Na II   
   5272.18          N V     
   5272.222         Fe II   
   5272.2684        Fe I    
   5272.35          N IV    
   5272.369         Fe III  
   5272.3974        Fe II   
   5272.522         C III   
   5272.68          N III   
   5272.875         Ni II   
   5272.90          C I     
   5272.900         Fe III  
