w ab bp
1909.6 1.938 1.2
1910.8 1.931 1.2
1912.0 1.926 1.2
1913.2 1.914 1.2
1914.4 1.909 1.2
1915.6 1.901 1.0
1916.6 1.904 1.2
1917.8 1.927 1.2
1919.0 1.943 1.2
1920.2 1.924 1.2
1921.4 1.923 1.2
1922.6 1.906 1.2
1923.8 1.905 1.2
1925.0 1.904 1.2
1926.2 1.918 1.2
1927.4 1.934 1.0
1928.4 1.922 1.2
1929.6 1.911 1.2
1930.8 1.905 1.2
1932.0 1.892 1.2
1933.2 1.9 1.2
1934.4 1.901 1.2
1935.6 1.898 1.2
1936.8 1.894 1.2
1938.0 1.888 1.0
1939.0 1.885 1.2
1940.2 1.88 1.2
1941.4 1.869 1.2
1942.6 1.858 1.2
1943.8 1.866 1.2
1945.0 1.872 1.2
1946.2 1.864 1.2
1947.4 1.863 1.2
1948.6 1.85 1.2
1949.8 1.857 1.0
1950.8 1.864 1.2
1952.0 1.86 1.2
1953.2 1.853 1.2
1954.4 1.843 1.2
1955.6 1.834 1.2
1956.8 1.828 1.2
1958.0 1.847 1.2
1959.2 1.839 1.2
1960.4 1.84 1.2
1961.6 1.853 1.0
1962.6 1.85 1.2
1963.8 1.857 1.2
1965.0 1.858 1.2
1966.2 1.866 1.2
1967.4 1.862 1.2
1968.6 1.861 1.2
1969.8 1.858 0.4
1970.2 1.872 1.8
1972.0 1.848 1.8
1973.8 1.864 2.0
1975.8 1.835 1.8
1977.6 1.824 1.8
1979.4 1.901 2.0
1981.4 1.834 1.8
1983.2 1.76 1.8
1985.0 1.787 2.0
1987.0 1.783 1.8
1988.8 1.78 1.8
1990.6 1.84 2.0
1992.6 1.814 1.8
1994.4 1.762 1.8
1996.2 1.821 2.0
1998.2 1.776 1.8
2000.0 1.818 1.8
2001.8 1.799 2.0
2003.8 1.769 1.8
2005.6 1.824 1.8
2007.4 1.734 2.0
2009.4 1.729 1.8
2011.2 1.844 2.0
2013.2 1.814 1.8
2015.0 1.695 1.8
2016.8 1.732 2.0
2018.8 1.772 1.8
2020.6 1.844 1.8
2022.4 1.769 2.0
2024.4 1.753 1.8
2026.2 1.761 1.8
2028.0 1.778 2.0
2030.0 1.809 1.8
2031.8 1.741 1.8
2033.6 1.747 2.0
2035.6 1.771 1.8
2037.4 1.745 1.8
2039.2 1.871 2.0
2041.2 1.828 1.8
2043.0 1.702 1.8
2044.8 1.777 2.0
2046.8 1.794 1.8
2048.6 1.766 1.8
2050.4 1.773 2.0
2052.4 1.747 1.8
2054.2 1.69 1.8
2056.0 1.667 2.0
2058.0 1.67 1.8
2059.8 1.721 2.0
2061.8 1.791 1.8
2063.6 1.822 1.8
2065.4 1.736 2.0
2067.4 1.747 1.8
2069.2 1.787 1.8
2071.0 1.786 2.0
2073.0 1.791 1.8
2074.8 1.7 1.8
2076.6 1.594 2.0
2078.6 1.62 1.8
2080.4 1.69 1.8
2082.2 1.774 2.0
2084.2 1.675 1.8
2086.0 1.669 1.8
2087.8 1.787 2.0
2089.8 1.79 1.8
2091.6 1.665 1.8
2093.4 1.663 2.0
2095.4 1.759 1.8
2097.2 1.733 1.8
2099.0 1.744 2.0
2101.0 1.765 1.8
2102.8 1.726 2.0
2104.8 1.729 1.8
2106.6 1.761 1.8
2108.4 1.772 2.0
2110.4 1.698 1.8
2112.2 1.75 1.8
2114.0 1.799 2.0
2116.0 1.743 1.8
2117.8 1.739 1.8
2119.6 1.704 2.0
2121.6 1.607 1.8
2123.4 1.687 1.8
2125.2 1.747 2.0
2127.2 1.676 1.8
2129.0 1.694 1.8
2130.8 1.811 2.0
2132.8 1.91 1.8
2134.6 1.949 1.8
2136.4 1.822 2.0
2138.4 1.742 1.8
2140.2 1.795 1.8
2142.0 1.806 2.0
2144.0 1.79 1.8
2145.8 1.793 1.8
2147.6 1.75 2.0
2149.6 1.771 1.8
2151.4 1.761 2.0
2153.4 1.744 1.8
2155.2 1.753 1.8
2157.0 1.741 2.0
2159.0 1.739 1.8
2160.8 1.75 1.8
2162.6 1.822 2.0
2164.6 1.812 1.8
2166.4 1.792 1.8
2168.2 1.81 2.0
2170.2 1.772 1.8
2172.0 1.81 1.8
2173.8 1.775 2.0
2175.8 1.763 1.8
2177.6 1.777 1.8
2179.4 1.837 2.0
2181.4 1.797 1.8
2183.2 1.767 1.8
2185.0 1.723 2.0
2187.0 1.695 1.8
2188.8 1.713 1.8
2190.6 1.823 2.0
2192.6 1.847 1.8
2194.4 1.794 1.8
2196.2 1.765 2.0
2198.2 1.716 1.8
2200.0 1.721 2.0
2202.0 1.763 1.8
2203.8 1.753 1.8
2205.6 1.766 2.0
2207.6 1.741 1.8
2209.4 1.759 1.8
2211.2 1.798 2.0
2213.2 1.828 1.8
2215.0 1.78 1.8
2216.8 1.765 2.0
2218.8 1.812 1.8
2220.6 1.757 1.8
2222.4 1.775 2.0
2224.4 1.792 1.8
2226.2 1.838 1.8
2228.0 1.823 2.0
2230.0 1.782 1.8
2231.8 1.746 1.8
2233.6 1.729 2.0
2235.6 1.735 1.8
2237.4 1.764 1.8
2239.2 1.718 2.0
2241.2 1.745 1.8
2243.0 1.817 2.0
2245.0 1.793 1.8
2246.8 1.766 1.8
2248.6 1.755 2.0
2250.6 1.843 1.8
2252.4 1.857 1.8
2254.2 1.777 2.0
2256.2 1.787 1.8
2258.0 1.867 1.8
2259.8 1.857 2.0
2261.8 1.842 1.8
2263.6 1.844 1.8
2265.4 1.783 2.0
2267.4 1.773 1.8
2269.2 1.838 1.8
2271.0 1.86 2.0
2273.0 1.766 1.8
2274.8 1.701 1.8
2276.6 1.705 2.0
2278.6 1.79 1.8
2280.4 1.816 1.8
2282.2 1.754 2.0
2284.2 1.73 1.8
2286.0 1.675 1.8
2287.8 1.717 2.0
2289.8 1.754 1.8
2291.6 1.782 2.0
2293.6 1.767 1.8
2295.4 1.715 1.8
2297.2 1.691 2.0
2299.2 1.774 1.8
2301.0 1.864 1.8
2302.8 1.835 2.0
2304.8 1.767 1.8
2306.6 1.799 1.8
2308.4 1.765 2.0
2310.4 1.76 1.8
2312.2 1.767 1.8
2314.0 1.731 2.0
2316.0 1.779 1.8
2317.8 1.788 1.8
2319.6 1.821 2.0
2321.6 1.819 1.8
2323.4 1.757 1.8
2325.2 1.694 2.0
2327.2 1.719 1.8
2329.0 1.734 1.8
2330.8 1.788 2.0
2332.8 1.842 1.8
2334.6 1.8 1.8
2336.4 1.737 2.0
2338.4 1.729 1.8
2340.2 1.766 2.0
2342.2 1.814 1.8
2344.0 1.844 1.8
2345.8 1.885 2.0
2347.8 1.891 1.8
2349.6 1.812 1.8
2351.4 1.772 2.0
2353.4 1.797 1.8
2355.2 1.833 1.8
2357.0 1.845 2.0
2359.0 1.793 1.8
2360.8 1.784 1.8
2362.6 1.854 2.0
2364.6 1.882 1.8
2366.4 1.805 1.8
2368.2 1.798 2.0
2370.2 1.818 1.8
2372.0 1.79 1.8
2373.8 1.781 2.0
2375.8 1.758 1.8
2377.6 1.79 1.8
2379.4 1.852 2.0
2381.4 1.856 1.8
2383.2 1.865 2.0
2385.2 1.917 1.8
2387.0 1.888 1.8
2388.8 1.831 2.0
2390.8 1.822 1.8
2392.6 1.793 1.8
2394.4 1.747 2.0
2396.4 1.801 1.8
2398.2 1.822 1.8
2400.0 1.831 2.0
2402.0 1.836 1.8
2403.8 1.82 1.8
2405.6 1.809 2.0
2407.6 1.799 1.8
2409.4 1.816 1.8
2411.2 1.8 2.0
2413.2 1.813 1.8
2415.0 1.844 1.8
2416.8 1.809 2.0
2418.8 1.753 1.8
2420.6 1.733 1.8
2422.4 1.748 2.0
2424.4 1.741 1.8
2426.2 1.742 1.8
2428.0 1.754 2.0
2430.0 1.756 1.8
2431.8 1.776 2.0
2433.8 1.761 1.8
2435.6 1.785 1.8
2437.4 1.799 2.0
2439.4 1.763 1.8
2441.2 1.685 1.8
2443.0 1.673 2.0
2445.0 1.696 1.8
2446.8 1.717 1.8
2448.6 1.738 2.0
2450.6 1.741 1.8
2452.4 1.692 1.8
2454.2 1.664 2.0
2456.2 1.701 1.8
2458.0 1.752 1.8
2459.8 1.72 2.0
2461.8 1.733 1.8
2463.6 1.746 1.8
2465.4 1.748 2.0
2467.4 1.757 1.8
2469.2 1.697 1.8
2471.0 1.7 2.0
2473.0 1.715 1.8
2474.8 1.728 1.8
2476.6 1.713 2.0
2478.6 1.697 1.8
2480.4 1.702 2.0
2482.4 1.732 1.8
2484.2 1.708 1.8
2486.0 1.686 2.0
2488.0 1.667 1.8
2489.8 1.639 1.8
2491.6 1.676 2.0
2493.6 1.715 1.8
2495.4 1.669 1.8
2497.2 1.628 2.0
2499.2 1.632 1.8
2501.0 1.613 1.8
2502.8 1.605 2.0
2504.8 1.617 1.8
2506.6 1.645 1.8
2508.4 1.677 2.0
2510.4 1.63 1.8
2512.2 1.636 1.8
2514.0 1.655 2.0
2516.0 1.657 1.8
2517.8 1.646 1.8
2519.6 1.622 2.0
2521.6 1.668 1.8
2523.4 1.717 2.0
2525.4 1.722 1.8
2527.2 1.739 1.8
2529.0 1.786 2.0
2531.0 1.794 1.8
2532.8 1.716 1.8
2534.6 1.65 2.0
2536.6 1.724 1.8
2538.4 1.789 1.8
2540.2 1.798 2.0
2542.2 1.758 1.8
2544.0 1.693 1.8
2545.8 1.718 2.0
2547.8 1.742 1.8
2549.6 1.74 1.8
2551.4 1.718 2.0
2553.4 1.695 1.8
2555.2 1.654 1.8
2557.0 1.624 2.0
2559.0 1.598 1.8
2560.8 1.652 1.8
2562.6 1.659 2.0
2564.6 1.668 1.8
2566.4 1.679 1.8
2568.2 1.615 2.0
2570.2 1.591 1.8
2572.0 1.596 2.0
2574.0 1.593 1.8
2575.8 1.604 1.8
2577.6 1.63 2.0
2579.6 1.632 1.8
2581.4 1.644 1.8
2583.2 1.601 2.0
2585.2 1.63 1.8
2587.0 1.622 1.8
2588.8 1.611 2.0
2590.8 1.61 1.8
2592.6 1.628 1.8
2594.4 1.61 2.0
2596.4 1.568 1.8
2598.2 1.561 1.8
2600.0 1.634 2.0
2602.0 1.656 1.8
2603.8 1.599 1.8
2605.6 1.581 2.0
2607.6 1.63 1.8
2609.4 1.689 1.8
2611.2 1.68 2.0
2613.2 1.634 1.8
2615.0 1.591 1.8
2616.8 1.592 2.0
2618.8 1.604 1.8
2620.6 1.586 2.0
2622.6 1.571 1.8
2624.4 1.577 1.8
2626.2 1.587 2.0
2628.2 1.611 1.8
2630.0 1.644 1.8
2631.8 1.666 2.0
2633.8 1.65 1.8
2635.6 1.586 1.8
2637.4 1.51 2.0
2639.4 1.503 1.8
2641.2 1.533 1.8
2643.0 1.518 2.0
2645.0 1.49 1.8
2646.8 1.491 1.8
2648.6 1.505 2.0
2650.6 1.503 1.8
2652.4 1.458 1.8
2654.2 1.455 2.0
2656.2 1.513 1.8
2658.0 1.522 1.8
2659.8 1.513 2.0
2661.8 1.525 1.8
2663.6 1.553 2.0
2665.6 1.565 1.8
2667.4 1.579 1.8
2669.2 1.576 2.0
2671.2 1.575 1.8
2673.0 1.566 1.8
2674.8 1.553 2.0
2676.8 1.542 1.8
2678.6 1.532 1.8
2680.4 1.544 2.0
2682.4 1.54 1.8
2684.2 1.525 1.8
2686.0 1.519 2.0
2688.0 1.549 1.8
2689.8 1.563 1.8
2691.6 1.562 2.0
2693.6 1.563 1.8
2695.4 1.541 1.8
2697.2 1.552 2.0
2699.2 1.569 1.8
2701.0 1.573 1.8
2702.8 1.566 2.0
2704.8 1.559 1.8
2706.6 1.55 1.8
2708.4 1.558 2.0
2710.4 1.56 1.8
2712.2 1.569 2.0
2714.2 1.572 1.8
2716.0 1.57 1.8
2717.8 1.563 2.0
2719.8 1.55 1.8
2721.6 1.527 1.8
2723.4 1.521 2.0
2725.4 1.541 1.8
2727.2 1.578 1.8
2729.0 1.571 2.0
2731.0 1.532 1.8
2732.8 1.51 1.8
2734.6 1.483 2.0
2736.6 1.475 1.8
2738.4 1.5 1.8
2740.2 1.546 2.0
2742.2 1.585 1.8
2744.0 1.601 1.8
2745.8 1.583 2.0
2747.8 1.597 1.8
2749.6 1.623 1.8
2751.4 1.637 2.0
2753.4 1.593 1.8
2755.2 1.591 1.8
2757.0 1.578 2.0
2759.0 1.575 1.8
2760.8 1.58 2.0
2762.8 1.547 1.8
2764.6 1.53 1.8
2766.4 1.524 2.0
2768.4 1.536 1.8
2770.2 1.549 1.8
2772.0 1.54 2.0
2774.0 1.516 1.8
2775.8 1.506 1.8
2777.6 1.515 2.0
2779.6 1.542 1.8
2781.4 1.566 1.8
2783.2 1.556 2.0
2785.2 1.537 1.8
2787.0 1.525 1.8
2788.8 1.524 2.0
2790.8 1.553 1.8
2792.6 1.594 1.8
2794.4 1.65 2.0
2796.4 1.75 1.8
2798.2 1.81 1.8
2800.0 1.767 2.0
2802.0 1.713 1.8
2803.8 1.713 2.0
2805.8 1.693 1.8
2807.6 1.579 1.8
2809.4 1.486 2.0
2811.4 1.463 1.8
2813.2 1.475 1.8
2815.0 1.478 2.0
2817.0 1.47 1.8
2818.8 1.462 1.8
2820.6 1.458 2.0
2822.6 1.456 1.8
2824.4 1.443 1.8
2826.2 1.449 2.0
2828.2 1.455 1.8
2830.0 1.474 1.8
2831.8 1.508 2.0
2833.8 1.49 1.8
2835.6 1.481 1.8
2837.4 1.493 2.0
2839.4 1.488 1.8
2841.2 1.493 1.8
2843.0 1.498 2.0
2845.0 1.515 1.8
2846.8 1.506 1.8
2848.6 1.5 2.0
2850.6 1.497 1.8
2852.4 1.495 2.0
2854.4 1.492 1.8
2856.2 1.492 1.8
2858.0 1.508 2.0
2860.0 1.501 1.8
2861.8 1.488 1.8
2863.6 1.501 2.0
2865.6 1.514 1.8
2867.4 1.523 1.8
2869.2 1.514 2.0
2871.2 1.513 1.8
2873.0 1.509 1.8
2874.8 1.507 2.0
2876.8 1.494 1.8
2878.6 1.493 1.8
2880.4 1.496 2.0
2882.4 1.479 1.8
2884.2 1.466 1.8
2886.0 1.464 2.0
2888.0 1.441 1.8
2889.8 1.451 1.8
2891.6 1.474 2.0
2893.6 1.494 1.8
2895.4 1.5 1.8
2897.2 1.479 2.0
2899.2 1.45 1.8
2901.0 1.437 2.0
2903.0 1.415 1.8
2904.8 1.396 1.8
2906.6 1.405 2.0
2908.6 1.412 1.8
2910.4 1.415 1.8
2912.2 1.412 2.0
2914.2 1.412 1.8
2916.0 1.416 1.8
2917.8 1.429 2.0
2919.8 1.415 1.8
2921.6 1.408 1.8
2923.4 1.428 2.0
2925.4 1.443 1.8
2927.2 1.447 1.8
2929.0 1.446 2.0
2931.0 1.446 1.8
2932.8 1.439 1.8
2934.6 1.452 2.0
2936.6 1.458 1.8
2938.4 1.441 1.8
2940.2 1.444 2.0
2942.2 1.443 1.8
2944.0 1.434 2.0
2946.0 1.429 1.8
2947.8 1.428 1.8
2949.6 1.408 2.0
2951.6 1.405 1.8
2953.4 1.421 1.8
2955.2 1.411 2.0
2957.2 1.389 1.8
2959.0 1.378 1.8
2960.8 1.389 2.0
2962.8 1.405 1.8
2964.6 1.409 1.8
2966.4 1.396 2.0
2968.4 1.386 1.8
2970.2 1.391 1.8
2972.0 1.4 2.0
2974.0 1.392 1.8
2975.8 1.39 1.8
2977.6 1.392 2.0
2979.6 1.389 1.8
2981.4 1.388 1.8
2983.2 1.389 2.0
2985.2 1.393 1.8
2987.0 1.401 1.8
2988.8 1.374 2.0
2990.8 1.36 1.8
2992.6 1.367 2.0
2994.6 1.369 1.8
2996.4 1.365 1.8
2998.2 1.376 2.0
3000.2 1.381 1.8
3002.0 1.371 1.8
3003.8 1.362 2.0
3005.8 1.353 1.8
3007.6 1.357 1.8
3009.4 1.354 2.0
3011.4 1.348 1.8
3013.2 1.364 1.8
3015.0 1.365 2.0
3017.0 1.352 1.8
3018.8 1.349 1.8
3020.6 1.351 2.0
3022.6 1.349 1.8
3024.4 1.341 1.8
3026.2 1.345 2.0
3028.2 1.35 1.8
3030.0 1.337 1.8
3031.8 1.341 2.0
3033.8 1.339 1.8
3035.6 1.336 1.8
3037.4 1.336 2.0
3039.4 1.331 1.8
3041.2 1.333 2.0
3043.2 1.344 1.8
3045.0 1.359 1.8
3046.8 1.361 2.0
3048.8 1.357 1.8
3050.6 1.369 1.8
3052.4 1.392 2.0
3054.4 1.385 1.8
3056.2 1.371 1.8
3058.0 1.357 2.0
3060.0 1.343 1.8
3061.8 1.372 1.8
3063.6 1.387 2.0
3065.6 1.38 1.8
3067.4 1.365 1.8
3069.2 1.366 2.0
3071.2 1.381 1.8
3073.0 1.385 1.8
3074.8 1.381 2.0
3076.8 1.373 1.8
3078.6 1.37 1.8
3080.4 1.367 2.0
3082.4 1.361 1.8
3084.2 1.348 2.0
3086.2 1.348 1.8
3088.0 1.348 1.8
3089.8 1.347 2.0
3091.8 1.383 1.8
3093.6 1.394 1.8
3095.4 1.361 2.0
3097.4 1.353 1.8
3099.2 1.354 0.94
3100.14 1.275 5.18
3105.32 1.275 5.18
3110.5 1.275 5.19
3115.69 1.272 5.2
3120.89 1.267 5.21
3126.1 1.262 5.22
3131.32 1.257 5.23
3136.55 1.252 5.23
3141.78 1.249 5.25
3147.03 1.245 5.25
3152.28 1.242 5.26
3157.54 1.238 5.27
3162.81 1.236 5.28
3168.09 1.24 5.29
3173.38 1.243 5.3
3178.68 1.247 5.31
3183.99 1.251 5.31
3189.3 1.25 5.32
3194.62 1.242 5.34
3199.96 1.234 5.34
3205.3 1.226 5.35
3210.65 1.218 5.36
3216.01 1.218 5.37
3221.38 1.22 5.37
3226.75 1.222 5.39
3232.14 1.225 5.39
3237.53 1.226 5.41
3242.94 1.22 5.41
3248.35 1.214 5.42
3253.77 1.208 5.43
3259.2 1.202 5.44
3264.64 1.197 5.45
3270.09 1.193 5.46
3275.55 1.19 5.47
3281.02 1.187 5.48
3286.5 1.184 5.48
3291.98 1.18 5.5
3297.48 1.176 5.5
3302.98 1.172 5.52
3308.5 1.168 5.52
3314.02 1.167 5.53
3319.55 1.169 5.54
3325.09 1.172 5.55
3330.64 1.174 5.56
3336.2 1.177 5.57
3341.77 1.174 5.58
3347.35 1.171 5.58
3352.93 1.168 5.6
3358.53 1.164 5.61
3364.14 1.161 5.61
3369.75 1.157 5.63
3375.38 1.154 5.63
3381.01 1.151 5.65
3386.66 1.148 5.65
3392.31 1.144 5.66
3397.97 1.141 5.67
3403.64 1.137 5.68
3409.32 1.133 5.69
3415.01 1.13 5.71
3420.72 1.127 5.71
3426.43 1.124 5.72
3432.15 1.12 5.72
3437.87 1.117 5.74
3443.61 1.116 5.75
3449.36 1.115 5.76
3455.12 1.114 5.77
3460.89 1.112 5.77
3466.66 1.112 5.79
3472.45 1.112 5.8
3478.25 1.112 5.8
3484.05 1.112 5.82
3489.87 1.11 5.82
3495.69 1.106 5.84
3501.53 1.102 5.84
3507.37 1.098 5.86
3513.23 1.094 5.86
3519.09 1.09 5.88
3524.97 1.086 5.88
3530.85 1.083 5.89
3536.74 1.079 5.91
3542.65 1.079 5.91
3548.56 1.079 5.92
3554.48 1.079 5.94
3560.42 1.079 5.94
3566.36 1.078 5.95
3572.31 1.077 5.96
3578.27 1.076 5.98
3584.25 1.076 5.98
3590.23 1.075 5.99
3596.22 1.073 6.01
3602.23 1.072 6.01
3608.24 1.071 6.02
3614.26 1.069 6.03
3620.29 1.065 6.05
3626.34 1.062 6.05
3632.39 1.058 6.07
3638.46 1.05 6.07
3644.53 1.034 6.08
3650.61 1.019 6.1
3656.71 1.004 6.1
3662.81 0.997 6.11
3668.92 1.005 6.13
3675.05 1.014 6.13
3681.18 1.024 6.15
3687.33 1.032 6.15
3693.48 1.02 6.17
3699.65 1.007 6.17
3705.82 0.995 6.19
3712.01 0.983 6.19
3718.2 0.925 6.21
3724.41 0.87 6.22
3730.63 0.818 6.22
3736.85 0.767 6.24
3743.09 0.757 6.25
3749.34 0.748 6.26
3755.6 0.739 6.27
3761.87 0.73 6.28
3768.15 0.644 6.29
3774.44 0.563 6.3
3780.74 0.487 6.31
3787.05 0.416 6.32
3793.37 0.346 6.33
3799.7 0.281 6.34
3806.04 0.219 6.36
3812.4 0.168 6.36
3818.76 0.239 6.38
3825.14 0.315 6.38
3831.52 0.397 6.4
3837.92 0.443 6.4
3844.32 0.25 6.42
3850.74 0.086 6.43
3857.17 -0.056 6.43
3863.6 -0.122 6.45
3870.05 0.008 6.46
3876.51 0.155 6.47
3882.98 0.326 6.49
3889.47 0.371 6.49
3895.96 0.193 6.5
3902.46 0.039 6.52
3908.98 -0.095 6.52
3915.5 -0.157 6.54
3922.04 -0.165 6.54
3928.58 -0.172 6.56
3935.14 -0.18 6.57
3941.71 -0.108 6.58
3948.29 0.006 6.59
3954.88 0.133 6.6
3961.48 0.277 6.61
3968.09 0.2 6.63
3974.72 0.111 6.63
3981.35 0.029 6.65
3988.0 -0.047 6.65
3994.65 -0.111 6.67
4001.32 -0.173 6.68
4008.0 -0.23 6.69
4014.69 -0.265 6.7
4021.39 -0.267 6.71
4028.1 -0.269 6.73
4034.83 -0.272 6.73
4041.56 -0.267 6.75
4048.31 -0.26 6.76
4055.07 -0.253 6.77
4061.84 -0.245 6.78
4068.62 -0.181 6.79
4075.41 -0.11 6.8
4082.21 -0.034 6.81
4089.02 0.039 6.83
4095.85 0.099 6.84
4102.69 0.161 6.85
4109.54 0.228 6.86
4116.4 0.156 6.87
4123.27 0.019 6.88
4130.15 -0.102 6.89
4137.04 -0.211 6.91
4143.95 -0.222 6.92
4150.87 -0.234 6.92
4157.79 -0.245 6.94
4164.73 -0.251 6.96
4171.69 -0.249 6.96
4178.65 -0.247 6.97
4185.62 -0.245 6.99
4192.61 -0.246 7.0
4199.61 -0.248 7.01
4206.62 -0.249 7.02
4213.64 -0.249 7.03
4220.67 -0.243 7.05
4227.72 -0.237 7.06
4234.78 -0.231 7.07
4241.85 -0.227 7.08
4248.93 -0.224 7.09
4256.02 -0.221 7.1
4263.12 -0.219 7.12
4270.24 -0.218 7.13
4277.37 -0.216 7.14
4284.51 -0.215 7.15
4291.66 -0.201 7.16
4298.82 -0.18 7.18
4306.0 -0.158 7.19
4313.19 -0.119 7.19
4320.38 0.02 7.22
4327.6 0.18 7.22
4334.82 0.367 7.24
4342.06 0.313 7.24
4349.3 0.163 7.26
4356.56 0.032 7.28
4363.84 -0.066 7.28
4371.12 -0.102 7.3
4378.42 -0.138 7.31
4385.73 -0.172 7.31
4393.04 -0.179 7.34
4400.38 -0.181 7.34
4407.72 -0.183 7.36
4415.08 -0.186 7.37
4422.45 -0.188 7.38
4429.83 -0.191 7.4
4437.23 -0.194 7.4
4444.63 -0.194 7.42
4452.05 -0.194 7.43
4459.48 -0.195 7.45
4466.93 -0.193 7.45
4474.38 -0.19 7.47
4481.85 -0.186 7.48
4489.33 -0.184 7.5
4496.83 -0.183 7.5
4504.33 -0.183 7.52
4511.85 -0.183 7.53
4519.38 -0.179 7.55
4526.93 -0.175 7.55
4534.48 -0.172 7.57
4542.05 -0.171 7.58
4549.63 -0.172 7.6
4557.23 -0.173 7.61
4564.84 -0.173 7.62
4572.46 -0.171 7.63
4580.09 -0.169 7.64
4587.73 -0.167 7.66
4595.39 -0.169 7.67
4603.06 -0.17 7.69
4610.75 -0.172 7.69
4618.44 -0.171 7.71
4626.15 -0.169 7.72
4633.87 -0.167 7.74
4641.61 -0.166 7.74
4649.35 -0.166 7.77
4657.12 -0.165 7.77
4664.89 -0.163 7.79
4672.68 -0.158 7.8
4680.48 -0.153 7.81
4688.29 -0.147 7.83
4696.12 -0.139 7.83
4703.95 -0.132 7.86
4711.81 -0.124 7.86
4719.67 -0.124 7.88
4727.55 -0.125 7.89
4735.44 -0.125 7.9
4743.34 -0.129 7.92
4751.26 -0.133 7.93
4759.19 -0.138 7.95
4767.14 -0.135 7.95
4775.09 -0.127 7.97
4783.06 -0.12 7.99
4791.05 -0.115 8.0
4799.05 -0.112 8.01
4807.06 -0.109 8.02
4815.08 -0.096 8.04
4823.12 -0.067 8.05
4831.17 -0.036 8.06
4839.23 0.023 8.08
4847.31 0.17 8.09
4855.4 0.34 8.11
4863.51 0.463 8.11
4871.62 0.281 8.14
4879.76 0.124 8.14
4887.9 -0.002 8.16
4896.06 -0.032 8.17
4904.23 -0.061 8.19
4912.42 -0.089 8.2
4920.62 -0.093 8.21
4928.83 -0.097 8.23
4937.06 -0.101 8.24
4945.3 -0.1 8.26
4953.56 -0.1 8.27
4961.83 -0.099 8.28
4970.11 -0.098 8.29
4978.4 -0.097 8.31
4986.71 -0.096 8.33
4995.04 -0.094 8.34
5003.38 -0.091 8.35
5011.73 -0.089 8.36
5020.09 -0.087 8.38
5028.47 -0.085 8.4
5036.87 -0.084 8.4
5045.27 -0.082 8.42
5053.69 -0.081 8.44
5062.13 -0.08 8.45
5070.58 -0.078 8.46
5079.04 -0.077 8.48
5087.52 -0.076 8.49
5096.01 -0.074 8.51
5104.52 -0.073 8.52
5113.04 -0.071 8.54
5121.58 -0.07 8.54
5130.12 -0.067 8.57
5138.69 -0.064 8.58
5147.27 -0.06 8.59
5155.86 -0.056 8.6
5164.46 -0.053 8.62
5173.08 -0.049 8.64
5181.72 -0.048 8.65
5190.37 -0.047 8.66
5199.03 -0.047 8.68
5207.71 -0.047 8.69
5216.4 -0.046 8.71
5225.11 -0.046 8.72
5233.83 -0.044 8.74
5242.57 -0.042 8.75
5251.32 -0.039 8.76
5260.08 -0.037 8.79
5268.87 -0.035 8.79
5277.66 -0.033 8.81
5286.47 -0.031 8.82
5295.29 -0.029 8.84
5304.13 -0.026 8.86
5312.99 -0.024 8.86
5321.85 -0.022 8.89
5330.74 -0.021 8.9
5339.64 -0.021 8.91
5348.55 -0.02 8.93
5357.48 -0.02 8.94
5366.42 -0.02 8.96
5375.38 -0.019 8.97
5384.35 -0.017 8.99
5393.34 -0.015 9.0
5402.34 -0.013 9.02
5411.36 -0.011 9.03
5420.39 -0.008 9.05
5429.44 -0.007 9.06
5438.5 -0.005 9.08
5447.58 -0.004 9.09
5456.67 -0.003 9.11
5465.78 -0.002 9.12
5474.9 -0.001 9.14
5484.04 0.001 9.16
5493.2 0.002 9.17
5502.37 0.004 9.18
5511.55 0.006 9.2
5520.75 0.007 9.22
5529.97 0.009 9.23
5539.2 0.011 9.24
5548.44 0.013 9.27
5557.71 0.015 9.27
5566.98 0.017 9.29
5576.27 0.019 9.31
5585.58 0.021 9.33
5594.91 0.022 9.34
5604.25 0.024 9.35
5613.6 0.025 9.37
5622.97 0.027 9.39
5632.36 0.029 9.4
5641.76 0.031 9.41
5651.17 0.032 9.44
5660.61 0.034 9.45
5670.06 0.036 9.46
5679.52 0.038 9.48
5689.0 0.04 9.5
5698.5 0.041 9.51
5708.01 0.043 9.53
5717.54 0.044 9.54
5727.08 0.046 9.56
5736.64 0.048 9.58
5746.22 0.05 9.59
5755.81 0.052 9.61
5765.42 0.054 9.62
5775.04 0.056 9.64
5784.68 0.058 9.66
5794.34 0.059 9.67
5804.01 0.061 9.69
5813.7 0.063 9.7
5823.4 0.064 9.72
5833.12 0.066 9.74
5842.86 0.069 9.75
5852.61 0.071 9.77
5862.38 0.073 9.79
5872.17 0.076 9.8
5881.97 0.077 9.82
5891.79 0.079 9.83
5901.62 0.08 9.85
5911.47 0.081 9.87
5921.34 0.082 9.88
5931.22 0.084 9.9
5941.12 0.086 9.92
5951.04 0.088 9.93
5960.97 0.09 9.95
5970.92 0.092 9.97
5980.89 0.094 9.98
5990.87 0.096 10.0
6000.87 0.098 10.02
6010.89 0.1 10.03
6020.92 0.102 10.05
6030.97 0.104 10.07
6041.04 0.105 10.08
6051.12 0.107 10.11
6061.23 0.109 10.11
6071.34 0.11 10.14
6081.48 0.112 10.15
