w fl
4293.9358152 92090000.0
4293.9787547 92080000.0
4294.0216947 92070000.0
4294.0646351 92060000.0
4294.1075759 92050000.0
4294.1505171 92040000.0
4294.1934588 92040000.0
4294.2364009 92030000.0
4294.2793435 92030000.0
4294.3222864 92020000.0
4294.3652298 92010000.0
4294.4081737 92010000.0
4294.4511179 92010000.0
4294.4940626 92000000.0
4294.5370077 91990000.0
4294.5799532 91990000.0
4294.6228992 91980000.0
4294.6658456 91980000.0
4294.7087924 91980000.0
4294.7517397 91980000.0
4294.7946874 91970000.0
4294.8376355 91940000.0
4294.8805841 91760000.0
4294.923533 91180000.0
4294.9664824 89950000.0
4295.0094323 88210000.0
4295.0523825 86460000.0
4295.0953332 85100000.0
4295.1382844 84140000.0
4295.1812359 83470000.0
4295.2241879 83020000.0
4295.2671403 82740000.0
4295.3100932 82620000.0
4295.3530464 82650000.0
4295.3960001 82840000.0
4295.4389543 83200000.0
4295.4819088 83760000.0
4295.5248638 84590000.0
4295.5678192 85770000.0
4295.6107751 87340000.0
4295.6537314 89050000.0
4295.6966881 90420000.0
4295.7396452 91150000.0
4295.7826028 91390000.0
4295.8255608 91420000.0
4295.8685192 91420000.0
4295.9114781 91410000.0
4295.9544374 91410000.0
4295.9973971 91400000.0
4296.0403572 91400000.0
4296.0833178 91400000.0
4296.1262788 91410000.0
4296.1692402 91420000.0
4296.2122021 91440000.0
4296.2551644 91480000.0
4296.2981271 91550000.0
4296.3410903 91630000.0
4296.3840539 91690000.0
4296.4270179 91700000.0
4296.4699823 91700000.0
4296.5129472 91690000.0
4296.5559125 91680000.0
4296.5988782 91660000.0
4296.6418444 91650000.0
4296.684811 91630000.0
4296.727778 91600000.0
4296.7707454 91580000.0
4296.8137133 91560000.0
4296.8566816 91540000.0
4296.8996504 91520000.0
4296.9426195 91510000.0
4296.9855891 91500000.0
4297.0285592 91480000.0
4297.0715296 91470000.0
4297.1145005 91460000.0
4297.1574718 91450000.0
4297.2004436 91450000.0
4297.2434157 91450000.0
4297.2863883 91450000.0
4297.3293614 91420000.0
4297.3723348 91250000.0
4297.4153087 90730000.0
4297.4582831 89840000.0
4297.5012578 88850000.0
4297.544233 88040000.0
4297.5872086 87470000.0
4297.6301847 87080000.0
4297.6731611 86810000.0
4297.716138 86630000.0
4297.7591154 86530000.0
4297.8020931 86520000.0
4297.8450713 86580000.0
4297.88805 86720000.0
4297.931029 86960000.0
4297.9740085 87310000.0
4298.0169884 87820000.0
4298.0599687 88560000.0
4298.1029495 89530000.0
4298.1459307 90470000.0
4298.1889123 91070000.0
4298.2318944 91300000.0
4298.2748769 91350000.0
4298.3178598 91350000.0
4298.3608432 91350000.0
4298.4038269 91350000.0
4298.4468112 91340000.0
4298.4897958 91330000.0
4298.5327809 91330000.0
4298.5757664 91320000.0
4298.6187523 91300000.0
4298.6617387 91290000.0
4298.7047254 91280000.0
4298.7477127 91260000.0
4298.7907003 91250000.0
4298.8336884 91230000.0
4298.8766769 91180000.0
4298.9196658 91120000.0
4298.9626552 91050000.0
4299.005645 91000000.0
4299.0486352 90960000.0
4299.0916259 90930000.0
4299.134617 90910000.0
4299.1776085 90890000.0
4299.2206004 90880000.0
4299.2635928 90860000.0
4299.3065856 90860000.0
4299.3495789 90860000.0
4299.3925725 90860000.0
4299.4355666 90860000.0
4299.4785612 90870000.0
4299.5215561 90890000.0
4299.5645515 90920000.0
4299.6075473 90970000.0
4299.6505436 91000000.0
4299.6935403 91000000.0
4299.7365374 91000000.0
4299.7795349 90980000.0
4299.8225329 90930000.0
4299.8655313 90840000.0
4299.9085301 90760000.0
4299.9515293 90690000.0
4299.994529 90610000.0
4300.0375292 90380000.0
4300.0805297 89820000.0
4300.1235307 88990000.0
4300.1665321 88160000.0
4300.2095339 87550000.0
4300.2525362 87140000.0
4300.2955389 86860000.0
4300.338542 86680000.0
4300.3815456 86570000.0
4300.4245496 86540000.0
4300.467554 86580000.0
4300.5105588 86700000.0
4300.5535641 86900000.0
4300.5965698 87140000.0
4300.6395759 87450000.0
4300.6825825 87880000.0
4300.7255895 88520000.0
4300.7685969 89340000.0
4300.8116048 89990000.0
4300.8546131 89970000.0
4300.8976218 88970000.0
4300.940631 87200000.0
4300.9836405 85230000.0
4301.0266505 83580000.0
4301.069661 82380000.0
4301.1126718 81530000.0
4301.1556831 80940000.0
4301.1986949 80580000.0
4301.241707 80400000.0
4301.2847196 80410000.0
4301.3277326 80610000.0
4301.3707461 80990000.0
4301.41376 81600000.0
4301.4567743 82480000.0
4301.499789 83730000.0
4301.5428042 85430000.0
4301.5858198 87390000.0
4301.6288358 89060000.0
4301.6718523 90030000.0
4301.7148692 90370000.0
4301.7578865 90420000.0
4301.8009042 90410000.0
4301.8439224 90400000.0
4301.886941 90390000.0
4301.9299601 90370000.0
4301.9729795 90340000.0
4302.0159994 90320000.0
4302.0590198 90310000.0
4302.1020405 90310000.0
4302.1450617 90320000.0
4302.1880834 90310000.0
4302.2311054 90300000.0
4302.2741279 90300000.0
4302.3171508 90300000.0
4302.3601742 90310000.0
4302.4031979 90330000.0
4302.4462221 90340000.0
4302.4892468 90340000.0
4302.5322718 90330000.0
4302.5752973 90340000.0
4302.6183232 90350000.0
4302.6613496 90340000.0
4302.7043764 90230000.0
4302.7474036 89850000.0
4302.7904313 89140000.0
4302.8334593 88330000.0
4302.8764878 87680000.0
4302.9195168 87240000.0
4302.9625461 86950000.0
4303.0055759 86730000.0
4303.0486062 86580000.0
4303.0916368 86470000.0
4303.1346679 86420000.0
4303.1776994 86440000.0
4303.2207314 86510000.0
4303.2637638 86630000.0
4303.3067966 86800000.0
4303.3498298 86980000.0
4303.3928635 87170000.0
4303.4358976 87520000.0
4303.4789321 88000000.0
4303.5219671 88380000.0
4303.5650025 88500000.0
4303.6080383 88470000.0
4303.6510745 88420000.0
4303.6941112 88390000.0
4303.7371483 88380000.0
4303.7801859 88400000.0
4303.8232239 88420000.0
4303.8662623 88460000.0
4303.9093011 88500000.0
4303.9523404 88430000.0
4303.9953801 87970000.0
4304.0384202 86850000.0
4304.0814607 85130000.0
4304.1245017 83240000.0
4304.1675431 81560000.0
4304.210585 80220000.0
4304.2536273 79240000.0
4304.29667 78550000.0
4304.3397131 78130000.0
4304.3827567 77950000.0
4304.4258007 78010000.0
4304.4688451 78310000.0
4304.51189 78870000.0
4304.5549353 79720000.0
4304.597981 80910000.0
4304.6410271 82540000.0
4304.6840737 84610000.0
4304.7271207 86780000.0
4304.7701682 88460000.0
4304.813216 89350000.0
4304.8562644 89640000.0
4304.8993131 89690000.0
4304.9423623 89670000.0
4304.9854118 89660000.0
4305.0284619 89650000.0
4305.0715123 89650000.0
4305.1145632 89640000.0
4305.1576145 89640000.0
4305.2006663 89630000.0
4305.2437185 89620000.0
4305.2867711 89610000.0
4305.3298241 89600000.0
4305.3728776 89580000.0
4305.4159315 89560000.0
4305.4589858 89550000.0
4305.5020406 89540000.0
4305.5450958 89530000.0
4305.5881514 89510000.0
4305.6312074 89490000.0
4305.6742639 89470000.0
4305.7173208 89460000.0
4305.7603782 89440000.0
4305.803436 89430000.0
4305.8464942 89420000.0
4305.8895528 89420000.0
4305.9326119 89420000.0
4305.9756714 89410000.0
4306.0187313 89420000.0
4306.0617917 89430000.0
4306.1048525 89440000.0
4306.1479137 89440000.0
4306.1909753 89430000.0
4306.2340374 89400000.0
4306.2770999 89320000.0
4306.3201629 89200000.0
4306.3632262 89050000.0
4306.40629 88940000.0
4306.4493543 88870000.0
4306.4924189 88800000.0
4306.535484 88720000.0
4306.5785496 88610000.0
4306.6216155 88500000.0
4306.6646819 88410000.0
4306.7077487 88360000.0
4306.750816 88320000.0
4306.7938837 88300000.0
4306.8369518 88290000.0
4306.8800203 88300000.0
4306.9230893 88350000.0
4306.9661587 88440000.0
4307.0092285 88570000.0
4307.0522988 88670000.0
4307.0953695 88720000.0
4307.1384406 88750000.0
4307.1815122 88780000.0
4307.2245842 88840000.0
4307.2676566 88920000.0
4307.3107294 89000000.0
4307.3538027 89030000.0
4307.3968764 89040000.0
4307.4399506 89050000.0
4307.4830251 89050000.0
4307.5261001 89050000.0
4307.5691756 89040000.0
4307.6122514 89020000.0
4307.6553277 89010000.0
4307.6984044 88990000.0
4307.7414816 88950000.0
4307.7845592 88880000.0
4307.8276372 88790000.0
4307.8707157 88710000.0
4307.9137945 88650000.0
4307.9568738 88610000.0
4307.9999536 88570000.0
4308.0430338 88550000.0
4308.0861144 88530000.0
4308.1291954 88510000.0
4308.1722769 88500000.0
4308.2153588 88500000.0
4308.2584411 88500000.0
4308.3015238 88500000.0
4308.344607 88510000.0
4308.3876906 88540000.0
4308.4307747 88570000.0
4308.4738592 88620000.0
4308.5169441 88650000.0
4308.5600294 88620000.0
4308.6031152 88500000.0
4308.6462014 88230000.0
4308.689288 87610000.0
4308.7323751 86320000.0
4308.7754626 84270000.0
4308.8185505 81800000.0
4308.8616389 79500000.0
4308.9047277 77700000.0
4308.9478169 76380000.0
4308.9909065 75440000.0
4309.0339966 74820000.0
4309.0770871 74490000.0
4309.1201781 74440000.0
4309.1632695 74680000.0
4309.2063613 75210000.0
4309.2494535 76090000.0
4309.2925462 77370000.0
4309.3356393 79090000.0
4309.3787328 81300000.0
4309.4218267 83770000.0
4309.4649211 85950000.0
4309.508016 87380000.0
4309.5511112 88020000.0
4309.5942069 88190000.0
4309.637303 88220000.0
4309.6803996 88230000.0
4309.7234965 88240000.0
4309.7665939 88230000.0
4309.8096918 88220000.0
4309.85279 88180000.0
4309.8958887 88120000.0
4309.9389879 88050000.0
4309.9820874 88000000.0
4310.0251874 87960000.0
4310.0682879 87930000.0
4310.1113887 87900000.0
4310.15449 87860000.0
4310.1975917 87800000.0
4310.2406939 87680000.0
4310.2837964 87550000.0
4310.3268995 87430000.0
4310.3700029 87330000.0
4310.4131068 87260000.0
4310.4562111 87200000.0
4310.4993158 87140000.0
4310.542421 87080000.0
4310.5855266 87060000.0
4310.6286326 87050000.0
4310.6717391 87040000.0
4310.7148459 87030000.0
4310.7579533 87030000.0
4310.801061 87050000.0
4310.8441692 87090000.0
4310.8872778 87170000.0
4310.9303869 87280000.0
4310.9734963 87390000.0
4311.0166062 87450000.0
4311.0597166 87490000.0
4311.1028274 87510000.0
4311.1459386 87540000.0
4311.1890502 87580000.0
4311.2321622 87610000.0
4311.2752747 87610000.0
4311.3183877 87590000.0
4311.361501 87570000.0
4311.4046148 87550000.0
4311.447729 87520000.0
4311.4908437 87500000.0
4311.5339588 87480000.0
4311.5770743 87460000.0
4311.6201902 87440000.0
4311.6633066 87420000.0
4311.7064234 87400000.0
4311.7495406 87380000.0
4311.7926583 87370000.0
4311.8357764 87350000.0
4311.8788949 87340000.0
4311.9220139 87330000.0
4311.9651333 87320000.0
4312.0082531 87290000.0
4312.0513734 87270000.0
4312.094494 87250000.0
4312.1376152 87230000.0
4312.1807367 87200000.0
4312.2238587 87180000.0
4312.2669811 87160000.0
4312.3101039 87140000.0
4312.3532272 87120000.0
4312.3963509 87100000.0
4312.4394751 87080000.0
4312.4825996 87060000.0
4312.5257246 87040000.0
4312.5688501 87020000.0
4312.6119759 87010000.0
4312.6551022 86990000.0
4312.6982289 86980000.0
4312.7413561 86960000.0
4312.7844837 86940000.0
4312.8276117 86920000.0
4312.8707401 86890000.0
4312.913869 86870000.0
4312.9569983 86850000.0
4313.0001281 86830000.0
4313.0432583 86810000.0
4313.0863889 86780000.0
4313.1295199 86760000.0
4313.1726514 86730000.0
4313.2157833 86710000.0
4313.2589156 86690000.0
4313.3020484 86660000.0
4313.3451815 86640000.0
4313.3883152 86610000.0
4313.4314492 86590000.0
4313.4745837 86570000.0
4313.5177186 86540000.0
4313.560854 86520000.0
4313.6039898 86480000.0
4313.647126 86360000.0
4313.6902626 85990000.0
4313.7333997 85260000.0
4313.7765372 84330000.0
4313.8196751 83510000.0
4313.8628135 82910000.0
4313.9059523 82480000.0
4313.9490915 82170000.0
4313.9922312 81950000.0
4314.0353713 81810000.0
4314.0785118 81740000.0
4314.1216528 81740000.0
4314.1647942 81800000.0
4314.207936 81940000.0
4314.2510782 82170000.0
4314.2942209 82510000.0
4314.337364 83050000.0
4314.3805076 83830000.0
4314.4236516 84730000.0
4314.466796 85450000.0
4314.5099408 85820000.0
4314.5530861 85940000.0
4314.5962318 85960000.0
4314.6393779 85950000.0
4314.6825245 85930000.0
4314.7256715 85900000.0
4314.7688189 85880000.0
4314.8119668 85840000.0
4314.8551151 85740000.0
4314.8982638 85420000.0
4314.9414129 84720000.0
4314.9845625 83780000.0
4315.0277126 82900000.0
4315.070863 82250000.0
4315.1140139 81720000.0
4315.1571652 81120000.0
4315.2003169 80400000.0
4315.2434691 79710000.0
4315.2866217 79220000.0
4315.3297748 78920000.0
4315.3729282 78780000.0
4315.4160821 78770000.0
4315.4592365 78880000.0
4315.5023912 79150000.0
4315.5455464 79630000.0
4315.5887021 80400000.0
4315.6318581 81370000.0
4315.6750146 82270000.0
4315.7181715 82840000.0
4315.7613289 83130000.0
4315.8044867 83200000.0
4315.8476449 83050000.0
4315.8908035 82650000.0
4315.9339626 82020000.0
4315.9771221 81250000.0
4316.0202821 80550000.0
4316.0634425 80040000.0
4316.1066033 79690000.0
4316.1497645 79460000.0
4316.1929262 79330000.0
4316.2360883 79280000.0
4316.2792508 79310000.0
4316.3224138 79430000.0
4316.3655772 79640000.0
4316.408741 79980000.0
4316.4519053 80500000.0
4316.4950699 81280000.0
4316.5382351 82240000.0
4316.5814006 83140000.0
4316.6245666 83800000.0
4316.667733 84230000.0
4316.7108999 84440000.0
4316.7540672 84490000.0
4316.7972349 84470000.0
4316.840403 84440000.0
4316.8835716 84420000.0
4316.9267406 84390000.0
4316.96991 84370000.0
4317.0130799 84350000.0
4317.0562502 84320000.0
4317.099421 84290000.0
4317.1425921 84260000.0
4317.1857637 84210000.0
4317.2289358 84170000.0
4317.2721082 84130000.0
4317.3152811 84090000.0
4317.3584544 84050000.0
4317.4016282 84020000.0
4317.4448024 83980000.0
4317.487977 83940000.0
4317.5311521 83900000.0
4317.5743275 83850000.0
4317.6175035 83760000.0
4317.6606798 83580000.0
4317.7038566 83370000.0
4317.7470338 83190000.0
4317.7902114 83070000.0
4317.8333895 82990000.0
4317.876568 82920000.0
4317.919747 82860000.0
4317.9629263 82810000.0
4318.0061061 82760000.0
4318.0492864 82730000.0
4318.092467 82710000.0
4318.1356481 82710000.0
4318.1788297 82710000.0
4318.2220116 82720000.0
4318.265194 82770000.0
4318.3083768 82870000.0
4318.3515601 83020000.0
4318.3947438 83160000.0
4318.4379279 83220000.0
4318.4811124 83210000.0
4318.5242974 83180000.0
4318.5674828 83150000.0
4318.6106687 83120000.0
4318.653855 83090000.0
4318.6970417 83050000.0
4318.7402288 83020000.0
4318.7834164 82980000.0
4318.8266044 82950000.0
4318.8697928 82920000.0
4318.9129817 82890000.0
4318.956171 82850000.0
4318.9993608 82810000.0
4319.0425509 82760000.0
4319.0857415 82710000.0
4319.1289326 82650000.0
4319.172124 82590000.0
4319.2153159 82540000.0
4319.2585082 82490000.0
4319.301701 82450000.0
4319.3448942 82400000.0
4319.3880878 82350000.0
4319.4312819 82300000.0
4319.4744763 82210000.0
4319.5176713 82080000.0
4319.5608666 81920000.0
4319.6040624 81790000.0
4319.6472586 81700000.0
4319.6904552 81640000.0
4319.7336523 81590000.0
4319.7768498 81540000.0
4319.8200478 81500000.0
4319.8632461 81460000.0
4319.906445 81430000.0
4319.9496442 81400000.0
4319.9928439 81370000.0
4320.036044 81360000.0
4320.0792445 81370000.0
4320.1224455 81380000.0
4320.1656469 81430000.0
4320.2088487 81510000.0
4320.2520509 81560000.0
4320.2952536 81560000.0
4320.3384568 81510000.0
4320.3816603 81450000.0
4320.4248643 81400000.0
4320.4680687 81340000.0
4320.5112736 81270000.0
4320.5544789 81200000.0
4320.5976846 81120000.0
4320.6408907 81040000.0
4320.6840973 80970000.0
4320.7273043 80920000.0
4320.7705118 80860000.0
4320.8137197 80820000.0
4320.856928 80780000.0
4320.9001367 80750000.0
4320.9433459 80720000.0
4320.9865555 80700000.0
4321.0297655 80680000.0
4321.072976 80650000.0
4321.1161869 80630000.0
4321.1593982 80600000.0
4321.20261 80590000.0
4321.2458222 80570000.0
4321.2890348 80540000.0
4321.3322479 80500000.0
4321.3754614 80450000.0
4321.4186753 80400000.0
4321.4618897 80340000.0
4321.5051045 80240000.0
4321.5483197 79980000.0
4321.5915354 79470000.0
4321.6347514 78790000.0
4321.677968 78180000.0
4321.7211849 77740000.0
4321.7644023 77400000.0
4321.8076201 77080000.0
4321.8508384 76750000.0
4321.894057 76470000.0
4321.9372762 76280000.0
4321.9804957 76170000.0
4322.0237157 76130000.0
4322.0669361 76140000.0
4322.1101569 76210000.0
4322.1533782 76350000.0
4322.1965999 76600000.0
4322.2398221 77020000.0
4322.2830446 77590000.0
4322.3262676 78110000.0
4322.3694911 78390000.0
4322.4127149 78490000.0
4322.4559392 78550000.0
4322.499164 78650000.0
4322.5423891 78770000.0
4322.5856147 78840000.0
4322.6288408 78840000.0
4322.6720672 78800000.0
4322.7152941 78750000.0
4322.7585214 78710000.0
4322.8017492 78660000.0
4322.8449774 78620000.0
4322.888206 78580000.0
4322.9314351 78530000.0
4322.9746646 78480000.0
4323.0178945 78420000.0
4323.0611248 78360000.0
4323.1043556 78300000.0
4323.1475868 78250000.0
4323.1908185 78190000.0
4323.2340506 78130000.0
4323.2772831 78070000.0
4323.320516 78020000.0
4323.3637494 77960000.0
4323.4069832 77910000.0
4323.4502174 77860000.0
4323.4934521 77800000.0
4323.5366872 77750000.0
4323.5799228 77690000.0
4323.6231587 77630000.0
4323.6663951 77570000.0
4323.709632 77510000.0
4323.7528692 77440000.0
4323.796107 77380000.0
4323.8393451 77310000.0
4323.8825837 77240000.0
4323.9258227 77180000.0
4323.9690621 77120000.0
4324.0123019 77050000.0
4324.0555422 76990000.0
4324.098783 76930000.0
4324.1420241 76870000.0
4324.1852657 76810000.0
4324.2285077 76750000.0
4324.2717502 76690000.0
4324.3149931 76630000.0
4324.3582364 76560000.0
4324.4014802 76500000.0
4324.4447244 76440000.0
4324.487969 76380000.0
4324.531214 76320000.0
4324.5744595 76250000.0
4324.6177054 76190000.0
4324.6609518 76120000.0
4324.7041986 76050000.0
4324.7474458 75980000.0
4324.7906934 75910000.0
4324.8339415 75840000.0
4324.87719 75780000.0
4324.920439 75710000.0
4324.9636883 75640000.0
4325.0069382 75570000.0
4325.0501884 75500000.0
4325.0934391 75420000.0
4325.1366902 75340000.0
4325.1799417 75260000.0
4325.2231937 75190000.0
4325.2664461 75110000.0
4325.3096989 75040000.0
4325.3529522 74960000.0
4325.3962059 74890000.0
4325.43946 74810000.0
4325.4827146 74730000.0
4325.5259696 74660000.0
4325.569225 74580000.0
4325.6124809 74510000.0
4325.6557372 74440000.0
4325.6989939 74370000.0
4325.7422511 74300000.0
4325.7855087 74170000.0
4325.8287667 73900000.0
4325.8720252 73470000.0
4325.9152841 73010000.0
4325.9585434 72630000.0
4326.0018032 72360000.0
4326.0450634 72160000.0
4326.088324 72000000.0
4326.131585 71870000.0
4326.1748465 71770000.0
4326.2181084 71680000.0
4326.2613708 71600000.0
4326.3046336 71510000.0
4326.3478968 71420000.0
4326.3911605 71350000.0
4326.4344245 71320000.0
4326.4776891 71360000.0
4326.520954 71480000.0
4326.5642194 71420000.0
4326.6074852 70790000.0
4326.6507515 69450000.0
4326.6940181 67760000.0
4326.7372853 66220000.0
4326.7805528 65010000.0
4326.8238208 64090000.0
4326.8670892 63420000.0
4326.910358 62980000.0
4326.9536273 62760000.0
4326.996897 62730000.0
4327.0401672 62890000.0
4327.0834377 63230000.0
4327.1267087 63750000.0
4327.1699802 64470000.0
4327.2132521 65460000.0
4327.2565244 66790000.0
4327.2997971 68330000.0
4327.3430703 69710000.0
4327.3863439 70570000.0
4327.4296179 70890000.0
4327.4728924 70920000.0
4327.5161673 70860000.0
4327.5594426 70770000.0
4327.6027184 70660000.0
4327.6459946 70530000.0
4327.6892712 70420000.0
4327.7325483 70310000.0
4327.7758258 70210000.0
4327.8191037 70110000.0
4327.8623821 70020000.0
4327.9056609 69920000.0
4327.9489401 69810000.0
4327.9922198 69680000.0
4328.0354999 69570000.0
4328.0787804 69480000.0
4328.1220613 69400000.0
4328.1653427 69340000.0
4328.2086246 69290000.0
4328.2519068 69230000.0
4328.2951895 69160000.0
4328.3384726 69080000.0
4328.3817562 69000000.0
4328.4250402 68910000.0
4328.4683246 68820000.0
4328.5116095 68740000.0
4328.5548948 68660000.0
4328.5981805 68590000.0
4328.6414666 68540000.0
4328.6847532 68480000.0
4328.7280402 68400000.0
4328.7713277 68310000.0
4328.8146156 68190000.0
4328.8579039 68080000.0
4328.9011927 67980000.0
4328.9444818 67870000.0
4328.9877715 67770000.0
4329.0310615 67670000.0
4329.074352 67560000.0
4329.1176429 67460000.0
4329.1609343 67360000.0
4329.204226 67260000.0
4329.2475183 67160000.0
4329.2908109 67060000.0
4329.334104 66960000.0
4329.3773975 66860000.0
4329.4206915 66770000.0
4329.4639858 66680000.0
4329.5072806 66580000.0
4329.5505759 66480000.0
4329.5938716 66380000.0
4329.6371677 66270000.0
4329.6804642 66170000.0
4329.7237612 66060000.0
4329.7670586 65950000.0
4329.8103565 65850000.0
4329.8536547 65740000.0
4329.8969534 65630000.0
4329.9402526 65520000.0
4329.9835522 65410000.0
4330.0268522 65300000.0
4330.0701526 65190000.0
4330.1134535 65080000.0
4330.1567548 64970000.0
4330.2000565 64860000.0
4330.2433587 64750000.0
4330.2866613 64640000.0
4330.3299644 64530000.0
4330.3732678 64410000.0
4330.4165717 64300000.0
4330.4598761 64190000.0
4330.5031808 64080000.0
4330.5464861 63960000.0
4330.5897917 63850000.0
4330.6330978 63740000.0
4330.6764043 63620000.0
4330.7197112 63510000.0
4330.7630186 63390000.0
4330.8063264 63280000.0
4330.8496346 63160000.0
4330.8929433 63050000.0
4330.9362524 62930000.0
4330.9795619 62810000.0
4331.0228719 62680000.0
4331.0661823 62510000.0
4331.1094931 62290000.0
4331.1528044 62030000.0
4331.1961161 61790000.0
4331.2394282 61600000.0
4331.2827408 61430000.0
4331.3260538 61280000.0
4331.3693672 61130000.0
4331.4126811 61000000.0
4331.4559954 60860000.0
4331.4993101 60730000.0
4331.5426253 60580000.0
4331.5859409 60410000.0
4331.6292569 60260000.0
4331.6725734 60130000.0
4331.7158903 60040000.0
4331.7592076 59990000.0
4331.8025254 59980000.0
4331.8458436 59980000.0
4331.8891622 59910000.0
4331.9324813 59810000.0
4331.9758008 59690000.0
4332.0191207 59570000.0
4332.0624411 59460000.0
4332.1057619 59350000.0
4332.1490831 59240000.0
4332.1924048 59150000.0
4332.2357269 59080000.0
4332.2790494 59020000.0
4332.3223724 58940000.0
4332.3656958 58840000.0
4332.4090196 58720000.0
4332.4523439 58590000.0
4332.4956686 58460000.0
4332.5389937 58330000.0
4332.5823193 58200000.0
4332.6256452 58060000.0
4332.6689717 57930000.0
4332.7122985 57790000.0
4332.7556258 57660000.0
4332.7989536 57520000.0
4332.8422817 57380000.0
4332.8856103 57250000.0
4332.9289394 57110000.0
4332.9722688 56970000.0
4333.0155987 56830000.0
4333.058929 56700000.0
4333.1022598 56570000.0
4333.145591 56430000.0
4333.1889226 56300000.0
4333.2322547 56170000.0
4333.2755872 56030000.0
4333.3189201 55900000.0
4333.3622535 55770000.0
4333.4055873 55630000.0
4333.4489215 55500000.0
4333.4922562 55360000.0
4333.5355913 55230000.0
4333.5789268 55090000.0
4333.6222628 54960000.0
4333.6655992 54820000.0
4333.708936 54670000.0
4333.7522732 54520000.0
4333.7956109 54370000.0
4333.8389491 54220000.0
4333.8822876 54070000.0
4333.9256266 53930000.0
4333.9689661 53780000.0
4334.0123059 53640000.0
4334.0556462 53490000.0
4334.0989869 53340000.0
4334.1423281 53200000.0
4334.1856697 53050000.0
4334.2290117 52910000.0
4334.2723542 52770000.0
4334.3156971 52620000.0
4334.3590404 52480000.0
4334.4023842 52350000.0
4334.4457284 52210000.0
4334.489073 52080000.0
4334.5324181 51940000.0
4334.5757636 51790000.0
4334.6191095 51630000.0
4334.6624559 51460000.0
4334.7058027 51290000.0
4334.7491499 51130000.0
4334.7924976 50970000.0
4334.8358457 50810000.0
4334.8791942 50660000.0
4334.9225432 50510000.0
4334.9658926 50350000.0
4335.0092424 50200000.0
4335.0525927 50050000.0
4335.0959434 49900000.0
4335.1392945 49750000.0
4335.1826461 49600000.0
4335.2259981 49460000.0
4335.2693505 49320000.0
4335.3127034 49190000.0
4335.3560567 49060000.0
4335.3994104 48920000.0
4335.4427646 48770000.0
4335.4861192 48620000.0
4335.5294742 48470000.0
4335.5728297 48310000.0
4335.6161856 48160000.0
4335.6595419 48000000.0
4335.7028987 47840000.0
4335.7462559 47690000.0
4335.7896135 47530000.0
4335.8329716 47380000.0
4335.8763301 47220000.0
4335.919689 47060000.0
4335.9630484 46900000.0
4336.0064082 46740000.0
4336.0497684 46580000.0
4336.0931291 46420000.0
4336.1364902 46260000.0
4336.1798517 46100000.0
4336.2232137 45930000.0
4336.2665761 45770000.0
4336.309939 45610000.0
4336.3533022 45450000.0
4336.3966659 45290000.0
4336.4400301 45130000.0
4336.4833947 44960000.0
4336.5267597 44800000.0
4336.5701251 44640000.0
4336.613491 44470000.0
4336.6568573 44310000.0
4336.700224 44140000.0
4336.7435912 43980000.0
4336.7869588 43810000.0
4336.8303269 43640000.0
4336.8736953 43480000.0
4336.9170642 43310000.0
4336.9604336 43140000.0
4337.0038034 42980000.0
4337.0471736 42810000.0
4337.0905442 42640000.0
4337.1339153 42470000.0
4337.1772868 42300000.0
4337.2206588 42130000.0
4337.2640311 41960000.0
4337.307404 41790000.0
4337.3507772 41620000.0
4337.3941509 41440000.0
4337.437525 41270000.0
4337.4808995 41100000.0
4337.5242745 40930000.0
4337.5676499 40750000.0
4337.6110258 40580000.0
4337.6544021 40400000.0
4337.6977788 40230000.0
4337.741156 40050000.0
4337.7845335 39880000.0
4337.8279116 39700000.0
4337.87129 39510000.0
4337.9146689 39310000.0
4337.9580482 39110000.0
4338.001428 38920000.0
4338.0448082 38730000.0
4338.0881888 38540000.0
4338.1315698 38350000.0
4338.1749513 38160000.0
4338.2183332 37970000.0
4338.2617156 37790000.0
4338.3050984 37600000.0
4338.3484816 37420000.0
4338.3918653 37240000.0
4338.4352494 37060000.0
4338.4786339 36890000.0
4338.5220189 36720000.0
4338.5654042 36550000.0
4338.6087901 36390000.0
4338.6521763 36220000.0
4338.695563 36030000.0
4338.7389502 35800000.0
4338.7823377 35520000.0
4338.8257257 35200000.0
4338.8691142 34910000.0
4338.912503 34640000.0
4338.9558923 34410000.0
4338.999282 34190000.0
4339.0426722 33970000.0
4339.0860628 33770000.0
4339.1294538 33580000.0
4339.1728453 33390000.0
4339.2162372 33210000.0
4339.2596296 33030000.0
4339.3030223 32870000.0
4339.3464155 32720000.0
4339.3898092 32590000.0
4339.4332032 32490000.0
4339.4765977 32430000.0
4339.5199927 32350000.0
4339.5633881 32220000.0
4339.6067839 32030000.0
4339.6501801 31830000.0
4339.6935768 31630000.0
4339.7369739 31430000.0
4339.7803714 31230000.0
4339.8237694 31020000.0
4339.8671678 30820000.0
4339.9105667 30620000.0
4339.9539659 30410000.0
4339.9973657 30210000.0
4340.0407658 30000000.0
4340.0841664 29790000.0
4340.1275674 29580000.0
4340.1709689 29380000.0
4340.2143707 29170000.0
4340.2577731 28960000.0
4340.3011758 28750000.0
4340.344579 28540000.0
4340.3879826 28320000.0
4340.4313867 28100000.0
4340.4747912 27880000.0
4340.5181961 27660000.0
4340.5616014 27430000.0
4340.6050072 27200000.0
4340.6484134 26970000.0
4340.6918201 26740000.0
