w fl
4740.5049182 69940000.0
4740.5523234 69870000.0
4740.5997291 69790000.0
4740.6471353 69700000.0
4740.694542 69600000.0
4740.7419491 69520000.0
4740.7893567 69460000.0
4740.8367648 69420000.0
4740.8841733 69400000.0
4740.9315824 69400000.0
4740.9789919 69410000.0
4741.0264019 69430000.0
4741.0738123 69470000.0
4741.1212232 69520000.0
4741.1686346 69590000.0
4741.2160465 69680000.0
4741.2634589 69770000.0
4741.3108717 69860000.0
4741.358285 69950000.0
4741.4056988 70020000.0
4741.453113 70070000.0
4741.5005277 70100000.0
4741.5479429 70120000.0
4741.5953586 70130000.0
4741.6427747 70140000.0
4741.6901914 70140000.0
4741.7376084 70150000.0
4741.785026 70140000.0
4741.8324441 70140000.0
4741.8798626 70130000.0
4741.9272816 70130000.0
4741.974701 70130000.0
4742.022121 70130000.0
4742.0695414 70120000.0
4742.1169623 70120000.0
4742.1643836 70120000.0
4742.2118054 70120000.0
4742.2592278 70110000.0
4742.3066505 70110000.0
4742.3540738 70110000.0
4742.4014975 70110000.0
4742.4489217 70100000.0
4742.4963464 70090000.0
4742.5437716 70080000.0
4742.5911972 70070000.0
4742.6386233 70060000.0
4742.6860499 70060000.0
4742.7334769 70050000.0
4742.7809044 70050000.0
4742.8283324 70050000.0
4742.8757609 70050000.0
4742.9231899 70050000.0
4742.9706193 70050000.0
4743.0180492 70050000.0
4743.0654795 70050000.0
4743.1129104 70040000.0
4743.1603417 70040000.0
4743.2077735 70040000.0
4743.2552058 70050000.0
4743.3026385 70050000.0
4743.3500717 70050000.0
4743.3975054 70040000.0
4743.4449396 70040000.0
4743.4923742 70030000.0
4743.5398093 70010000.0
4743.5872449 69990000.0
4743.634681 69980000.0
4743.6821175 69970000.0
4743.7295545 69970000.0
4743.776992 69970000.0
4743.82443 69970000.0
4743.8718684 69970000.0
4743.9193073 69970000.0
4743.9667467 69970000.0
4744.0141866 69970000.0
4744.0616269 69970000.0
4744.1090677 69970000.0
4744.156509 69970000.0
4744.2039507 69980000.0
4744.251393 69990000.0
4744.2988357 69990000.0
4744.3462788 69990000.0
4744.3937225 69990000.0
4744.4411666 69990000.0
4744.4886112 69990000.0
4744.5360563 69980000.0
4744.5835019 69970000.0
4744.6309479 69960000.0
4744.6783944 69960000.0
4744.7258413 69950000.0
4744.7732888 69950000.0
4744.8207367 69950000.0
4744.8681851 69950000.0
4744.915634 69950000.0
4744.9630833 69950000.0
4745.0105332 69960000.0
4745.0579835 69960000.0
4745.1054342 69970000.0
4745.1528855 69970000.0
4745.2003372 69970000.0
4745.2477894 69980000.0
4745.295242 69990000.0
4745.3426952 70000000.0
4745.3901488 70000000.0
4745.4376029 70000000.0
4745.4850575 70000000.0
4745.5325125 69990000.0
4745.579968 69980000.0
4745.627424 69970000.0
4745.6748805 69950000.0
4745.7223374 69910000.0
4745.7697948 69850000.0
4745.8172527 69780000.0
4745.8647111 69700000.0
4745.9121699 69630000.0
4745.9596292 69570000.0
4746.007089 69530000.0
4746.0545493 69500000.0
4746.10201 69490000.0
4746.1494712 69500000.0
4746.1969329 69520000.0
4746.2443951 69560000.0
4746.2918577 69620000.0
4746.3393208 69680000.0
4746.3867844 69750000.0
4746.4342484 69820000.0
4746.481713 69870000.0
4746.529178 69900000.0
4746.5766435 69910000.0
4746.6241094 69920000.0
4746.6715758 69910000.0
4746.7190428 69870000.0
4746.7665101 69810000.0
4746.813978 69740000.0
4746.8614463 69690000.0
4746.9089151 69660000.0
4746.9563844 69640000.0
4747.0038542 69630000.0
4747.0513244 69620000.0
4747.0987951 69610000.0
4747.1462663 69610000.0
4747.1937379 69610000.0
4747.24121 69620000.0
4747.2886826 69620000.0
4747.3361557 69630000.0
4747.3836293 69640000.0
4747.4311033 69660000.0
4747.4785778 69690000.0
4747.5260528 69740000.0
4747.5735282 69780000.0
4747.6210042 69790000.0
4747.6684806 69780000.0
4747.7159574 69770000.0
4747.7634348 69770000.0
4747.8109126 69770000.0
4747.8583909 69770000.0
4747.9058697 69770000.0
4747.9533489 69780000.0
4748.0008286 69780000.0
4748.0483088 69790000.0
4748.0957895 69800000.0
4748.1432707 69820000.0
4748.1907523 69830000.0
4748.2382344 69820000.0
4748.285717 69800000.0
4748.3332 69760000.0
4748.3806835 69730000.0
4748.4281675 69690000.0
4748.475652 69650000.0
4748.5231369 69620000.0
4748.5706224 69600000.0
4748.6181083 69590000.0
4748.6655946 69590000.0
4748.7130815 69600000.0
4748.7605688 69620000.0
4748.8080566 69640000.0
4748.8555449 69670000.0
4748.9030336 69690000.0
4748.9505228 69710000.0
4748.9980125 69720000.0
4749.0455027 69720000.0
4749.0929933 69720000.0
4749.1404845 69720000.0
4749.1879761 69730000.0
4749.2354681 69740000.0
4749.2829607 69740000.0
4749.3304537 69740000.0
4749.3779472 69740000.0
4749.4254412 69730000.0
4749.4729356 69730000.0
4749.5204305 69740000.0
4749.5679259 69740000.0
4749.6154218 69750000.0
4749.6629181 69750000.0
4749.7104149 69770000.0
4749.7579122 69770000.0
4749.80541 69780000.0
4749.8529082 69780000.0
4749.900407 69770000.0
4749.9479062 69770000.0
4749.9954058 69770000.0
4750.042906 69760000.0
4750.0904066 69750000.0
4750.1379077 69750000.0
4750.1854093 69740000.0
4750.2329113 69740000.0
4750.2804138 69740000.0
4750.3279168 69730000.0
4750.3754203 69730000.0
4750.4229242 69730000.0
4750.4704286 69730000.0
4750.5179335 69730000.0
4750.5654389 69720000.0
4750.6129448 69720000.0
4750.6604511 69710000.0
4750.7079579 69710000.0
4750.7554651 69710000.0
4750.8029729 69720000.0
4750.8504811 69720000.0
4750.8979898 69710000.0
4750.945499 69710000.0
4750.9930086 69700000.0
4751.0405187 69690000.0
4751.0880293 69690000.0
4751.1355404 69680000.0
4751.1830519 69680000.0
4751.230564 69680000.0
4751.2780765 69670000.0
4751.3255894 69660000.0
4751.3731029 69660000.0
4751.4206168 69650000.0
4751.4681312 69650000.0
4751.5156461 69650000.0
4751.5631614 69650000.0
4751.6106772 69650000.0
4751.6581935 69660000.0
4751.7057103 69660000.0
4751.7532276 69660000.0
4751.8007453 69660000.0
4751.8482635 69660000.0
4751.8957821 69660000.0
4751.9433013 69660000.0
4751.9908209 69670000.0
4752.038341 69670000.0
4752.0858616 69670000.0
4752.1333826 69670000.0
4752.1809042 69670000.0
4752.2284262 69670000.0
4752.2759486 69660000.0
4752.3234716 69660000.0
4752.370995 69650000.0
4752.4185189 69650000.0
4752.4660433 69650000.0
4752.5135681 69640000.0
4752.5610935 69640000.0
4752.6086193 69640000.0
4752.6561455 69630000.0
4752.7036723 69630000.0
4752.7511995 69620000.0
4752.7987272 69620000.0
4752.8462554 69620000.0
4752.893784 69620000.0
4752.9413132 69620000.0
4752.9888428 69620000.0
4753.0363729 69610000.0
4753.0839034 69610000.0
4753.1314344 69600000.0
4753.1789659 69600000.0
4753.2264979 69600000.0
4753.2740304 69600000.0
4753.3215633 69590000.0
4753.3690967 69590000.0
4753.4166306 69580000.0
4753.464165 69570000.0
4753.5116998 69560000.0
4753.5592351 69560000.0
4753.6067709 69560000.0
4753.6543071 69560000.0
4753.7018439 69560000.0
4753.7493811 69550000.0
4753.7969188 69550000.0
4753.8444569 69550000.0
4753.8919956 69550000.0
4753.9395347 69550000.0
4753.9870742 69560000.0
4754.0346143 69560000.0
4754.0821548 69560000.0
4754.1296959 69560000.0
4754.1772373 69560000.0
4754.2247793 69550000.0
4754.2723217 69550000.0
4754.3198647 69540000.0
4754.367408 69540000.0
4754.4149519 69530000.0
4754.4624962 69530000.0
4754.5100411 69520000.0
4754.5575864 69520000.0
4754.6051321 69520000.0
4754.6526784 69520000.0
4754.7002251 69510000.0
4754.7477723 69520000.0
4754.7953199 69520000.0
4754.8428681 69520000.0
4754.8904167 69520000.0
4754.9379658 69510000.0
4754.9855154 69480000.0
4755.0330654 69440000.0
4755.0806159 69410000.0
4755.1281669 69390000.0
4755.1757184 69370000.0
4755.2232703 69360000.0
4755.2708228 69350000.0
4755.3183757 69340000.0
4755.365929 69340000.0
4755.4134829 69330000.0
4755.4610372 69330000.0
4755.508592 69340000.0
4755.5561473 69340000.0
4755.603703 69350000.0
4755.6512593 69370000.0
4755.698816 69390000.0
4755.7463732 69430000.0
4755.7939308 69460000.0
4755.8414889 69470000.0
4755.8890475 69480000.0
4755.9366066 69480000.0
4755.9841662 69470000.0
4756.0317262 69470000.0
4756.0792867 69460000.0
4756.1268477 69460000.0
4756.1744092 69460000.0
4756.2219711 69460000.0
4756.2695335 69450000.0
4756.3170964 69450000.0
4756.3646598 69450000.0
4756.4122236 69450000.0
4756.4597879 69450000.0
4756.5073527 69450000.0
4756.554918 69440000.0
4756.6024837 69430000.0
4756.6500499 69390000.0
4756.6976166 69340000.0
4756.7451838 69280000.0
4756.7927514 69230000.0
4756.8403195 69190000.0
4756.8878881 69170000.0
4756.9354572 69160000.0
4756.9830267 69150000.0
4757.0305968 69130000.0
4757.0781672 69120000.0
4757.1257382 69110000.0
4757.1733097 69100000.0
4757.2208816 69110000.0
4757.268454 69120000.0
4757.3160269 69150000.0
4757.3636002 69180000.0
4757.411174 69210000.0
4757.4587483 69230000.0
4757.5063231 69220000.0
4757.5538984 69190000.0
4757.6014741 69170000.0
4757.6490503 69160000.0
4757.696627 69150000.0
4757.7442041 69150000.0
4757.7917818 69150000.0
4757.8393599 69160000.0
4757.8869385 69170000.0
4757.9345175 69180000.0
4757.9820971 69180000.0
4758.0296771 69190000.0
4758.0772576 69200000.0
4758.1248385 69220000.0
4758.17242 69260000.0
4758.2200019 69300000.0
4758.2675843 69340000.0
4758.3151671 69360000.0
4758.3627505 69370000.0
4758.4103343 69370000.0
4758.4579186 69360000.0
4758.5055034 69350000.0
4758.5530886 69350000.0
4758.6006743 69350000.0
4758.6482605 69350000.0
4758.6958472 69340000.0
4758.7434343 69340000.0
4758.791022 69330000.0
4758.8386101 69330000.0
4758.8861986 69330000.0
4758.9337877 69320000.0
4758.9813772 69320000.0
4759.0289672 69320000.0
4759.0765577 69310000.0
4759.1241487 69300000.0
4759.1717401 69290000.0
4759.219332 69290000.0
4759.2669244 69290000.0
4759.3145173 69290000.0
4759.3621106 69290000.0
4759.4097044 69280000.0
4759.4572987 69280000.0
4759.5048935 69280000.0
4759.5524887 69280000.0
4759.6000844 69280000.0
4759.6476806 69280000.0
4759.6952773 69280000.0
4759.7428744 69270000.0
4759.790472 69280000.0
4759.8380701 69280000.0
4759.8856687 69280000.0
4759.9332677 69280000.0
4759.9808673 69280000.0
4760.0284673 69280000.0
4760.0760677 69270000.0
4760.1236687 69270000.0
4760.1712701 69260000.0
4760.218872 69250000.0
4760.2664744 69240000.0
4760.3140773 69240000.0
4760.3616806 69230000.0
4760.4092844 69230000.0
4760.4568887 69230000.0
4760.5044934 69230000.0
4760.5520987 69220000.0
4760.5997044 69220000.0
4760.6473106 69220000.0
4760.6949172 69220000.0
4760.7425244 69220000.0
4760.790132 69230000.0
4760.8377401 69230000.0
4760.8853486 69230000.0
4760.9329577 69230000.0
4760.9805672 69230000.0
4761.0281772 69230000.0
4761.0757877 69230000.0
4761.1233986 69220000.0
4761.1710101 69200000.0
4761.218622 69190000.0
4761.2662343 69190000.0
4761.3138472 69180000.0
4761.3614605 69170000.0
4761.4090743 69170000.0
4761.4566886 69170000.0
4761.5043034 69170000.0
4761.5519186 69170000.0
4761.5995343 69170000.0
4761.6471505 69170000.0
4761.6947671 69160000.0
4761.7423843 69170000.0
4761.7900019 69170000.0
4761.83762 69180000.0
4761.8852386 69180000.0
4761.9328576 69190000.0
4761.9804771 69190000.0
4762.0280971 69190000.0
4762.0757176 69180000.0
4762.1233385 69180000.0
4762.17096 69180000.0
4762.2185819 69180000.0
4762.2662042 69170000.0
4762.3138271 69170000.0
4762.3614504 69170000.0
4762.4090742 69160000.0
4762.4566985 69150000.0
4762.5043233 69140000.0
4762.5519485 69130000.0
4762.5995742 69120000.0
4762.6472004 69110000.0
4762.694827 69110000.0
4762.7424542 69110000.0
4762.7900818 69110000.0
4762.8377099 69100000.0
4762.8853385 69100000.0
4762.9329675 69100000.0
4762.980597 69100000.0
4763.028227 69100000.0
4763.0758575 69100000.0
4763.1234884 69100000.0
4763.1711199 69100000.0
4763.2187518 69090000.0
4763.2663841 69040000.0
4763.314017 68980000.0
4763.3616503 68910000.0
4763.4092841 68850000.0
4763.4569184 68780000.0
4763.5045532 68720000.0
4763.5521884 68650000.0
4763.5998241 68600000.0
4763.6474603 68560000.0
4763.695097 68520000.0
4763.7427341 68480000.0
4763.7903717 68450000.0
4763.8380098 68440000.0
4763.8856484 68440000.0
4763.9332875 68470000.0
4763.980927 68520000.0
4764.028567 68590000.0
4764.0762075 68660000.0
4764.1238484 68730000.0
4764.1714898 68780000.0
4764.2191317 68830000.0
4764.2667741 68870000.0
4764.314417 68890000.0
4764.3620603 68890000.0
4764.4097041 68880000.0
4764.4573484 68890000.0
4764.5049932 68910000.0
4764.5526384 68920000.0
4764.6002841 68920000.0
4764.6479303 68920000.0
4764.695577 68910000.0
4764.7432241 68900000.0
4764.7908718 68860000.0
4764.8385199 68800000.0
4764.8861684 68730000.0
4764.9338175 68680000.0
4764.981467 68650000.0
4765.029117 68650000.0
4765.0767675 68660000.0
4765.1244185 68680000.0
4765.1720699 68690000.0
4765.2197218 68690000.0
4765.2673742 68690000.0
4765.3150271 68690000.0
4765.3626804 68700000.0
4765.4103342 68700000.0
4765.4579885 68700000.0
4765.5056433 68710000.0
4765.5532985 68730000.0
4765.6009543 68780000.0
4765.6486105 68800000.0
4765.6962671 68770000.0
4765.7439243 68730000.0
4765.7915819 68690000.0
4765.83924 68660000.0
4765.8868986 68650000.0
4765.9345577 68630000.0
4765.9822172 68620000.0
4766.0298772 68620000.0
4766.0775377 68620000.0
4766.1251987 68640000.0
4766.1728601 68660000.0
4766.220522 68690000.0
4766.2681844 68740000.0
4766.3158473 68780000.0
4766.3635107 68810000.0
4766.4111745 68850000.0
4766.4588388 68890000.0
4766.5065036 68920000.0
4766.5541688 68930000.0
4766.6018346 68930000.0
4766.6495008 68940000.0
4766.6971674 68940000.0
4766.7448346 68940000.0
4766.7925022 68930000.0
4766.8401704 68920000.0
4766.887839 68900000.0
4766.935508 68900000.0
4766.9831776 68890000.0
4767.0308476 68880000.0
4767.0785181 68880000.0
4767.1261891 68880000.0
4767.1738605 68870000.0
4767.2215325 68870000.0
4767.2692049 68870000.0
4767.3168777 68860000.0
4767.3645511 68850000.0
4767.4122249 68830000.0
4767.4598992 68820000.0
4767.507574 68810000.0
4767.5552493 68790000.0
4767.602925 68750000.0
4767.6506013 68680000.0
4767.698278 68610000.0
4767.7459551 68560000.0
4767.7936328 68530000.0
4767.8413109 68500000.0
4767.8889895 68480000.0
4767.9366686 68470000.0
4767.9843482 68470000.0
4768.0320282 68470000.0
4768.0797087 68490000.0
4768.1273897 68510000.0
4768.1750712 68540000.0
4768.2227531 68570000.0
4768.2704355 68610000.0
4768.3181184 68660000.0
4768.3658018 68720000.0
4768.4134856 68780000.0
4768.46117 68820000.0
4768.5088548 68840000.0
4768.55654 68850000.0
4768.6042258 68850000.0
4768.651912 68840000.0
4768.6995987 68840000.0
4768.7472859 68840000.0
4768.7949736 68840000.0
4768.8426617 68840000.0
4768.8903503 68840000.0
4768.9380394 68840000.0
4768.985729 68830000.0
4769.0334191 68830000.0
4769.0811096 68830000.0
4769.1288006 68830000.0
4769.1764921 68820000.0
4769.224184 68810000.0
4769.2718765 68780000.0
4769.3195694 68740000.0
4769.3672627 68710000.0
4769.4149566 68680000.0
4769.462651 68660000.0
4769.5103458 68630000.0
4769.5580411 68610000.0
4769.6057368 68590000.0
4769.6534331 68580000.0
4769.7011298 68580000.0
4769.748827 68580000.0
4769.7965247 68570000.0
4769.8442228 68580000.0
4769.8919215 68590000.0
4769.9396206 68600000.0
4769.9873202 68630000.0
4770.0350202 68660000.0
4770.0827208 68690000.0
4770.1304218 68720000.0
4770.1781233 68730000.0
4770.2258253 68750000.0
4770.2735277 68760000.0
4770.3212306 68770000.0
4770.368934 68760000.0
4770.4166379 68760000.0
4770.4643423 68750000.0
4770.5120471 68750000.0
4770.5597524 68750000.0
4770.6074582 68750000.0
4770.6551645 68750000.0
4770.7028712 68750000.0
4770.7505784 68740000.0
4770.7982861 68740000.0
4770.8459943 68730000.0
4770.893703 68720000.0
4770.9414121 68710000.0
4770.9891217 68680000.0
4771.0368318 68650000.0
4771.0845423 68630000.0
4771.1322534 68610000.0
4771.1799649 68590000.0
4771.2276769 68580000.0
4771.2753893 68570000.0
4771.3231023 68560000.0
4771.3708157 68550000.0
4771.4185296 68540000.0
4771.466244 68540000.0
4771.5139588 68540000.0
4771.5616742 68550000.0
4771.60939 68550000.0
4771.6571063 68560000.0
4771.704823 68570000.0
4771.7525403 68590000.0
4771.800258 68610000.0
4771.8479762 68620000.0
4771.8956948 68620000.0
4771.943414 68620000.0
4771.9911336 68620000.0
4772.0388537 68630000.0
4772.0865743 68630000.0
4772.1342954 68640000.0
4772.1820169 68640000.0
4772.2297389 68640000.0
4772.2774614 68640000.0
4772.3251844 68640000.0
4772.3729078 68650000.0
4772.4206317 68650000.0
4772.4683561 68650000.0
4772.516081 68650000.0
4772.5638063 68640000.0
4772.6115322 68620000.0
4772.6592585 68560000.0
4772.7069853 68470000.0
4772.7547125 68380000.0
4772.8024403 68300000.0
4772.8501685 68240000.0
4772.8978972 68200000.0
4772.9456263 68170000.0
4772.993356 68150000.0
4773.0410861 68140000.0
4773.0888167 68140000.0
4773.1365478 68140000.0
4773.1842793 68150000.0
4773.2320114 68170000.0
4773.2797439 68190000.0
4773.3274769 68240000.0
4773.3752103 68300000.0
4773.4229443 68390000.0
4773.4706787 68480000.0
4773.5184136 68550000.0
4773.566149 68590000.0
4773.6138848 68590000.0
4773.6616212 68590000.0
4773.709358 68590000.0
4773.7570953 68580000.0
4773.804833 68570000.0
4773.8525713 68560000.0
4773.90031 68550000.0
4773.9480492 68550000.0
4773.9957888 68540000.0
4774.043529 68530000.0
4774.0912696 68530000.0
4774.1390107 68530000.0
4774.1867523 68530000.0
4774.2344944 68530000.0
4774.2822369 68520000.0
4774.3299799 68520000.0
4774.3777234 68520000.0
4774.4254674 68520000.0
4774.4732118 68520000.0
4774.5209567 68530000.0
4774.5687021 68530000.0
4774.616448 68530000.0
4774.6641944 68530000.0
4774.7119412 68530000.0
4774.7596885 68520000.0
4774.8074363 68520000.0
4774.8551846 68520000.0
4774.9029333 68520000.0
4774.9506825 68520000.0
4774.9984322 68520000.0
4775.0461824 68520000.0
4775.0939331 68510000.0
4775.1416842 68510000.0
4775.1894358 68500000.0
4775.2371879 68500000.0
4775.2849404 68500000.0
4775.3326935 68490000.0
4775.380447 68490000.0
4775.428201 68490000.0
4775.4759555 68490000.0
4775.5237104 68490000.0
4775.5714658 68490000.0
4775.6192218 68490000.0
4775.6669781 68480000.0
4775.714735 68470000.0
4775.7624923 68470000.0
4775.8102501 68470000.0
4775.8580084 68460000.0
4775.9057672 68450000.0
4775.9535265 68450000.0
4776.0012862 68450000.0
4776.0490464 68450000.0
4776.0968071 68450000.0
4776.1445682 68440000.0
4776.1923299 68440000.0
4776.240092 68440000.0
4776.2878546 68440000.0
4776.3356176 68440000.0
4776.3833812 68440000.0
4776.4311452 68440000.0
4776.4789097 68430000.0
4776.5266747 68430000.0
4776.5744402 68430000.0
4776.6222061 68430000.0
4776.6699725 68430000.0
4776.7177394 68420000.0
4776.7655068 68400000.0
4776.8132746 68350000.0
4776.8610429 68270000.0
4776.9088117 68180000.0
4776.956581 68100000.0
4777.0043508 68050000.0
4777.052121 68010000.0
4777.0998917 67980000.0
4777.1476629 67970000.0
4777.1954346 67960000.0
4777.2432067 67950000.0
4777.2909793 67940000.0
4777.3387524 67940000.0
4777.386526 67940000.0
4777.4343001 67960000.0
4777.4820746 68000000.0
4777.5298496 68050000.0
4777.5776251 68120000.0
4777.6254011 68210000.0
4777.6731775 68270000.0
4777.7209545 68300000.0
4777.7687319 68300000.0
4777.8165097 68310000.0
4777.8642881 68310000.0
4777.9120669 68310000.0
4777.9598462 68310000.0
4778.007626 68310000.0
4778.0554063 68320000.0
4778.103187 68330000.0
4778.1509683 68330000.0
4778.19875 68330000.0
4778.2465321 68320000.0
4778.2943148 68320000.0
4778.3420979 68320000.0
4778.3898815 68310000.0
4778.4376656 68310000.0
4778.4854502 68310000.0
4778.5332352 68310000.0
4778.5810208 68310000.0
4778.6288068 68310000.0
4778.6765932 68310000.0
4778.7243802 68310000.0
4778.7721676 68310000.0
4778.8199556 68310000.0
4778.8677439 68310000.0
4778.9155328 68310000.0
4778.9633222 68310000.0
4779.011112 68310000.0
4779.0589023 68310000.0
4779.1066931 68300000.0
4779.1544843 68290000.0
4779.2022761 68290000.0
4779.2500683 68290000.0
4779.297861 68280000.0
4779.3456541 68270000.0
4779.3934478 68270000.0
4779.4412419 68270000.0
4779.4890365 68270000.0
4779.5368316 68270000.0
4779.5846272 68270000.0
4779.6324232 68270000.0
4779.6802197 68260000.0
4779.7280167 68250000.0
4779.7758142 68250000.0
4779.8236121 68250000.0
4779.8714105 68250000.0
4779.9192095 68240000.0
4779.9670088 68240000.0
4780.0148087 68230000.0
4780.062609 68220000.0
4780.1104099 68200000.0
4780.1582112 68190000.0
4780.2060129 68180000.0
4780.2538152 68180000.0
4780.3016179 68170000.0
4780.3494211 68160000.0
4780.3972248 68160000.0
4780.445029 68150000.0
4780.4928336 68150000.0
4780.5406387 68150000.0
4780.5884443 68150000.0
4780.6362504 68150000.0
4780.6840569 68150000.0
4780.731864 68160000.0
4780.7796715 68170000.0
4780.8274795 68170000.0
4780.8752879 68110000.0
4780.9230969 67960000.0
4780.9709063 67730000.0
4781.0187162 67510000.0
4781.0665266 67360000.0
4781.1143374 67260000.0
4781.1621488 67200000.0
4781.2099606 67150000.0
4781.2577729 67120000.0
4781.3055857 67110000.0
4781.3533989 67110000.0
4781.4012126 67120000.0
4781.4490268 67140000.0
4781.4968415 67180000.0
4781.5446567 67250000.0
4781.5924723 67350000.0
4781.6402884 67510000.0
4781.688105 67730000.0
4781.7359221 67950000.0
4781.7837396 68080000.0
4781.8315577 68130000.0
4781.8793762 68140000.0
4781.9271952 68130000.0
4781.9750146 68130000.0
4782.0228346 68130000.0
4782.070655 68130000.0
4782.1184759 68130000.0
4782.1662973 68130000.0
4782.2141191 68130000.0
4782.2619414 68120000.0
4782.3097643 68110000.0
4782.3575875 68110000.0
4782.4054113 68090000.0
4782.4532356 68070000.0
4782.5010603 68060000.0
4782.5488855 68040000.0
4782.5967112 68030000.0
4782.6445373 68020000.0
4782.692364 68020000.0
4782.7401911 68010000.0
4782.7880187 68010000.0
4782.8358467 68000000.0
4782.8836753 68000000.0
4782.9315043 68000000.0
4782.9793338 68010000.0
4783.0271638 68010000.0
4783.0749943 68020000.0
4783.1228252 68020000.0
4783.1706566 68040000.0
4783.2184885 68050000.0
4783.2663209 68050000.0
4783.3141538 68060000.0
4783.3619871 68050000.0
4783.4098209 68050000.0
4783.4576552 68050000.0
4783.50549 68050000.0
4783.5533252 68040000.0
4783.6011609 68040000.0
4783.6489971 68040000.0
4783.6968338 68040000.0
4783.744671 68040000.0
4783.7925086 68030000.0
4783.8403467 68030000.0
4783.8881853 68030000.0
4783.9360244 68020000.0
4783.983864 68020000.0
4784.031704 68010000.0
4784.0795445 68010000.0
4784.1273855 68010000.0
4784.1752269 68000000.0
4784.2230689 68000000.0
4784.2709113 67990000.0
4784.3187542 67980000.0
4784.3665976 67950000.0
4784.4144414 67910000.0
4784.4622858 67870000.0
4784.5101306 67840000.0
4784.5579759 67820000.0
4784.6058217 67810000.0
4784.6536679 67800000.0
4784.7015146 67790000.0
4784.7493618 67770000.0
4784.7972095 67750000.0
4784.8450577 67740000.0
4784.8929063 67730000.0
4784.9407555 67720000.0
4784.9886051 67720000.0
4785.0364551 67740000.0
4785.0843057 67760000.0
4785.1321567 67790000.0
4785.1800082 67830000.0
4785.2278602 67850000.0
4785.2757127 67860000.0
4785.3235656 67860000.0
4785.3714191 67870000.0
4785.419273 67880000.0
4785.4671274 67890000.0
4785.5149822 67910000.0
4785.5628376 67920000.0
4785.6106934 67920000.0
4785.6585497 67910000.0
4785.7064065 67900000.0
4785.7542637 67890000.0
4785.8021214 67880000.0
4785.8499797 67880000.0
4785.8978384 67880000.0
4785.9456975 67870000.0
4785.9935572 67870000.0
4786.0414173 67860000.0
4786.0892779 67860000.0
4786.137139 67850000.0
4786.1850005 67830000.0
4786.2328626 67820000.0
4786.2807251 67820000.0
4786.3285881 67810000.0
4786.3764516 67810000.0
4786.4243155 67810000.0
4786.47218 67810000.0
4786.5200449 67810000.0
4786.5679103 67810000.0
4786.6157762 67800000.0
4786.6636425 67800000.0
4786.7115093 67800000.0
4786.7593766 67800000.0
4786.8072444 67800000.0
4786.8551127 67810000.0
4786.9029814 67820000.0
4786.9508507 67830000.0
4786.9987204 67830000.0
4787.0465905 67830000.0
4787.0944612 67830000.0
4787.1423323 67830000.0
4787.1902039 67820000.0
4787.238076 67820000.0
4787.2859486 67810000.0
4787.3338217 67810000.0
4787.3816952 67810000.0
4787.4295692 67800000.0
4787.4774437 67770000.0
4787.5253186 67730000.0
4787.5731941 67690000.0
4787.62107 67660000.0
4787.6689464 67640000.0
4787.7168233 67620000.0
4787.7647007 67590000.0
4787.8125785 67550000.0
4787.8604568 67520000.0
4787.9083356 67510000.0
4787.9562149 67500000.0
4788.0040946 67490000.0
4788.0519749 67490000.0
4788.0998556 67500000.0
4788.1477368 67510000.0
4788.1956184 67540000.0
4788.2435006 67580000.0
4788.2913832 67620000.0
4788.3392663 67640000.0
4788.3871499 67660000.0
4788.435034 67670000.0
4788.4829185 67690000.0
4788.5308035 67720000.0
4788.578689 67740000.0
4788.626575 67750000.0
4788.6744615 67750000.0
4788.7223484 67740000.0
4788.7702358 67740000.0
4788.8181237 67730000.0
4788.8660121 67730000.0
4788.9139009 67730000.0
4788.9617903 67720000.0
4789.0096801 67720000.0
4789.0575704 67710000.0
4789.1054611 67710000.0
4789.1533524 67710000.0
4789.2012441 67710000.0
4789.2491363 67700000.0
4789.297029 67700000.0
4789.3449221 67690000.0
4789.3928158 67690000.0
4789.4407099 67690000.0
4789.4886045 67680000.0
4789.5364996 67680000.0
4789.5843951 67690000.0
4789.6322912 67680000.0
4789.6801877 67670000.0
4789.7280847 67660000.0
4789.7759822 67640000.0
4789.8238801 67630000.0
4789.8717785 67620000.0
4789.9196775 67610000.0
4789.9675768 67610000.0
4790.0154767 67600000.0
4790.0633771 67600000.0
4790.1112779 67590000.0
4790.1591792 67590000.0
4790.207081 67590000.0
4790.2549832 67580000.0
4790.302886 67560000.0
4790.3507892 67530000.0
4790.3986929 67510000.0
4790.4465971 67490000.0
4790.4945017 67480000.0
4790.5424069 67460000.0
4790.5903125 67410000.0
4790.6382186 67340000.0
4790.6861251 67280000.0
4790.7340322 67230000.0
4790.7819397 67200000.0
4790.8298477 67190000.0
4790.8777562 67180000.0
4790.9256652 67180000.0
4790.9735746 67180000.0
4791.0214846 67200000.0
4791.069395 67230000.0
4791.1173059 67270000.0
4791.1652172 67300000.0
4791.2131291 67330000.0
4791.2610414 67360000.0
4791.3089542 67400000.0
4791.3568675 67460000.0
4791.4047812 67520000.0
4791.4526955 67550000.0
4791.5006102 67560000.0
4791.5485254 67560000.0
4791.5964411 67560000.0
4791.6443572 67560000.0
4791.6922739 67560000.0
4791.740191 67550000.0
4791.7881086 67550000.0
4791.8360266 67540000.0
4791.8839452 67540000.0
4791.9318642 67540000.0
4791.9797837 67530000.0
4792.0277037 67530000.0
4792.0756242 67520000.0
4792.1235451 67510000.0
4792.1714666 67500000.0
4792.2193885 67490000.0
